Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class
A14,12,A34,A40,1495,A61,A75,4,A93,A101,1,A121,38,A143,A152,2,A172,2,A191,A201,1
A11,30,A34,A41,10623,A61,A75,3,A93,A101,4,A124,38,A143,A153,-8.203363414184732,A174,2,A192,A201,1
A14,12,A34,A42,1935,A61,A75,4,A93,A101,4,__NOISE__Attribute12__939314764254,43,A143,A152,-6.879668758511606,A173,1,A192,A201,1
A12,12,A34,A44,1424,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A49,6568,A61,A73,2,A94,A101,2,A123,21,A142,A152,1,A172,1,A191,A201,1
A14,12,A32,A41,1413,__NOISE__Attribute6__270912945452,A74,3,A93,A101,2,A122,55,A143,A152,1,A173,1,A191,A202,1
A14,9,A34,A43,3074,A65,A73,1,A93,A101,2,A121,33,A143,A152,2,A173,2,__NOISE__Attribute19__291529221921,A201,1
A14,36,A32,A43,3835,A65,A75,2,A92,A101,4,A121,45,A143,A152,1,A172,1,A192,A201,1
A11,27,A30,A49,5293,A61,A71,-9.953428373393033,A93,A101,4,A122,50,A142,A152,2,A173,1,A192,A201,2
A13,30,A33,A49,1908,A61,A75,4,__NOISE__Attribute9__507211948162,A101,4,A121,66,A143,A152,15.44460517968587,A174,1,A192,A201,2
A14,36,A34,A43,3342,__NOISE__Attribute6__904128144202,A75,4,A93,A101,2,A123,51,A143,A152,1,A173,1,A192,A201,1
A12,6,A34,A48,932,A65,A74,1,A92,A101,3,A122,39,A143,A152,2,A172,1,__NOISE__Attribute19__198555739142,A201,1
A11,18,A30,A49,3104,A61,A74,3,A93,A101,1,A122,31,A141,__NOISE__Attribute15__958349817847,1,A173,1,A192,A201,1
A13,36,A32,A43,3913,A61,__NOISE__Attribute7__685718040585,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A42,3021,__NOISE__Attribute6__234443699292,A73,2,A91,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,1
A14,10,A32,A40,1364,A61,A73,2,A92,A101,4,A123,64,A143,__NOISE__Attribute15__496574155463,1,A173,1,A192,A201,1
A12,12,A32,A43,625,A61,A72,4,A94,A103,1,A121,26,A141,A152,1,A172,1,A191,A201,1
A11,12,A32,A46,1200,A65,A73,4,A92,A101,4,A122,23,A141,A151,1,A173,1,A192,A201,1
A14,12,A32,A43,707,A61,A73,4,__NOISE__Attribute9__87777773599,A101,2,A121,30,A141,A152,2,A173,1,A191,A201,1
A14,24,A33,A49,2978,A65,A73,4,__NOISE__Attribute9__328468839685,A101,4,A121,32,A143,A152,2,A173,2,A192,A201,1
A14,15,A32,A41,4657,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1
A12,48,A32,A43,10961,A64,A74,1,A93,A102,12.905869024393965,__NOISE__Attribute12__288614355697,27,A141,A152,2,A173,1,A192,A201,2
A11,12,A32,A42,7865,A61,A75,4,A93,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,2
A14,9,A32,A43,1478,__NOISE__Attribute6__234443699292,A74,4,__NOISE__Attribute9__330295456025,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A42,3149,A61,A72,4,A93,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,1
A13,36,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,__NOISE__Attribute19__545148200208,A201,2
A14,9,A32,A40,2507,A63,A75,-1.5097966874317,A93,A101,4,A124,51,A143,__NOISE__Attribute15__418734263802,1,A172,1,A191,A201,1
A14,12,A32,A43,2141,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,1
A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,1
A14,4,A34,A43,1544,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1
A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,__NOISE__Attribute19__206387017789,A201,2
A12,6,A32,A40,14555,A65,A71,1,A93,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,2
A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,2
A14,12,A34,A43,1291,A61,__NOISE__Attribute7__780956906586,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,1
A11,30,A32,A43,2522,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,__NOISE__Attribute19__126428503607,A201,1
A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,2
A14,6,A32,A43,1595,A61,__NOISE__Attribute7__51409772899,3,A93,A101,2,__NOISE__Attribute12__897055187588,51,A143,A152,1,A173,2,A191,A201,1
A11,48,A30,A41,4605,A61,__NOISE__Attribute7__880285341987,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,2
A14,12,A34,A49,1185,__NOISE__Attribute6__844072808986,__NOISE__Attribute7__364588468103,3,A92,A101,11.924333333120966,A121,27,A143,A152,2,A173,1,A191,A201,1
A14,12,A31,A48,3447,A63,A73,4,__NOISE__Attribute9__274197317651,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,1
A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,__NOISE__Attribute19__987821869705,A201,1
A14,12,A34,A43,717,A61,__NOISE__Attribute7__30725231705,4,__NOISE__Attribute9__330295456025,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,1
A14,6,A30,A40,1204,A62,A73,-5.630664912034479,A93,A101,1,A124,35,A141,A151,1,A173,1,__NOISE__Attribute19__913165587780,A202,1
A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,18,A32,A43,433,__NOISE__Attribute6__270912945452,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,2
A11,6,A34,A40,666,A64,A74,9.972121823301364,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,1
A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1
A12,30,A32,A40,2150,A61,A73,-9.953428373393033,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,2
A14,24,A33,A42,4151,A62,__NOISE__Attribute7__498005306131,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1
A12,9,A32,A42,2030,A65,A74,-3.7164647368989145,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1
A12,60,A33,A43,7418,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,1
A14,24,A34,A43,2684,A61,A73,4,A93,A101,-7.88616385101256,A121,35,A143,A152,2,A172,1,A191,A201,1
A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,2
A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,__NOISE__Attribute19__485506503504,A201,1
A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,1
A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A43,1603,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,1,__NOISE__Attribute19__478085738941,A201,1
A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1
A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1
A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1
A12,15,A32,A43,802,A61,A75,14.80197708230139,A93,A101,3,A123,37,A143,A152,-8.203363414184732,A173,2,A191,A201,2
A14,36,A34,A49,6304,A65,A75,4,A93,A101,4,__NOISE__Attribute12__13388918546,36,A143,A152,2,A173,1,__NOISE__Attribute19__698608297096,A201,1
A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,1
A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,8.827919216507993,A174,1,A192,A202,2
A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,__NOISE__Attribute15__274479884767,1,A173,1,A191,A202,1
A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1
A12,48,A31,A40,12169,A65,A71,4,A93,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,1
A12,48,A32,A43,3060,A61,A74,4,__NOISE__Attribute9__274197317651,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,2
A11,30,A32,A45,11998,A61,A72,1,A91,A101,-3.6730899862359,A124,34,A143,A152,8.827919216507993,A172,1,A192,A201,2
A14,9,A32,A43,2697,A61,A73,1,__NOISE__Attribute9__745020166385,A101,2,A121,32,A143,__NOISE__Attribute15__92162113096,1,A173,2,A191,A201,1
A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,__NOISE__Attribute15__238800537233,2,A173,1,A191,A201,1
A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,__NOISE__Attribute12__908186759895,49,A143,A152,1,A172,1,A192,A201,1
A14,6,A32,A42,4611,A61,A72,1,__NOISE__Attribute9__330295456025,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,2
A14,24,A32,A43,1901,A62,__NOISE__Attribute7__526818709942,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1
A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,1
A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,1
A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,1
A14,15,A34,A42,1520,A65,A75,-4.992218108869284,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A40,3878,A62,A72,4,__NOISE__Attribute9__577653010530,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1
A11,47,A32,A40,10722,A61,A72,1,A92,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,1
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,__NOISE__Attribute19__484464666738,A201,1
A12,48,A33,A410,7582,A62,A71,2,A93,A101,9.607611274725691,__NOISE__Attribute12__295416964311,31,A143,A153,1,A174,1,A192,A201,1
A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,1
A11,24,A33,A43,1024,A61,A72,-5.479056396242328,A94,A101,4,A121,48,A142,A152,5.507864857114411,A173,1,A191,A201,2
A14,12,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,1
A12,36,A32,A41,9398,A61,A72,1,A94,A101,-9.096722154860467,A123,28,A143,A151,1,A174,1,A192,A201,2
A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,1
A13,42,A34,A41,4796,A61,A75,4,A93,A101,4,A124,56,A143,__NOISE__Attribute15__227016241926,1,A173,1,A191,A201,1
A14,48,A34,A49,7629,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,1
A12,48,A32,A42,9960,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,2
A14,12,A32,A41,4675,A65,A72,1,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1
A14,10,A32,A40,1287,A65,A75,4,A93,A102,2,A122,45,A143,__NOISE__Attribute15__92162113096,5.507864857114411,A172,1,A191,A202,1
A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,__NOISE__Attribute12__251799447178,43,A143,A152,1,A173,1,A192,A201,1
A12,21,A34,A42,2745,A64,A74,-4.992218108869284,__NOISE__Attribute9__558808025121,A101,2,__NOISE__Attribute12__939314764254,32,A143,A152,2,A173,1,A192,A201,1
A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,__NOISE__Attribute15__711608508588,1,A171,1,A192,A201,1
A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,__NOISE__Attribute19__514133195635,A201,2
A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,__NOISE__Attribute19__485506503504,A201,2
A11,10,A34,A40,1038,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,1
A14,48,A34,A40,10127,A63,A73,2,__NOISE__Attribute9__884364723104,A101,2,__NOISE__Attribute12__897055187588,44,A141,A153,1,A173,1,A191,A201,2
A14,6,A32,A42,1543,A64,A73,4,A91,A101,2,A121,33,A143,__NOISE__Attribute15__274479884767,1,A173,1,A191,A201,1
A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,1
A11,12,A32,A43,727,A62,A72,4,A94,A101,-9.194579681312064,A124,33,A143,A152,1,A172,1,A192,A201,2
A12,8,A32,A42,1237,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,2
A12,9,A32,A40,276,A61,A73,4,A94,A101,4,__NOISE__Attribute12__897055187588,22,A143,A151,1,A172,1,A191,A201,1
A12,48,A32,A410,5381,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,1
A14,24,A32,A42,5511,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,1
A13,24,A32,A42,3749,A61,A72,2,A92,A101,-9.096722154860467,A123,26,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,2
A13,4,A32,A40,1494,A65,A72,1,A93,A101,-9.194579681312064,A121,29,A143,A152,1,A172,2,A191,A202,1
A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,2
A11,12,A32,A42,708,A61,A73,7.0471242089638215,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,1
A12,24,A32,A42,4351,A65,A73,-9.568608054710579,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,1
A14,12,A34,A46,701,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,1
A11,15,A33,A42,3643,A61,A75,-9.953428373393033,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,1
A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,2
A11,24,A32,A43,1938,A61,A72,-9.32643513556357,__NOISE__Attribute9__507211948162,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,1
A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,__NOISE__Attribute15__436768210413,2,A173,1,__NOISE__Attribute19__808809098154,A201,1
A11,8,A34,A40,3398,A61,__NOISE__Attribute7__724106593584,1,A93,A101,4,A121,39,A143,A152,9.539013365056464,A172,1,A191,A202,1
A14,12,A34,A42,5801,__NOISE__Attribute6__619646921419,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,1
A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,1
A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,__NOISE__Attribute12__680327264588,31,A143,__NOISE__Attribute15__800079252114,1,A173,1,__NOISE__Attribute19__177211312573,A201,1
A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,__NOISE__Attribute15__958349817847,1,A173,2,A191,A201,1
A11,24,A34,A41,6615,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1
A14,18,A34,A46,1864,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,__NOISE__Attribute19__808809098154,A201,2
A12,60,A32,A40,7408,A62,A72,4,A92,A101,-11.151142748650047,A122,24,A143,__NOISE__Attribute15__906217515591,1,A174,1,A191,A201,2
A14,48,A34,A41,11590,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,2
A11,24,A30,A42,4110,A61,A75,3,__NOISE__Attribute9__711373541657,A101,6.814958053607053,A124,23,A141,A151,2,A173,2,A191,A201,2
A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,2
A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,__NOISE__Attribute12__295416964311,23,A143,A152,15.024314930243582,A172,1,A191,A201,1
A11,15,A32,A44,1275,A65,A73,4,A92,A101,2,__NOISE__Attribute12__52264408884,24,A143,A151,1,A173,1,A191,A201,2
A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,__NOISE__Attribute19__291529221921,A201,1
A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1
A12,24,A34,A46,5743,__NOISE__Attribute6__105986515058,__NOISE__Attribute7__502859337581,2,A92,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,1
A11,21,A32,A42,3599,A61,A74,1,__NOISE__Attribute9__92447787142,A101,-9.096722154860467,A123,26,A143,A151,1,A172,1,A191,A201,1
A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,1
A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,1
A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,1
A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,__NOISE__Attribute12__13388918546,43,A143,A152,1,A172,1,A191,A201,1
A12,13,A34,A43,882,A61,__NOISE__Attribute7__502859337581,4,A93,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,1
A12,24,A32,A43,3758,A63,A71,1,A92,A101,9.766708882357143,A124,23,A143,A151,1,A171,1,A191,A201,1
A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,1
A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,2
A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,-10.095812647662877,A173,1,A192,A201,1
A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,2
A14,18,A34,A41,3229,A65,__NOISE__Attribute7__51409772899,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1
A11,12,A30,A43,6199,A61,A73,4,A93,A101,2,A122,28,A143,A151,-8.203363414184732,A173,1,A192,A201,2
A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,1
A12,24,A32,A40,1246,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,2
A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,1
A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2
A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1
A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,2
A12,18,A32,A46,1239,__NOISE__Attribute6__821061575070,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,1
A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,1
A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,15.024314930243582,A173,1,A192,A201,1
A14,6,A32,A42,1766,A61,A73,1,A94,A101,2,__NOISE__Attribute12__680327264588,21,A143,A151,8.649149948119662,A173,1,A191,A201,1
A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,2
A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,1
A14,18,A34,A41,3850,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,1
A11,18,A32,A42,3650,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,1
A11,36,A32,A42,3446,A61,A75,4,A93,A101,2,A123,42,A143,__NOISE__Attribute15__958349817847,1,A173,2,A191,A201,2
A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,__NOISE__Attribute19__126428503607,A201,1
A14,36,A32,A40,3079,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A43,6070,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,1
A14,10,A34,A42,2146,__NOISE__Attribute6__729675835863,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,1
A14,60,A34,A40,13756,A65,A75,2,A93,A101,4,A124,63,A141,__NOISE__Attribute15__92162113096,1,A174,1,A192,A201,1
A12,60,A31,A410,14782,A62,A75,3,A92,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,2
A11,48,A31,A49,7685,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,2
A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,1
A14,7,A33,A43,846,__NOISE__Attribute6__8468075020,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,1
A12,36,A32,A40,14318,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,2
A14,6,A34,A40,362,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,1
A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,1
A12,18,A32,A41,12976,A61,A71,3,A92,A101,4,A124,38,A143,__NOISE__Attribute15__800079252114,1,A174,1,__NOISE__Attribute19__198555739142,A201,2
A14,22,A32,A40,1283,A65,A74,4,A92,A101,9.766708882357143,A122,25,A143,A151,1,A173,1,A191,A201,1
A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1
A14,30,A33,A49,4272,A62,__NOISE__Attribute7__144178437638,2,__NOISE__Attribute9__711373541657,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,1
A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,1
A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,1
A12,18,A34,A42,7374,A61,A71,-9.32643513556357,A93,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,1
A12,15,A34,A49,2326,A63,__NOISE__Attribute7__309349151980,2,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,1
A14,9,A32,A49,1449,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,__NOISE__Attribute19__177211312573,A201,1
A14,18,A32,A40,1820,A61,A73,2,A94,A101,2,__NOISE__Attribute12__626838637799,30,A143,A152,1,A174,1,A192,A201,1
A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,1
A11,36,A32,A40,3249,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,1
A11,6,A34,A43,1957,A61,A74,-5.630664912034479,A92,A101,4,A123,31,A143,__NOISE__Attribute15__906217515591,1,A173,1,A191,A201,1
A14,9,A34,A42,2406,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,1
A12,39,A33,A46,11760,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1
A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,1
A11,36,A34,A42,2348,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,1
A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,2
A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,__NOISE__Attribute15__711608508588,2,A172,1,A191,A201,1
A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,5.507864857114411,A173,1,A192,A201,1
A12,18,A34,A49,1887,A65,A73,4,__NOISE__Attribute9__709632665258,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,1
A14,24,A33,A49,8648,A61,A72,2,A93,A101,2,A123,27,A141,__NOISE__Attribute15__238800537233,2,A173,1,A192,A201,2
A14,14,A33,A40,802,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1
A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,__NOISE__Attribute12__908186759895,43,A143,A152,1,A173,2,A191,A201,1
A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,15.024314930243582,A173,1,A192,A201,2
A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1
A11,15,A32,A43,1053,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,1,__NOISE__Attribute19__56472896382,A202,1
A14,24,A32,A43,3235,A63,A75,3,A91,A101,-10.169926450099732,A123,26,A143,A152,1,A174,1,A192,A201,1
A13,12,A34,A40,939,A63,A74,-1.3869228171802055,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,2
A12,24,A32,A43,1967,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1
A14,33,A34,A41,7253,A61,A74,3,A93,A101,-11.151142748650047,A123,35,A143,A152,2,A174,1,A192,A201,1
A14,12,A34,A49,2292,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,2
A14,10,A32,A40,1597,A63,A73,9.972121823301364,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,1
A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,2
A14,36,A34,A41,5842,A61,__NOISE__Attribute7__309349151980,2,__NOISE__Attribute9__470398098540,A101,2,A122,35,A143,A152,-10.802202312008312,A173,2,A192,A201,1
A11,12,A32,A40,2579,__NOISE__Attribute6__122376453993,A72,4,A93,A101,9.766708882357143,A121,33,A143,A152,1,A172,2,__NOISE__Attribute19__987821869705,A201,2
A11,18,A33,A46,8471,A65,A73,1,A92,A101,-11.151142748650047,A123,23,A143,A151,15.44460517968587,A173,1,A192,A201,1
A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,1
