VENTMACH,VENTTUBE,HYPOVOLEMIA,DISCONNECT,STROKEVOLUME,MINVOLSET
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,HIGH,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
HIGH,NORMAL,False,True,NORMAL,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
LOW,ZERO,False,True,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,NORMAL,True,False,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,HIGH,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
HIGH,NORMAL,False,True,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL
LOW,LOW,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,NORMAL
HIGH,HIGH,True,False,LOW,HIGH
NORMAL,ZERO,True,True,HIGH,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,NORMAL,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,NORMAL,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
ZERO,ZERO,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,HIGH,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,LOW,NORMAL
HIGH,HIGH,True,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,HIGH
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,ZERO,False,True,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,ZERO,True,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,LOW,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,NORMAL,False,False,NORMAL,NORMAL
NORMAL,HIGH,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
LOW,ZERO,False,True,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,LOW
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,True,True,LOW,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
LOW,ZERO,False,False,HIGH,LOW
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
LOW,ZERO,False,False,LOW,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
ZERO,ZERO,True,True,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,HIGH
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,LOW,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,HIGH,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,NORMAL
NORMAL,LOW,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,ZERO,True,True,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,True,False,LOW,LOW
ZERO,ZERO,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,HIGH,True,False,NORMAL,HIGH
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
LOW,ZERO,True,False,LOW,LOW
ZERO,ZERO,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,NORMAL,False,True,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,NORMAL
NORMAL,ZERO,False,True,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
HIGH,HIGH,False,False,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
LOW,ZERO,False,False,NORMAL,LOW
NORMAL,LOW,False,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
HIGH,NORMAL,False,True,NORMAL,HIGH
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,True,False,LOW,NORMAL
NORMAL,LOW,False,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL
