INSUFFANESTH,EXPCO2,KINKEDTUBE,VENTALV,TPR,VENTLUNG,ARTCO2,PRESS,CATECHOL,STROKEVOLUME
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,True,ZERO,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,NORMAL,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,NORMAL,False,ZERO,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
True,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW
True,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
False,ZERO,True,HIGH,HIGH,ZERO,LOW,LOW,NORMAL,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW
True,NORMAL,True,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,True,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,True,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,True,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,ZERO,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
False,ZERO,False,HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,LOW,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,HIGH
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,True,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,HIGH
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,ZERO,NORMAL,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,LOW
False,ZERO,False,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,HIGH
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,NORMAL,HIGH,ZERO,NORMAL,LOW,NORMAL,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,ZERO,False,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,ZERO,False,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH
False,ZERO,False,ZERO,NORMAL,ZERO,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
True,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,ZERO,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
True,LOW,True,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,True,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW
True,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
True,NORMAL,False,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
True,ZERO,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,True,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,NORMAL,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,HIGH,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,ZERO,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,ZERO,False,NORMAL,HIGH,ZERO,LOW,HIGH,NORMAL,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,True,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,ZERO,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
True,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
True,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,LOW
False,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,ZERO,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
False,LOW,True,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
False,ZERO,False,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
True,HIGH,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,ZERO,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL
False,LOW,False,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
False,LOW,False,NORMAL,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL
False,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
False,LOW,False,ZERO,LOW,ZERO,HIGH,NORMAL,HIGH,NORMAL
True,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,HIGH
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
False,HIGH,False,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,ZERO,False,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,LOW
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
False,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL
True,LOW,False,ZERO,HIGH,ZERO,HIGH,NORMAL,HIGH,NORMAL
False,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW
False,LOW,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW
False,LOW,False,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,LOW
False,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
True,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,LOW,ZERO,HIGH,LOW,HIGH,HIGH
False,LOW,False,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,NORMAL,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL
True,ZERO,False,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,NORMAL
False,LOW,False,HIGH,LOW,LOW,LOW,LOW,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,NORMAL,LOW,LOW,ZERO,HIGH,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
False,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL
False,LOW,False,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,LOW,False,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,LOW
