LVFAILURE,LVEDVOLUME,PRESS,STROKEVOLUME,HISTORY
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,LOW,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,True
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
True,LOW,LOW,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,ZERO,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,ZERO,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,ZERO,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
True,LOW,HIGH,LOW,True
False,NORMAL,LOW,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
True,LOW,NORMAL,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,LOW,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,LOW,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,HIGH,False
True,LOW,HIGH,LOW,True
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
True,HIGH,ZERO,LOW,True
False,HIGH,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,HIGH,HIGH,LOW,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
True,LOW,HIGH,LOW,True
True,LOW,HIGH,LOW,True
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,LOW,False
False,HIGH,HIGH,LOW,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,LOW,LOW,False
False,NORMAL,LOW,NORMAL,False
True,LOW,NORMAL,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,HIGH,NORMAL,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
True,LOW,HIGH,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,LOW,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,HIGH,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,True
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,HIGH,NORMAL,NORMAL,False
True,LOW,HIGH,LOW,True
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,HIGH,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,True
False,NORMAL,HIGH,LOW,False
True,LOW,NORMAL,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,LOW,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
True,LOW,LOW,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,LOW,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,LOW,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
True,LOW,HIGH,LOW,True
True,LOW,NORMAL,LOW,True
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
True,LOW,ZERO,LOW,True
False,NORMAL,ZERO,LOW,False
False,LOW,ZERO,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,LOW,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
True,NORMAL,HIGH,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,HIGH,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,HIGH,False
False,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,LOW,LOW,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,ZERO,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,LOW,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,ZERO,LOW,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
True,LOW,LOW,LOW,True
False,HIGH,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,True
False,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,LOW,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,LOW,LOW,False
True,LOW,LOW,LOW,True
False,HIGH,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,NORMAL,LOW,False
True,LOW,HIGH,LOW,True
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,HIGH,LOW,LOW,False
False,HIGH,HIGH,NORMAL,False
False,HIGH,NORMAL,LOW,False
True,LOW,LOW,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
True,LOW,NORMAL,LOW,True
False,NORMAL,LOW,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,HIGH,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,NORMAL,LOW,True
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,LOW,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,True
False,HIGH,HIGH,NORMAL,False
False,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,LOW,LOW,True
False,NORMAL,LOW,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,LOW,False
False,NORMAL,LOW,NORMAL,False
True,LOW,HIGH,LOW,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,NORMAL,False
True,LOW,HIGH,LOW,True
False,NORMAL,HIGH,HIGH,False
False,NORMAL,HIGH,NORMAL,False
False,LOW,LOW,NORMAL,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,NORMAL,False
False,HIGH,NORMAL,NORMAL,False
False,NORMAL,NORMAL,LOW,False
False,NORMAL,NORMAL,NORMAL,False
False,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,NORMAL,False
False,NORMAL,HIGH,LOW,False
False,NORMAL,LOW,NORMAL,False
True,LOW,LOW,LOW,True
