ERRCAUTER,INSUFFANESTH,LVFAILURE,LVEDVOLUME,PAP,CO,HRSAT,HREKG,PCWP,TPR,ARTCO2,FIO2,CVP
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
False,True,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,True,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,LOW
False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
True,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,NORMAL
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL
False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,True,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,True,False,NORMAL,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,LOW,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH
False,False,True,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
True,True,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,LOW,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW
False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,LOW,NORMAL,LOW
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,False,False,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,LOW,NORMAL,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,True,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
True,True,False,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
True,False,True,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,LOW,NORMAL,LOW
False,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,True,True,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,NORMAL,LOW
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
True,False,False,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH
False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW
False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,LOW
False,False,True,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,True,False,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW
False,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH
False,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL
True,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL
False,False,False,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL
