Attribute1,Attribute3,Attribute6,Attribute12,Attribute15,class
A11,A32,A61,A121,A152,2
A14,A32,A61,A121,A152,1
A13,A32,A61,A123,A152,1
A11,A32,A61,A122,A152,2
A11,A34,A61,A121,A152,1
A14,A34,A61,A123,A152,1
A11,A34,A61,A123,A152,1
A11,A34,A61,A121,A151,2
A14,A30,A61,A123,A152,2
A11,A32,A65,A124,A153,2
A12,A33,A65,A124,A153,1
A14,A33,A63,A123,A152,1
A11,A32,A61,A123,A151,2
A11,A30,A61,A123,A151,2
A12,A32,A65,A123,A152,1
A13,A32,A61,A121,A152,2
A11,A30,A61,A123,A152,2
A14,A32,A65,A123,A152,1
A14,A32,A61,A121,A151,1
A11,A34,A61,A122,A152,1
A14,A34,A61,A121,A152,1
A11,A32,A61,A122,A152,2
A14,A33,A61,A121,A152,1
A14,A32,A61,A121,A152,2
A14,A31,A61,A123,A152,1
A14,A32,A61,A122,A152,1
A12,A32,A65,A123,A152,1
A14,A32,A65,A123,A151,2
A14,A32,A61,A121,A152,1
A11,A32,A61,A121,A152,1
A11,A32,A61,A121,A152,2
A11,A34,A61,A122,A151,2
A14,A34,A65,A122,A152,1
A14,A34,A61,A124,A153,1
A11,A31,A61,A124,A153,2
A14,A33,A61,A123,A152,1
A14,A32,A62,A121,A152,1
A14,A32,A65,A122,A152,1
A14,A34,A61,A124,A153,1
A11,A32,A61,A122,A152,2
A14,A32,A62,A121,A151,1
A14,A34,A64,A121,A152,1
A14,A33,A61,A123,A152,2
A11,A32,A61,A121,A152,2
A14,A34,A64,A121,A152,1
A14,A32,A61,A121,A151,2
A14,A32,A63,A123,A151,1
A11,A32,A61,A123,A152,1
A14,A34,A61,A122,A152,1
A14,A32,A65,A122,A152,1
A11,A32,A61,A122,A151,1
A14,A33,A63,A123,A152,1
A13,A34,A61,A121,A152,1
A11,A34,A62,A121,A152,1
A14,A32,A65,A121,A152,1
A11,A32,A61,A122,A152,1
A12,A34,A64,A123,A152,1
A11,A31,A61,A124,A153,1
A14,A32,A61,A123,A152,1
A11,A32,A61,A124,A153,2
A14,A34,A65,A122,A152,1
A14,A32,A61,A123,A152,1
A14,A32,A65,A124,A153,1
A12,A34,A65,A121,A152,1
A14,A34,A61,A123,A152,1
A12,A32,A61,A123,A152,2
A11,A32,A61,A122,A152,2
A12,A34,A65,A124,A152,1
A12,A32,A61,A123,A152,2
A14,A34,A61,A123,A152,1
A14,A31,A65,A121,A151,1
A11,A34,A61,A123,A152,1
A14,A34,A61,A123,A152,1
A11,A34,A61,A122,A152,1
A12,A34,A61,A123,A152,1
A14,A34,A65,A122,A152,1
A14,A33,A65,A123,A152,1
A11,A32,A61,A122,A151,1
A14,A34,A64,A122,A152,1
A14,A32,A65,A121,A151,1
A11,A32,A61,A123,A152,2
A11,A34,A61,A122,A151,2
A14,A34,A65,A121,A152,1
A14,A34,A65,A124,A153,1
A14,A32,A65,A121,A151,1
A14,A32,A61,A121,A152,1
A11,A32,A61,A121,A151,1
A11,A32,A65,A121,A152,1
A12,A32,A65,A123,A152,1
A14,A33,A61,A122,A152,1
A12,A32,A65,A121,A152,1
A14,A33,A61,A121,A152,1
A12,A34,A61,A123,A152,2
A12,A32,A65,A123,A152,1
A14,A32,A64,A121,A152,1
A11,A31,A61,A122,A151,2
A12,A30,A61,A122,A152,2
A14,A32,A62,A121,A152,1
A11,A32,A61,A124,A152,2
A11,A32,A62,A122,A152,2
A11,A32,A61,A122,A151,2
A14,A34,A61,A124,A152,1
A14,A33,A63,A123,A152,1
A11,A32,A61,A122,A151,2
A12,A32,A61,A122,A151,1
A11,A31,A61,A122,A152,2
A11,A31,A61,A123,A152,2
A11,A34,A61,A122,A151,1
A11,A32,A61,A124,A153,2
A14,A32,A65,A123,A152,1
A11,A33,A61,A121,A152,1
A11,A32,A61,A122,A152,1
A12,A32,A61,A123,A152,2
A14,A34,A61,A121,A152,1
A14,A34,A63,A122,A152,1
A11,A32,A61,A123,A152,1
A12,A33,A62,A124,A152,2
A13,A32,A61,A121,A152,2
A12,A32,A61,A123,A151,1
A12,A32,A61,A124,A153,2
A14,A34,A65,A122,A152,1
A14,A32,A65,A122,A152,1
A14,A32,A61,A121,A152,1
A14,A32,A65,A123,A152,1
A14,A34,A61,A121,A152,1
A11,A32,A61,A122,A151,1
A12,A30,A63,A123,A152,1
A11,A31,A63,A124,A153,2
A14,A32,A65,A124,A152,1
A14,A32,A61,A122,A152,2
A14,A32,A62,A123,A152,2
A12,A34,A61,A123,A152,1
A11,A33,A61,A123,A152,2
A12,A32,A63,A123,A151,2
A14,A32,A61,A123,A152,2
A11,A32,A61,A122,A152,1
A11,A34,A64,A122,A151,1
A13,A34,A65,A122,A152,1
A12,A34,A61,A121,A152,1
A11,A32,A61,A123,A152,2
A12,A32,A62,A124,A153,1
A14,A34,A61,A121,A151,1
A12,A33,A61,A122,A152,1
A14,A32,A65,A124,A152,1
A14,A32,A63,A123,A152,2
A12,A32,A61,A122,A152,1
A12,A32,A65,A123,A152,1
A12,A34,A63,A122,A152,2
A14,A32,A61,A123,A151,1
A14,A32,A65,A122,A151,1
A11,A34,A61,A121,A152,1
A12,A32,A62,A121,A152,1
A14,A32,A61,A122,A152,1
A11,A31,A61,A124,A151,2
A11,A32,A61,A124,A151,2
A14,A34,A61,A123,A152,1
A13,A32,A63,A123,A152,1
A12,A32,A61,A121,A152,1
A12,A33,A65,A122,A152,1
A14,A33,A61,A123,A152,2
A12,A31,A62,A122,A151,2
A12,A34,A61,A122,A152,2
A14,A32,A61,A123,A151,2
A13,A32,A62,A123,A152,1
A11,A32,A61,A122,A152,2
A14,A34,A61,A122,A152,1
A11,A34,A61,A122,A151,1
A13,A30,A61,A122,A152,1
A14,A32,A62,A121,A152,1
A11,A32,A61,A124,A153,1
A12,A34,A61,A122,A152,1
A14,A34,A65,A122,A152,1
A14,A31,A62,A123,A152,1
A11,A32,A65,A123,A151,1
A11,A32,A61,A122,A152,1
A14,A32,A65,A123,A152,1
A14,A32,A61,A121,A152,1
A11,A32,A61,A122,A152,1
A14,A32,A61,A123,A152,1
A11,A32,A61,A124,A153,2
A12,A34,A62,A123,A152,1
