Fulfilment,Sales Channel ,ship-service-level,Qty,currency,ship-state,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNJAB,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTARAKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHHATTISGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTARAKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNJAB,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNJAB,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JHARKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GOA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,GOA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MEGHALAYA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,UTTARAKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JHARKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JHARKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTARAKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ASSAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTARAKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JHARKHAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MADHYA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ODISHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,BIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TRIPURA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,2,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KERALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,SIKKIM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,RAJASTHAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,CHANDIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,ANDHRA PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,UTTAR PRADESH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNJAB,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,PUNJAB,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,Gujarat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,JAMMU & KASHMIR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TAMIL NADU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,TELANGANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,MAHARASHTRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,HARYANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,WEST BENGAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,1,INR,KARNATAKA,IN,Easy Ship,False
