VENTMACH,VENTTUBE,ANAPHYLAXIS,LVFAILURE,INTUBATION,EXPCO2,PVSAT,PAP,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,False,LOW,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,LOW,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,True,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,NORMAL,HIGH,False,HIGH,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,ZERO,False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,True,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,ZERO,False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,HIGH
LOW,NORMAL,False,False,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,True,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,True,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,LOW,HIGH
NORMAL,HIGH,False,False,ESOPHAGEAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False,HIGH,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,HIGH,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,LOW,HIGH
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
ZERO,ZERO,False,True,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
NORMAL,HIGH,False,True,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
ZERO,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,True,False,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,LOW,False,ZERO,NORMAL
NORMAL,LOW,False,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,HIGH,False,False,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,LOW,False,True,ESOPHAGEAL,ZERO,LOW,NORMAL,LOW,LOW,LOW,False,LOW,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,HIGH
NORMAL,LOW,False,False,ONESIDED,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,LOW,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,False,ZERO,NORMAL
HIGH,HIGH,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH,NORMAL
