Attribute1,Attribute2,Attribute3,Attribute4,Attribute6,Attribute9,Attribute10,Attribute12,Attribute14,Attribute15,Attribute16,Attribute20,class
A14,30,A33,A49,A62,A93,A101,A122,A143,A152,2,A201,1
A14,18,A34,A43,A61,A92,A101,A123,A143,A152,2,A201,1
A14,18,A32,A43,A65,A92,A101,A121,A143,A151,1,A201,1
A12,18,A34,A42,A61,A93,A101,A122,A142,A152,2,A201,1
A12,15,A34,A49,A63,A93,A101,A123,A141,A152,1,A201,1
A14,9,A32,A49,A61,A92,A101,A123,A143,A152,2,A201,1
A14,18,A32,A40,A61,A94,A101,A122,A143,A152,1,A201,1
A12,12,A32,A42,A64,A92,A101,A121,A143,A151,1,A201,1
A11,36,A32,A40,A61,A93,A101,A124,A141,A153,1,A201,1
A11,6,A34,A43,A61,A92,A101,A123,A143,A152,1,A201,1
A14,9,A34,A42,A61,A93,A101,A123,A143,A152,1,A201,1
A12,39,A33,A46,A62,A93,A101,A124,A143,A151,1,A201,1
A11,12,A32,A42,A61,A92,A101,A124,A143,A153,1,A201,1
A11,36,A34,A42,A61,A94,A101,A122,A143,A152,2,A201,1
A12,12,A32,A40,A61,A91,A101,A121,A143,A151,2,A201,2
A14,24,A34,A43,A64,A92,A101,A121,A143,A152,2,A201,1
A14,18,A32,A43,A61,A94,A101,A121,A143,A152,1,A201,1
A12,18,A34,A49,A65,A94,A101,A121,A141,A152,2,A201,1
A14,24,A33,A49,A61,A93,A101,A123,A141,A152,2,A201,2
A14,14,A33,A40,A61,A93,A101,A123,A143,A152,2,A201,1
A12,18,A33,A40,A65,A93,A101,A123,A143,A152,1,A201,1
A12,24,A32,A43,A61,A94,A101,A122,A143,A152,1,A201,2
A14,24,A34,A41,A65,A93,A101,A123,A143,A152,2,A201,1
A11,15,A32,A43,A61,A94,A101,A121,A143,A152,1,A202,1
A14,24,A32,A43,A63,A91,A101,A123,A143,A152,1,A201,1
A13,12,A34,A40,A63,A94,A101,A121,A143,A152,3,A201,2
A12,24,A32,A43,A61,A92,A101,A123,A143,A152,1,A201,1
A14,33,A34,A41,A61,A93,A101,A123,A143,A152,2,A201,1
A14,12,A34,A49,A61,A93,A101,A123,A142,A152,2,A201,2
A14,10,A32,A40,A63,A93,A101,A124,A143,A151,1,A202,1
A11,24,A32,A40,A65,A92,A101,A122,A143,A152,1,A201,2
A14,36,A34,A41,A61,A93,A101,A122,A143,A152,2,A201,1
A11,12,A32,A40,A61,A93,A101,A121,A143,A152,1,A201,2
A11,18,A33,A46,A65,A92,A101,A123,A143,A151,2,A201,1
A14,21,A32,A40,A63,A92,A101,A123,A141,A152,1,A201,1
A12,18,A32,A40,A65,A92,A101,A122,A143,A152,1,A201,2
A14,15,A32,A40,A64,A92,A101,A123,A143,A151,1,A201,1
A12,12,A32,A41,A65,A93,A101,A123,A143,A152,1,A201,1
A12,12,A34,A40,A61,A93,A101,A121,A143,A152,2,A201,1
A14,21,A33,A42,A62,A93,A101,A121,A143,A152,2,A201,1
A12,12,A32,A42,A65,A92,A101,A122,A141,A152,1,A201,2
A12,18,A32,A41,A61,A94,A101,A123,A143,A151,1,A201,1
A14,28,A34,A43,A61,A93,A101,A123,A143,A152,2,A201,1
A14,18,A34,A43,A64,A93,A101,A121,A143,A152,2,A201,1
A14,9,A32,A42,A61,A93,A101,A123,A143,A152,1,A201,1
A11,18,A34,A45,A61,A92,A101,A124,A143,A153,3,A201,2
A14,5,A32,A49,A61,A93,A101,A121,A143,A152,1,A201,1
A12,24,A32,A410,A61,A93,A102,A123,A141,A152,2,A201,2
A11,6,A34,A42,A61,A93,A101,A124,A143,A153,3,A201,1
A14,24,A34,A45,A61,A91,A101,A121,A143,A152,2,A201,1
A11,9,A32,A42,A61,A93,A101,A121,A143,A152,1,A201,1
A12,12,A32,A43,A65,A94,A101,A121,A143,A152,1,A201,2
A14,6,A32,A45,A63,A94,A101,A121,A143,A151,1,A201,1
A14,24,A34,A40,A64,A92,A101,A121,A143,A152,2,A201,1
A11,42,A34,A45,A61,A93,A102,A123,A143,A152,2,A201,1
A13,12,A31,A49,A61,A92,A101,A121,A143,A152,1,A201,2
A14,12,A32,A40,A61,A93,A101,A123,A143,A152,1,A201,1
A11,12,A32,A42,A61,A92,A102,A122,A143,A152,1,A201,1
A12,20,A33,A410,A61,A93,A101,A123,A141,A152,2,A201,1
A14,12,A32,A46,A61,A93,A101,A123,A141,A152,1,A201,2
A12,48,A34,A42,A61,A92,A101,A123,A143,A152,1,A201,2
A14,9,A34,A46,A65,A92,A101,A122,A143,A151,2,A201,1
A11,36,A32,A40,A61,A92,A101,A123,A143,A152,1,A201,2
A12,7,A32,A43,A61,A93,A103,A121,A143,A152,1,A201,1
A13,12,A32,A42,A65,A92,A101,A121,A143,A152,1,A201,1
A12,15,A33,A45,A64,A94,A101,A122,A142,A152,2,A201,2
A14,36,A34,A41,A65,A93,A101,A123,A143,A152,1,A201,1
A14,6,A32,A43,A61,A92,A101,A121,A143,A152,1,A201,1
A14,12,A30,A42,A61,A93,A101,A122,A143,A152,2,A201,1
A14,24,A32,A41,A61,A93,A101,A123,A143,A152,1,A201,1
A11,24,A32,A40,A61,A93,A102,A122,A143,A152,1,A201,2
A14,24,A32,A41,A61,A92,A101,A124,A143,A152,1,A201,1
A11,11,A34,A40,A61,A93,A101,A121,A143,A151,2,A201,1
A11,12,A32,A41,A61,A93,A101,A124,A143,A153,1,A201,2
A11,6,A32,A44,A61,A92,A101,A121,A143,A152,1,A201,1
A14,18,A32,A43,A61,A93,A101,A123,A143,A152,1,A201,1
A11,36,A32,A42,A61,A93,A103,A122,A143,A152,1,A201,1
A11,15,A32,A40,A61,A93,A101,A121,A143,A152,1,A201,1
A12,12,A32,A42,A61,A92,A101,A121,A143,A151,1,A201,1
A12,12,A32,A48,A65,A93,A101,A122,A143,A152,2,A201,1
A14,18,A32,A49,A61,A93,A101,A123,A142,A152,2,A201,1
A11,24,A32,A41,A61,A93,A103,A124,A141,A152,1,A201,1
A11,24,A33,A43,A61,A92,A101,A123,A143,A151,1,A201,2
A14,48,A33,A43,A65,A93,A101,A123,A141,A152,2,A201,1
A14,33,A33,A49,A61,A92,A101,A123,A143,A152,2,A201,1
A14,24,A33,A41,A61,A93,A101,A123,A143,A152,2,A201,1
A12,24,A32,A43,A62,A94,A101,A123,A143,A151,1,A201,2
A11,6,A32,A46,A61,A92,A101,A122,A143,A152,1,A201,2
A11,9,A32,A40,A61,A93,A101,A123,A143,A152,1,A201,2
A14,6,A32,A48,A65,A93,A101,A122,A143,A152,1,A201,1
A12,18,A34,A43,A61,A94,A101,A123,A143,A152,1,A201,2
A11,18,A30,A42,A61,A92,A101,A122,A143,A151,1,A201,2
A14,39,A32,A41,A63,A93,A101,A123,A143,A152,1,A201,1
A13,24,A32,A43,A61,A93,A101,A123,A141,A152,1,A201,1
A12,12,A32,A49,A62,A93,A101,A121,A143,A152,1,A201,1
A11,15,A34,A42,A61,A93,A101,A123,A143,A152,2,A201,1
A12,12,A34,A43,A61,A92,A101,A121,A143,A152,1,A201,1
A12,24,A32,A40,A61,A93,A101,A122,A143,A152,1,A201,1
A11,30,A32,A42,A64,A92,A101,A122,A143,A151,2,A201,1
A14,15,A33,A42,A64,A92,A101,A122,A143,A152,2,A201,1
A14,12,A34,A40,A63,A93,A101,A121,A143,A152,1,A201,1
A12,6,A33,A40,A61,A93,A101,A122,A143,A152,1,A201,2
A14,12,A32,A43,A61,A93,A101,A123,A143,A152,1,A201,1
A14,24,A32,A40,A61,A92,A102,A124,A143,A153,1,A201,1
A14,10,A32,A40,A62,A93,A101,A121,A143,A151,1,A202,1
A14,6,A32,A40,A61,A93,A103,A122,A143,A151,1,A201,1
A14,12,A34,A43,A61,A93,A101,A124,A143,A152,2,A201,1
A12,27,A30,A49,A61,A92,A101,A124,A143,A153,2,A201,2
A14,6,A34,A43,A62,A92,A101,A122,A143,A152,2,A201,1
A12,6,A32,A43,A65,A93,A101,A122,A143,A152,1,A201,1
A11,12,A34,A40,A61,A93,A101,A121,A143,A151,2,A202,1
A11,24,A32,A42,A65,A94,A101,A123,A143,A152,1,A201,2
A12,36,A32,A42,A62,A93,A102,A124,A143,A151,1,A201,2
A14,24,A34,A42,A61,A93,A101,A122,A143,A152,2,A201,1
A12,18,A32,A43,A61,A94,A103,A121,A143,A152,1,A201,1
A13,6,A34,A40,A62,A91,A101,A123,A143,A152,2,A201,1
A11,24,A32,A40,A61,A92,A101,A122,A143,A152,1,A201,2
A11,36,A32,A41,A61,A93,A101,A124,A143,A153,1,A201,1
A13,9,A32,A43,A62,A91,A101,A121,A143,A152,1,A201,1
A12,24,A34,A43,A62,A93,A101,A124,A141,A152,2,A201,2
A11,24,A32,A40,A61,A92,A101,A122,A143,A151,1,A201,2
A14,10,A32,A40,A65,A93,A103,A122,A143,A152,1,A201,2
A13,15,A34,A41,A63,A93,A101,A123,A143,A152,1,A201,1
A12,15,A31,A40,A62,A93,A101,A122,A143,A152,1,A201,2
A14,24,A32,A43,A61,A94,A101,A122,A143,A152,1,A201,1
A14,39,A32,A41,A62,A93,A101,A123,A143,A152,1,A201,1
A11,12,A32,A40,A61,A93,A101,A121,A143,A152,1,A201,2
A14,36,A32,A41,A61,A93,A101,A124,A143,A153,1,A201,1
A13,15,A32,A49,A61,A93,A101,A122,A143,A151,1,A201,1
A12,12,A33,A43,A61,A94,A102,A121,A143,A151,2,A201,1
A14,24,A32,A40,A65,A93,A101,A122,A143,A152,1,A201,1
A11,6,A34,A40,A61,A92,A101,A122,A143,A152,2,A202,1
A11,6,A34,A40,A61,A93,A101,A121,A143,A152,1,A202,1
A14,36,A34,A42,A61,A92,A101,A122,A143,A151,2,A201,2
A11,6,A32,A40,A62,A93,A101,A122,A143,A152,1,A201,1
A14,6,A34,A43,A65,A93,A101,A124,A143,A153,2,A201,1
A14,24,A34,A45,A61,A93,A101,A124,A143,A153,2,A201,1
A11,18,A32,A43,A61,A92,A101,A121,A143,A152,1,A201,2
A11,48,A30,A42,A61,A93,A101,A124,A143,A153,2,A201,2
A14,24,A32,A41,A62,A92,A101,A123,A143,A152,1,A201,1
A12,18,A32,A43,A61,A92,A103,A121,A143,A152,1,A201,1
A12,26,A32,A41,A61,A93,A101,A123,A143,A152,2,A201,1
A14,15,A34,A46,A62,A92,A101,A123,A143,A152,1,A201,1
A14,4,A34,A43,A61,A93,A101,A121,A143,A152,2,A201,1
A11,36,A32,A43,A61,A91,A101,A123,A143,A151,1,A201,2
A11,6,A32,A40,A61,A93,A101,A121,A143,A152,1,A201,1
A12,36,A32,A46,A61,A93,A101,A123,A143,A152,2,A201,1
A12,15,A32,A40,A62,A92,A101,A123,A143,A151,2,A201,2
A14,12,A33,A41,A61,A94,A101,A121,A143,A151,1,A201,1
A14,24,A32,A43,A62,A94,A101,A122,A143,A152,1,A201,1
A14,24,A32,A43,A65,A93,A101,A123,A143,A152,2,A201,1
A13,21,A34,A46,A61,A91,A101,A123,A143,A151,1,A201,2
A11,6,A32,A40,A65,A92,A101,A122,A143,A152,1,A201,1
A12,18,A34,A42,A61,A92,A101,A122,A143,A152,1,A201,1
A11,48,A32,A40,A61,A93,A101,A124,A141,A153,1,A201,2
A13,18,A32,A42,A61,A92,A101,A122,A142,A152,1,A201,1
A12,12,A32,A43,A61,A94,A101,A121,A143,A151,1,A201,2
A14,24,A33,A40,A61,A93,A101,A124,A143,A153,2,A201,1
A11,30,A32,A42,A65,A93,A101,A122,A143,A152,1,A201,2
A13,18,A32,A42,A61,A93,A101,A121,A143,A152,1,A201,2
A14,12,A34,A40,A61,A93,A101,A121,A143,A152,2,A201,1
A11,24,A33,A40,A61,A93,A101,A121,A143,A153,2,A201,2
A14,24,A34,A40,A61,A92,A101,A123,A143,A152,1,A201,1
A14,24,A32,A43,A61,A93,A101,A123,A141,A152,1,A201,1
A11,12,A31,A43,A61,A92,A101,A121,A141,A152,1,A201,2
A14,48,A34,A41,A65,A93,A101,A124,A143,A153,2,A201,1
A14,12,A34,A45,A65,A92,A101,A121,A143,A152,2,A201,1
A14,6,A31,A43,A63,A93,A101,A122,A141,A152,1,A201,1
A11,48,A32,A43,A61,A94,A103,A121,A143,A152,2,A201,2
A12,12,A34,A40,A62,A93,A101,A123,A143,A152,1,A201,1
A12,9,A32,A46,A61,A92,A101,A122,A143,A152,2,A201,1
A12,12,A32,A43,A61,A93,A101,A123,A142,A152,1,A201,2
A12,18,A30,A40,A62,A92,A101,A123,A143,A152,2,A201,2
A14,21,A30,A40,A65,A92,A101,A122,A141,A152,2,A201,2
A11,24,A31,A42,A61,A93,A101,A123,A141,A152,1,A201,2
A12,18,A34,A42,A61,A93,A101,A121,A143,A152,2,A201,2
A11,24,A32,A41,A65,A93,A101,A124,A141,A153,1,A201,1
A11,24,A31,A43,A61,A93,A103,A123,A141,A151,1,A201,2
A13,6,A33,A43,A61,A92,A101,A122,A141,A152,1,A201,1
A12,36,A32,A40,A65,A93,A101,A124,A143,A153,1,A201,2
A12,24,A33,A49,A65,A93,A101,A122,A141,A152,2,A201,1
A12,24,A33,A43,A62,A92,A101,A122,A143,A151,2,A201,1
A11,12,A32,A40,A61,A91,A101,A123,A143,A152,1,A201,2
A14,24,A34,A43,A64,A93,A101,A123,A143,A152,1,A201,1
A12,48,A32,A43,A65,A93,A101,A123,A143,A152,2,A201,1
A11,48,A32,A43,A61,A92,A101,A123,A143,A152,1,A201,2
A11,24,A32,A42,A61,A92,A101,A121,A143,A151,1,A201,2
A14,30,A34,A43,A61,A93,A102,A123,A143,A152,1,A201,1
A14,24,A32,A41,A65,A92,A101,A122,A143,A151,1,A201,1
A11,15,A32,A49,A61,A92,A101,A122,A143,A152,1,A201,1
A12,9,A32,A43,A61,A93,A101,A123,A143,A152,2,A201,1
A14,15,A34,A42,A61,A92,A102,A123,A141,A152,2,A201,1
A12,12,A32,A43,A61,A92,A101,A121,A143,A152,1,A201,1
A14,24,A34,A46,A65,A92,A101,A123,A143,A152,2,A201,1
A12,36,A34,A40,A61,A91,A101,A123,A143,A152,2,A201,2
A14,24,A32,A48,A61,A94,A101,A123,A143,A152,2,A201,1
A12,18,A34,A40,A61,A93,A103,A121,A141,A152,2,A201,2
A12,12,A34,A40,A61,A93,A101,A121,A141,A152,2,A201,1
A14,9,A32,A42,A61,A92,A101,A121,A143,A151,1,A201,1
A12,36,A32,A45,A61,A93,A101,A124,A143,A151,1,A201,2
A14,12,A32,A40,A65,A92,A101,A124,A143,A153,1,A201,1
A11,18,A32,A42,A61,A92,A101,A121,A141,A151,1,A201,2
A11,9,A34,A40,A61,A93,A101,A121,A143,A151,2,A201,1
A11,12,A32,A42,A61,A93,A103,A122,A143,A152,1,A201,1
A11,18,A32,A44,A61,A94,A101,A121,A143,A152,1,A201,2
A11,12,A34,A42,A61,A93,A101,A122,A143,A152,2,A201,2
A11,12,A34,A43,A61,A92,A101,A121,A143,A152,4,A201,1
A12,24,A33,A40,A65,A92,A101,A123,A143,A151,2,A201,1
A14,21,A32,A49,A64,A92,A101,A121,A141,A152,1,A201,1
A12,24,A32,A40,A61,A92,A101,A122,A143,A151,1,A201,2
A11,24,A31,A410,A65,A93,A101,A123,A142,A152,1,A201,2
A12,6,A31,A40,A62,A92,A101,A122,A142,A152,1,A201,2
A11,24,A32,A40,A61,A92,A101,A123,A143,A151,2,A201,2
A12,24,A30,A49,A61,A93,A101,A121,A143,A152,3,A201,2
A14,18,A34,A40,A61,A93,A101,A122,A141,A152,2,A201,2
A14,24,A33,A49,A61,A93,A101,A124,A143,A153,1,A201,1
A12,7,A32,A43,A61,A92,A103,A121,A143,A152,1,A201,1
A12,9,A32,A42,A61,A92,A101,A122,A143,A152,1,A201,2
A12,24,A31,A46,A61,A92,A101,A124,A141,A153,1,A201,2
A14,36,A32,A42,A61,A92,A101,A123,A143,A152,1,A201,2
A13,10,A32,A42,A61,A92,A101,A122,A143,A152,1,A201,1
A11,24,A31,A42,A63,A93,A101,A121,A142,A152,1,A201,1
A14,24,A34,A49,A61,A93,A101,A121,A143,A152,1,A201,1
A12,36,A32,A43,A62,A92,A102,A124,A143,A153,1,A201,2
A14,18,A32,A43,A61,A93,A101,A121,A143,A152,1,A201,1
A14,15,A32,A41,A65,A93,A101,A124,A141,A153,1,A201,1
A11,12,A32,A44,A62,A92,A101,A122,A143,A152,1,A201,2
A13,10,A32,A40,A62,A92,A101,A124,A143,A153,1,A201,2
A11,21,A32,A43,A64,A92,A101,A123,A141,A152,1,A201,1
A11,24,A31,A41,A61,A92,A103,A123,A141,A151,1,A202,1
A14,18,A33,A42,A61,A92,A101,A121,A143,A152,1,A201,2
A12,48,A30,A49,A65,A93,A101,A123,A141,A152,1,A201,1
A12,60,A33,A43,A65,A93,A101,A124,A143,A153,1,A201,1
A11,6,A34,A40,A61,A93,A101,A121,A143,A151,3,A201,1
A12,30,A32,A42,A62,A92,A102,A123,A143,A151,1,A201,2
A14,12,A32,A40,A61,A91,A101,A121,A143,A152,1,A201,1
A12,21,A34,A49,A61,A93,A101,A122,A143,A152,2,A201,1
A14,18,A34,A40,A61,A93,A101,A122,A141,A152,2,A201,2
A14,48,A32,A49,A65,A91,A101,A121,A141,A152,1,A201,2
A11,12,A32,A42,A61,A92,A101,A123,A143,A151,1,A201,1
A11,18,A32,A43,A61,A93,A101,A124,A143,A153,2,A201,2
A14,15,A32,A43,A65,A93,A101,A123,A143,A152,1,A201,1
A13,6,A32,A42,A61,A93,A101,A121,A143,A152,1,A201,1
A12,9,A31,A40,A62,A93,A101,A124,A143,A152,1,A201,2
A14,42,A34,A42,A63,A93,A101,A121,A143,A152,2,A201,1
A14,9,A32,A46,A65,A93,A101,A121,A143,A152,1,A201,1
A11,24,A32,A43,A61,A92,A101,A123,A143,A152,1,A201,1
A11,18,A31,A42,A61,A93,A101,A123,A141,A152,1,A201,2
A12,15,A32,A43,A65,A93,A101,A122,A143,A152,1,A201,1
A14,9,A32,A42,A61,A92,A102,A123,A143,A151,2,A201,2
A12,24,A32,A40,A61,A92,A101,A123,A143,A152,1,A201,2
A14,12,A32,A46,A61,A93,A101,A122,A141,A152,3,A201,1
A14,24,A32,A43,A63,A92,A101,A123,A143,A152,1,A201,1
A14,60,A33,A43,A61,A93,A101,A123,A143,A152,2,A201,1
A14,12,A32,A43,A61,A92,A101,A123,A143,A152,1,A201,1
A11,42,A33,A43,A61,A93,A101,A122,A141,A152,2,A201,2
A11,18,A32,A46,A61,A92,A101,A121,A143,A152,1,A201,2
A12,15,A32,A45,A61,A93,A101,A123,A143,A152,2,A201,1
A14,15,A32,A46,A62,A93,A101,A122,A143,A152,1,A201,2
A14,24,A34,A43,A61,A94,A103,A123,A143,A152,2,A201,1
A11,18,A34,A43,A61,A94,A101,A122,A143,A152,2,A201,1
A14,36,A33,A49,A65,A93,A101,A123,A143,A151,2,A201,2
A11,30,A30,A42,A61,A91,A103,A121,A143,A152,2,A201,1
A14,12,A32,A40,A63,A92,A101,A122,A143,A152,1,A201,2
A13,24,A32,A40,A61,A93,A101,A124,A141,A153,1,A201,2
A11,12,A32,A46,A61,A93,A101,A123,A143,A151,1,A201,2
A11,48,A32,A46,A61,A93,A101,A124,A143,A153,1,A201,1
A12,12,A32,A42,A61,A93,A101,A122,A143,A152,1,A201,2
A11,24,A32,A40,A61,A93,A102,A121,A143,A152,1,A201,2
A12,36,A33,A40,A62,A93,A101,A123,A143,A152,4,A201,2
A14,24,A34,A41,A61,A93,A101,A123,A143,A152,2,A201,1
A11,14,A32,A40,A61,A93,A101,A124,A143,A153,1,A201,1
A12,12,A32,A40,A61,A93,A101,A123,A141,A152,1,A201,2
A14,48,A32,A43,A65,A93,A101,A123,A142,A152,1,A201,1
A12,30,A30,A49,A61,A92,A101,A123,A143,A152,2,A201,1
A12,18,A34,A42,A61,A93,A101,A124,A143,A152,1,A201,1
A13,12,A32,A43,A61,A94,A101,A121,A143,A151,1,A201,1
A11,12,A32,A40,A65,A94,A101,A123,A143,A152,1,A201,2
A14,21,A32,A42,A61,A93,A101,A121,A143,A152,2,A201,1
A12,6,A33,A42,A61,A93,A101,A122,A142,A152,2,A201,1
A13,6,A34,A46,A61,A92,A101,A122,A143,A152,1,A201,1
A14,24,A34,A410,A61,A93,A102,A124,A141,A152,2,A201,1
A12,30,A31,A42,A64,A93,A101,A123,A142,A152,1,A201,1
A14,48,A31,A49,A61,A92,A101,A121,A142,A152,1,A201,1
A11,12,A34,A40,A61,A93,A102,A122,A143,A151,2,A201,2
A13,30,A34,A43,A61,A93,A101,A122,A143,A152,1,A201,1
A14,24,A34,A49,A62,A93,A101,A122,A143,A152,2,A201,1
A14,36,A32,A49,A62,A93,A101,A123,A143,A152,2,A201,1
A14,60,A32,A40,A61,A93,A101,A122,A143,A152,1,A201,1
A14,6,A34,A40,A63,A94,A101,A123,A143,A152,1,A201,1
A14,21,A33,A49,A63,A93,A101,A121,A141,A152,1,A201,2
A14,30,A34,A43,A61,A92,A101,A123,A143,A151,1,A201,1
A14,24,A34,A42,A61,A93,A101,A123,A143,A152,1,A201,1
A12,72,A32,A43,A62,A94,A101,A123,A143,A152,1,A201,2
A11,24,A32,A43,A61,A93,A101,A121,A141,A151,1,A201,1
A14,18,A32,A43,A61,A92,A101,A121,A143,A152,1,A201,1
A14,6,A32,A46,A61,A92,A101,A124,A143,A152,1,A201,1
A14,12,A32,A43,A65,A93,A101,A124,A143,A153,1,A201,1
A14,15,A33,A43,A61,A94,A101,A121,A141,A152,2,A201,1
A14,24,A34,A43,A61,A94,A101,A124,A143,A153,3,A201,1
A12,36,A33,A49,A62,A93,A101,A122,A143,A152,2,A201,1
A14,60,A32,A40,A65,A93,A101,A124,A143,A153,1,A201,1
A13,10,A34,A43,A65,A93,A101,A122,A143,A152,2,A201,1
A12,36,A33,A40,A62,A93,A101,A124,A143,A153,1,A201,1
A14,9,A32,A43,A62,A93,A102,A123,A143,A152,1,A201,1
A11,12,A32,A40,A64,A93,A101,A122,A143,A152,1,A201,1
A11,15,A34,A42,A61,A91,A101,A122,A143,A152,2,A201,1
A12,15,A32,A45,A62,A92,A101,A121,A143,A152,1,A201,1
A12,24,A32,A43,A62,A93,A101,A123,A143,A152,1,A201,1
A11,6,A34,A40,A65,A93,A101,A121,A143,A152,2,A201,1
A14,24,A32,A43,A61,A93,A101,A123,A143,A152,1,A201,1
A14,6,A32,A41,A63,A93,A101,A122,A143,A151,1,A201,1
A12,12,A32,A43,A61,A93,A103,A121,A143,A152,2,A202,1
A14,12,A34,A40,A61,A92,A101,A122,A143,A152,1,A201,1
A14,18,A34,A43,A61,A93,A101,A123,A143,A152,2,A201,1
A13,15,A32,A46,A61,A93,A101,A123,A143,A151,1,A201,1
A14,12,A32,A42,A63,A92,A101,A123,A143,A151,1,A201,2
A11,48,A34,A41,A61,A93,A101,A124,A143,A153,2,A201,2
A13,24,A32,A43,A62,A92,A101,A124,A143,A153,1,A201,1
A12,30,A33,A49,A62,A93,A101,A122,A142,A152,2,A201,1
A12,27,A32,A49,A61,A92,A101,A122,A143,A152,1,A201,1
A14,15,A32,A40,A63,A92,A101,A124,A143,A153,1,A201,1
A12,48,A32,A40,A62,A93,A101,A122,A143,A152,1,A201,2
A12,12,A30,A42,A61,A92,A101,A122,A143,A151,2,A201,2
A12,9,A32,A43,A61,A92,A101,A121,A143,A152,1,A201,1
A12,9,A32,A43,A61,A93,A101,A121,A143,A152,1,A201,1
A14,18,A34,A43,A63,A93,A101,A122,A141,A152,2,A201,1
A11,6,A31,A46,A61,A92,A101,A124,A143,A153,1,A201,2
A14,21,A32,A41,A65,A93,A101,A121,A143,A152,1,A201,1
A11,9,A34,A43,A61,A93,A101,A121,A143,A152,2,A201,1
A12,60,A32,A40,A61,A93,A101,A124,A143,A152,1,A201,2
A14,30,A34,A41,A65,A93,A101,A123,A143,A152,2,A201,1
A14,30,A34,A43,A65,A93,A101,A123,A143,A152,2,A201,1
A14,18,A32,A43,A61,A93,A101,A124,A143,A153,1,A201,1
A13,24,A34,A43,A65,A93,A101,A123,A143,A152,2,A201,1
A12,20,A30,A41,A62,A94,A101,A123,A141,A152,2,A201,1
A13,9,A30,A43,A61,A93,A101,A123,A143,A152,2,A201,2
A12,6,A31,A46,A64,A92,A101,A122,A141,A151,1,A201,2
A11,12,A32,A40,A61,A92,A101,A121,A143,A152,1,A201,2
A12,9,A32,A43,A63,A92,A101,A121,A143,A152,1,A201,1
A14,27,A32,A40,A61,A92,A101,A121,A143,A151,1,A201,2
A14,6,A34,A40,A64,A92,A101,A121,A141,A152,2,A201,1
A14,15,A34,A43,A63,A94,A101,A122,A143,A152,2,A201,1
A11,18,A32,A43,A61,A92,A101,A123,A141,A151,2,A201,2
A12,48,A31,A49,A61,A92,A101,A124,A143,A151,1,A201,2
A13,24,A34,A49,A64,A91,A101,A121,A143,A152,2,A201,1
A12,24,A33,A43,A61,A93,A101,A123,A143,A152,1,A201,1
A11,24,A32,A43,A61,A93,A101,A121,A143,A151,1,A201,2
A12,8,A32,A43,A61,A92,A103,A121,A143,A152,1,A201,1
A14,24,A32,A41,A64,A92,A101,A123,A143,A151,1,A201,1
A14,4,A34,A40,A61,A92,A101,A121,A143,A152,1,A201,1
A12,36,A31,A44,A65,A92,A101,A124,A141,A152,1,A201,1
A12,24,A32,A41,A61,A92,A101,A123,A143,A151,2,A201,2
A11,18,A32,A40,A62,A93,A101,A123,A143,A152,1,A201,1
A14,6,A34,A40,A61,A93,A101,A124,A143,A152,2,A201,1
A12,30,A30,A49,A62,A92,A101,A123,A143,A151,2,A201,2
A11,24,A31,A40,A62,A93,A101,A123,A141,A152,1,A201,1
A12,10,A31,A43,A61,A93,A101,A121,A142,A152,1,A201,1
A14,21,A32,A43,A65,A93,A101,A122,A143,A152,1,A201,1
A11,24,A31,A42,A63,A93,A101,A121,A142,A152,1,A201,1
A11,39,A34,A42,A65,A93,A101,A122,A143,A152,2,A201,1
A11,13,A34,A49,A61,A93,A101,A122,A141,A152,2,A201,1
A11,15,A32,A40,A61,A92,A101,A123,A143,A151,1,A201,1
A11,12,A32,A40,A61,A92,A101,A121,A143,A152,1,A201,2
A14,21,A32,A41,A65,A93,A101,A123,A143,A152,1,A201,1
A14,15,A32,A41,A61,A93,A101,A123,A143,A152,1,A201,1
A11,6,A32,A42,A61,A92,A101,A122,A141,A152,1,A201,1
A11,18,A32,A40,A61,A92,A101,A123,A143,A152,1,A201,2
A12,12,A32,A49,A62,A92,A101,A121,A143,A151,1,A201,1
A14,30,A34,A43,A61,A92,A101,A123,A143,A152,2,A201,1
A14,12,A33,A45,A64,A93,A101,A124,A143,A153,2,A201,2
A11,24,A32,A40,A65,A92,A101,A124,A143,A151,1,A201,2
A13,6,A34,A40,A61,A93,A101,A121,A143,A152,3,A202,1
A13,15,A34,A43,A65,A93,A101,A124,A143,A153,2,A201,2
A14,24,A32,A40,A61,A93,A103,A121,A143,A152,1,A201,1
A11,12,A34,A40,A61,A93,A101,A122,A143,A152,2,A201,2
A14,15,A34,A40,A65,A92,A101,A123,A143,A152,1,A201,1
A11,18,A34,A42,A61,A92,A101,A121,A143,A151,2,A201,2
A11,12,A32,A43,A61,A93,A101,A122,A143,A152,1,A201,1
A14,21,A34,A40,A65,A93,A101,A124,A143,A153,1,A201,2
A14,24,A34,A40,A62,A94,A101,A122,A143,A152,2,A201,1
A12,12,A32,A43,A61,A94,A103,A121,A141,A152,2,A201,1
A11,30,A32,A42,A61,A91,A101,A122,A143,A152,1,A201,2
A14,10,A32,A41,A65,A92,A101,A121,A143,A151,1,A201,1
A12,12,A34,A42,A61,A93,A101,A123,A143,A151,3,A201,1
A14,12,A34,A43,A61,A93,A101,A121,A143,A152,2,A201,1
