Attribute7,Attribute8,Attribute10,Attribute11,Attribute12,Attribute18,Attribute19,Attribute20,class
A72,4,A101,2,A122,1,A191,A201,1
A73,4,A101,4,A121,1,A192,A201,1
A73,3,A101,2,A121,1,A192,A201,1
A73,4,A102,4,A124,1,A191,A201,2
A72,4,A101,1,A121,1,A191,A201,1
A75,4,A101,4,A124,2,A191,A201,1
A71,4,A101,3,A122,1,A191,A201,2
A75,1,A101,4,A124,2,A191,A201,2
A72,4,A101,2,A123,1,A191,A201,1
A73,1,A103,4,A123,1,A191,A202,1
A74,4,A101,1,A121,1,A191,A201,2
A73,2,A101,2,A123,1,A192,A201,1
A73,2,A101,2,A124,1,A191,A201,1
A73,1,A101,3,A121,2,A191,A201,1
A73,2,A102,4,A123,1,A191,A201,2
A73,4,A101,2,A121,1,A191,A201,1
A74,2,A101,3,A122,1,A191,A201,1
A73,3,A101,2,A122,1,A191,A201,2
A73,4,A101,2,A121,1,A191,A201,2
A72,4,A101,1,A123,1,A191,A201,1
A73,4,A101,4,A124,1,A191,A201,2
A75,4,A101,2,A123,1,A191,A201,1
A73,2,A101,2,A121,1,A192,A201,1
A74,2,A101,3,A124,1,A191,A201,2
A73,4,A101,4,A121,1,A192,A201,1
A75,1,A101,4,A121,1,A191,A201,1
A73,2,A101,4,A123,1,A191,A201,1
A73,4,A101,3,A123,1,A191,A201,2
A72,4,A101,1,A122,1,A191,A201,1
A72,2,A102,2,A123,1,A191,A201,2
A72,3,A101,4,A123,1,A192,A201,2
A75,4,A101,4,A122,2,A192,A201,1
A74,4,A101,1,A123,1,A191,A201,1
A74,2,A101,4,A123,1,A192,A201,1
A72,4,A101,3,A123,2,A191,A201,1
A74,3,A101,2,A122,2,A192,A201,2
A71,4,A101,1,A121,1,A191,A201,2
A75,4,A101,4,A123,1,A191,A201,1
A73,3,A101,2,A122,1,A192,A201,2
A74,4,A103,2,A123,1,A192,A201,1
A74,4,A101,1,A122,1,A192,A201,1
A72,4,A101,4,A123,1,A192,A201,2
A73,2,A103,2,A121,1,A191,A201,1
A73,2,A101,2,A122,1,A191,A201,2
A74,4,A101,3,A124,2,A191,A201,2
A73,4,A101,4,A123,2,A191,A201,2
A74,4,A101,1,A124,1,A192,A201,1
A73,4,A101,2,A122,1,A191,A201,2
A75,4,A102,1,A121,1,A191,A201,2
A75,2,A101,4,A123,1,A192,A201,2
A74,4,A101,3,A123,1,A192,A201,1
A71,1,A101,4,A124,1,A191,A201,1
A75,4,A101,4,A123,2,A191,A201,2
A74,4,A101,3,A123,1,A192,A201,1
A73,2,A101,1,A123,1,A191,A201,1
A75,2,A101,1,A124,1,A192,A201,1
A73,3,A101,4,A121,1,A191,A201,1
A73,4,A101,2,A123,1,A191,A201,2
A75,4,A101,2,A121,1,A191,A201,1
A71,4,A101,1,A122,1,A192,A201,1
A73,2,A101,4,A122,1,A191,A201,1
A71,4,A102,2,A124,1,A192,A201,1
A73,4,A101,2,A123,2,A192,A201,1
A73,1,A101,1,A121,1,A191,A201,1
A75,3,A102,4,A122,1,A192,A201,2
A75,4,A101,4,A122,1,A191,A201,1
A73,3,A101,3,A122,1,A192,A201,1
A74,2,A101,2,A123,1,A192,A201,1
A75,2,A101,4,A122,1,A192,A201,1
A73,1,A101,2,A123,1,A191,A201,1
A72,4,A101,2,A121,2,A191,A201,2
A74,4,A101,4,A123,1,A192,A201,1
A75,4,A101,4,A123,1,A192,A201,1
A73,2,A101,2,A123,1,A191,A201,2
A75,4,A101,4,A121,1,A191,A201,1
A72,3,A101,1,A121,1,A191,A201,1
A72,1,A101,2,A124,1,A191,A201,1
A73,4,A101,4,A124,1,A192,A201,1
A73,4,A101,3,A121,1,A191,A201,1
A72,3,A101,3,A124,1,A192,A201,1
A74,1,A101,3,A122,2,A192,A201,1
A73,4,A101,4,A124,2,A192,A201,1
A74,4,A101,2,A122,1,A192,A201,1
A75,4,A101,3,A124,1,A191,A201,1
A75,3,A102,4,A123,1,A192,A201,1
A73,1,A101,3,A122,2,A191,A201,1
A73,2,A101,3,A122,1,A191,A201,1
A73,3,A101,2,A121,1,A191,A201,1
A72,2,A101,1,A123,1,A191,A201,1
A72,1,A101,3,A121,2,A191,A201,1
A74,4,A101,2,A123,1,A192,A201,1
A73,2,A101,4,A122,1,A191,A201,1
A74,4,A103,3,A121,1,A191,A202,1
A71,1,A101,2,A122,1,A191,A201,1
A73,4,A101,2,A123,1,A191,A201,1
A75,4,A101,4,A123,1,A192,A201,1
A73,4,A101,4,A123,1,A191,A201,2
A75,4,A101,4,A124,1,A192,A201,2
A75,4,A101,2,A124,1,A192,A201,1
A75,4,A101,2,A122,1,A191,A201,1
A72,4,A101,1,A122,2,A192,A201,1
A75,1,A101,4,A124,1,A191,A201,1
A74,3,A101,2,A122,1,A191,A201,2
A72,4,A101,3,A122,1,A191,A201,2
A75,4,A101,4,A121,1,A191,A201,1
A73,2,A101,2,A121,2,A191,A201,1
A75,4,A101,3,A122,1,A192,A201,1
A75,4,A101,4,A124,1,A191,A201,2
A75,4,A101,4,A121,1,A192,A201,1
A73,4,A101,4,A121,1,A191,A201,1
A74,4,A101,2,A124,1,A192,A201,2
A75,1,A101,4,A123,1,A191,A201,1
A75,3,A101,2,A123,2,A192,A201,1
A73,4,A101,2,A124,1,A192,A201,1
A73,3,A101,2,A123,1,A192,A201,1
A75,3,A101,4,A123,1,A192,A201,1
A72,4,A101,2,A123,1,A192,A201,2
A72,4,A101,2,A122,2,A191,A201,2
A73,4,A101,2,A121,1,A191,A201,2
A73,4,A101,3,A121,1,A191,A201,1
A73,3,A101,3,A121,1,A191,A201,2
A73,2,A101,2,A121,1,A191,A201,1
A73,2,A101,2,A122,1,A191,A201,1
A73,4,A101,4,A123,1,A191,A201,2
A75,4,A101,3,A124,1,A191,A201,2
A73,2,A101,4,A121,1,A192,A201,1
A72,1,A101,2,A123,1,A191,A201,1
A73,2,A101,4,A121,2,A191,A201,2
A74,4,A103,2,A121,1,A191,A201,1
A73,2,A101,4,A123,1,A192,A201,1
A74,1,A101,1,A121,2,A191,A201,1
A72,3,A101,2,A124,1,A191,A201,1
A73,1,A101,4,A123,1,A191,A201,2
A73,3,A101,4,A123,2,A192,A201,1
A74,1,A101,3,A124,2,A192,A201,1
A73,4,A101,4,A123,1,A191,A201,2
A74,2,A101,3,A123,1,A191,A201,1
A73,4,A101,4,A121,1,A191,A201,1
A75,4,A101,3,A122,1,A192,A201,1
A73,4,A101,4,A121,1,A192,A201,1
A74,4,A101,4,A122,1,A192,A201,1
A72,3,A101,1,A122,1,A191,A201,1
A71,1,A101,4,A123,1,A191,A201,1
A72,3,A101,1,A121,1,A191,A201,2
A73,1,A101,3,A123,1,A191,A201,1
A74,2,A101,2,A123,1,A191,A201,1
A75,2,A101,1,A122,1,A192,A201,1
A72,1,A101,2,A123,1,A191,A201,2
A74,2,A101,4,A121,1,A191,A201,1
A74,4,A101,2,A123,1,A191,A201,1
A75,4,A101,4,A124,2,A191,A201,2
A74,4,A101,4,A124,1,A191,A201,2
A73,1,A101,1,A121,2,A191,A202,1
A73,3,A101,4,A124,1,A192,A201,2
A73,2,A103,2,A121,1,A192,A201,1
A75,4,A101,3,A122,1,A191,A201,2
A75,1,A101,4,A123,1,A192,A201,1
A73,4,A101,4,A121,1,A191,A201,2
A73,4,A101,3,A122,1,A191,A201,1
A75,4,A101,4,A124,1,A192,A201,2
A74,4,A101,3,A122,1,A192,A201,1
A75,3,A103,3,A121,1,A191,A201,1
A72,2,A101,4,A122,1,A191,A201,2
A72,1,A101,4,A121,1,A191,A201,1
A75,1,A101,4,A123,1,A192,A201,1
A75,2,A101,4,A121,1,A192,A201,1
A75,2,A101,4,A121,1,A191,A201,1
A73,3,A101,2,A124,1,A192,A201,2
A75,1,A101,4,A123,1,A192,A201,1
A75,4,A101,4,A122,1,A191,A201,1
A71,2,A101,4,A124,1,A191,A201,1
A73,4,A101,4,A121,1,A191,A201,2
A74,4,A101,4,A123,1,A192,A201,1
A74,4,A103,1,A121,1,A191,A201,1
A75,4,A101,2,A123,1,A192,A201,1
A71,2,A101,4,A123,1,A192,A201,1
A74,2,A103,2,A121,1,A191,A201,2
A75,4,A101,4,A121,1,A192,A201,1
A73,2,A101,2,A121,1,A192,A201,1
A72,4,A101,2,A122,1,A191,A201,2
A71,1,A101,4,A121,1,A192,A201,1
A73,4,A101,2,A122,1,A192,A201,1
A75,3,A101,4,A123,1,A191,A201,1
A75,4,A101,3,A123,2,A192,A201,1
A75,4,A101,4,A124,1,A191,A201,2
A73,4,A101,3,A124,1,A192,A201,2
A75,2,A101,4,A122,2,A191,A201,2
A75,3,A101,4,A123,2,A192,A201,1
A73,1,A101,2,A122,1,A191,A201,1
A75,3,A101,4,A124,1,A191,A201,1
A75,4,A101,3,A124,1,A192,A201,1
A72,2,A101,4,A122,1,A191,A201,1
A75,1,A101,4,A122,2,A192,A201,2
A72,2,A101,4,A122,1,A191,A201,1
A75,4,A101,4,A123,1,A192,A201,1
A72,4,A101,2,A121,1,A191,A201,1
A75,4,A101,4,A124,2,A191,A201,1
A75,3,A103,4,A121,1,A192,A201,1
A75,1,A101,4,A122,1,A191,A201,1
A75,4,A101,4,A123,1,A191,A201,1
A71,1,A101,2,A121,1,A191,A201,1
A74,2,A101,1,A123,1,A192,A201,2
A72,3,A101,3,A121,1,A191,A202,1
A75,4,A101,4,A121,1,A191,A201,1
A71,1,A101,2,A124,1,A192,A201,1
A72,2,A101,1,A121,1,A191,A201,2
A72,3,A101,2,A121,1,A192,A201,1
A74,3,A103,3,A121,1,A191,A201,1
A74,4,A101,4,A123,1,A192,A201,2
A73,3,A101,4,A123,1,A191,A201,2
A74,4,A101,4,A124,2,A191,A201,2
A73,2,A101,2,A122,1,A191,A201,1
A73,1,A101,4,A121,1,A191,A201,1
A74,1,A101,2,A123,1,A192,A201,1
A71,2,A102,3,A123,1,A191,A201,1
A73,4,A101,3,A121,1,A191,A201,2
A73,3,A101,2,A121,1,A192,A201,1
A73,3,A101,1,A123,1,A191,A201,1
A75,2,A101,2,A122,2,A191,A201,2
A75,4,A101,4,A121,1,A191,A201,1
A72,3,A101,2,A123,1,A192,A201,1
A75,4,A101,3,A123,1,A192,A201,1
A75,1,A101,4,A121,1,A192,A201,2
A73,2,A101,2,A123,2,A191,A201,2
A75,3,A101,4,A124,1,A191,A201,2
A73,4,A101,4,A124,2,A192,A201,1
A73,4,A101,2,A123,2,A192,A201,1
A72,4,A101,3,A123,1,A192,A201,2
A75,2,A101,4,A123,1,A191,A201,2
A75,2,A101,4,A123,1,A192,A201,1
A72,2,A101,3,A121,1,A191,A201,2
A73,4,A101,4,A123,1,A191,A201,2
A73,4,A101,2,A123,1,A191,A201,1
A72,1,A101,3,A121,2,A191,A201,1
A75,4,A101,4,A122,1,A192,A201,1
A75,4,A102,3,A121,1,A191,A201,1
A74,4,A101,2,A122,1,A191,A201,2
A73,3,A101,2,A121,1,A191,A201,1
A72,4,A101,4,A121,1,A191,A201,2
A74,4,A101,4,A123,1,A192,A201,1
A75,4,A101,4,A122,2,A192,A201,1
A74,2,A101,3,A123,1,A192,A201,1
A73,2,A101,4,A123,1,A191,A201,2
A72,4,A101,2,A121,1,A191,A201,1
A74,3,A101,4,A121,1,A191,A201,1
A75,4,A101,4,A121,1,A191,A201,2
A73,4,A103,2,A122,1,A191,A202,2
A74,3,A101,4,A122,1,A192,A201,1
A73,4,A101,4,A124,1,A192,A201,1
A74,4,A101,4,A124,2,A191,A201,2
A75,2,A101,2,A123,2,A192,A201,1
A72,4,A101,3,A121,1,A192,A201,1
A74,4,A101,3,A122,1,A192,A201,1
A73,4,A101,2,A124,1,A192,A201,1
A73,3,A101,2,A122,1,A192,A201,2
A73,1,A103,2,A121,2,A191,A202,1
A73,4,A101,2,A121,1,A191,A201,1
A73,4,A101,2,A123,1,A192,A201,2
A72,4,A101,4,A121,1,A192,A201,2
A72,4,A101,2,A121,2,A192,A201,1
A73,2,A101,2,A121,1,A191,A201,2
A73,2,A101,4,A123,1,A191,A201,1
A72,4,A101,1,A123,1,A191,A201,1
A75,2,A101,4,A122,1,A191,A201,1
A75,3,A101,2,A122,1,A191,A201,1
A75,4,A101,4,A122,1,A191,A201,1
A74,2,A101,4,A123,1,A192,A201,1
A75,1,A101,4,A121,2,A191,A202,1
A74,4,A101,1,A121,1,A192,A201,1
A72,4,A101,1,A121,1,A191,A201,1
A73,2,A102,2,A122,2,A191,A201,1
A73,4,A101,4,A123,1,A191,A201,1
A72,3,A102,4,A124,1,A192,A201,1
A75,4,A101,2,A123,1,A191,A201,1
A72,3,A101,2,A124,1,A192,A201,2
A74,2,A101,3,A122,1,A191,A201,1
A74,3,A101,3,A123,1,A192,A201,1
A73,2,A101,4,A124,1,A192,A201,1
A75,4,A101,4,A121,1,A191,A201,1
A71,4,A101,4,A123,1,A191,A201,1
A74,3,A101,3,A123,1,A192,A201,2
A72,4,A101,4,A122,1,A191,A201,2
A74,4,A101,3,A124,2,A192,A201,1
A73,2,A101,2,A123,1,A192,A201,2
A75,4,A101,4,A123,1,A192,A201,1
A72,3,A103,4,A121,2,A192,A201,1
A75,4,A101,4,A123,2,A192,A201,1
A75,4,A101,4,A123,1,A192,A201,1
A73,4,A101,4,A122,1,A191,A202,1
A73,3,A101,4,A123,1,A192,A201,1
A73,4,A101,3,A122,1,A192,A201,1
A74,3,A101,2,A123,2,A192,A201,1
A72,4,A101,4,A122,1,A192,A201,1
A74,3,A101,2,A122,1,A191,A202,1
A74,1,A101,4,A121,1,A191,A201,1
A73,2,A102,3,A123,1,A191,A201,2
A75,2,A103,4,A122,1,A192,A201,2
A72,2,A101,4,A121,1,A192,A201,1
A75,2,A101,4,A124,1,A191,A201,1
A73,4,A101,2,A121,1,A192,A201,1
A75,4,A101,1,A121,1,A192,A201,1
A73,2,A101,2,A121,2,A192,A201,1
A74,2,A102,2,A121,1,A191,A202,1
A73,2,A101,2,A123,1,A191,A201,1
A72,1,A101,2,A122,1,A191,A201,1
A73,1,A101,2,A121,1,A191,A201,1
A73,4,A101,4,A121,1,A191,A201,1
A72,2,A101,4,A123,1,A191,A201,2
A75,2,A101,4,A123,1,A191,A201,1
A75,1,A101,2,A121,1,A192,A201,1
A73,4,A101,2,A122,1,A192,A201,2
A73,1,A101,2,A122,1,A192,A202,2
A73,1,A102,2,A121,2,A191,A201,1
A75,1,A101,4,A124,1,A192,A201,2
A71,1,A101,1,A122,1,A191,A201,2
A75,4,A101,2,A122,1,A192,A201,2
A73,4,A101,2,A124,1,A191,A201,1
A74,4,A101,1,A123,1,A192,A201,1
A72,3,A101,4,A122,1,A191,A201,2
A74,3,A101,4,A122,2,A192,A201,1
A72,2,A101,1,A122,1,A192,A201,2
A72,4,A101,2,A123,1,A192,A201,2
A72,4,A101,4,A122,1,A191,A201,1
A74,4,A101,4,A124,2,A192,A201,2
A75,4,A101,4,A123,1,A192,A201,1
A73,4,A101,2,A121,2,A191,A201,1
A72,4,A102,1,A122,1,A191,A202,1
A72,4,A101,2,A123,1,A192,A201,2
A73,3,A101,1,A121,1,A191,A201,1
A75,4,A101,4,A122,2,A192,A201,1
A73,4,A101,1,A123,1,A191,A201,1
A72,4,A101,3,A124,1,A191,A201,2
A73,3,A101,2,A121,1,A191,A201,2
A72,4,A101,3,A123,1,A192,A201,1
A73,4,A101,4,A124,1,A191,A201,2
A73,2,A101,4,A122,2,A192,A201,1
A72,2,A101,3,A122,2,A192,A201,1
A73,3,A101,2,A121,2,A191,A202,1
A74,4,A101,2,A123,1,A192,A201,1
A74,2,A101,1,A121,2,A191,A201,1
A72,4,A103,1,A122,1,A191,A201,1
A72,1,A101,1,A123,1,A191,A201,1
A72,4,A101,4,A124,2,A192,A201,2
A71,4,A101,4,A124,1,A192,A201,1
A72,4,A102,1,A122,2,A191,A201,2
A75,2,A101,4,A123,1,A191,A201,2
A71,3,A101,3,A123,2,A192,A201,1
A74,2,A101,1,A123,1,A192,A201,2
A72,3,A101,4,A123,1,A191,A201,2
A71,4,A101,2,A123,1,A192,A201,2
A73,4,A103,4,A122,1,A192,A201,1
A75,4,A101,4,A122,1,A192,A201,1
A75,4,A101,4,A122,1,A191,A201,1
A75,2,A101,4,A121,1,A191,A201,1
A73,3,A101,2,A123,1,A191,A201,2
A75,4,A101,4,A124,1,A191,A201,1
A75,2,A101,2,A121,1,A191,A201,1
A73,1,A101,4,A122,1,A191,A201,1
A73,3,A101,2,A124,1,A191,A201,1
A75,3,A101,2,A123,1,A192,A201,2
A72,3,A101,1,A122,1,A191,A201,1
A73,4,A101,1,A123,1,A191,A201,1
A73,4,A101,2,A122,1,A191,A201,2
A75,4,A101,2,A123,1,A192,A201,1
A74,2,A101,4,A122,1,A192,A201,1
A73,1,A101,2,A121,2,A191,A201,1
A73,4,A103,2,A121,1,A191,A201,1
A73,1,A101,4,A122,2,A191,A201,1
A71,1,A102,4,A124,1,A191,A201,2
A75,4,A102,4,A124,1,A191,A201,2
A73,4,A101,2,A123,1,A192,A201,1
A73,3,A101,3,A123,1,A191,A201,1
A73,2,A103,3,A121,1,A191,A201,1
A75,4,A101,2,A122,1,A191,A201,1
A75,4,A101,4,A123,2,A191,A201,2
A73,2,A101,2,A122,1,A191,A201,2
A74,2,A101,2,A122,1,A191,A201,2
A71,3,A101,2,A123,1,A192,A201,2
A73,1,A101,1,A123,1,A192,A201,1
A73,2,A101,2,A122,2,A191,A201,2
A74,2,A101,2,A122,1,A191,A201,1
A73,4,A101,3,A122,1,A191,A201,1
A72,2,A101,1,A122,1,A191,A201,1
A71,2,A101,4,A121,1,A191,A201,1
A71,4,A101,2,A124,1,A192,A201,1
A75,4,A101,2,A122,1,A191,A201,1
A72,2,A101,1,A122,2,A191,A201,1
A75,4,A101,4,A123,2,A191,A201,1
A74,2,A101,4,A123,1,A191,A201,1
A71,4,A101,3,A122,1,A192,A201,1
A75,4,A101,3,A123,1,A192,A201,1
A74,3,A101,4,A121,1,A191,A201,1
A73,4,A101,4,A122,1,A192,A201,1
A75,4,A101,4,A123,1,A191,A201,1
A73,4,A101,4,A124,1,A192,A201,2
A71,3,A101,4,A123,1,A191,A201,1
