temp_3,temp_1,lai_0,lai_3,straaling_3,lai_1,lai_4,lai_2
13_0___14_9_C,___13_0_C,3_5___4_5,1_5___2_5,350___399_MJ_m2,3_5___4_5,0_0___0_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,___6_5,4_5___5_5,350___399_MJ_m2,___6_5,1_5___2_5,___6_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5,4_5___5_5,350___399_MJ_m2,5_5___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,1_5___2_5,350___399_MJ_m2,3_5___4_5,0_0___0_5,3_5___4_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,5_5___6_5
13_0___14_9_C,13_0___14_9_C,___6_5,3_5___4_5,300___349_MJ_m2,___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,0_5___1_5,300___349_MJ_m2,4_5___5_5,0_0___0_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,___6_5,4_5___5_5,300___349_MJ_m2,5_5___6_5,1_5___2_5,___6_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,1_5___2_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,___6_5,1_5___2_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,____17_0_C,4_5___5_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,____17_0_C,3_5___4_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,____17_0_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,___13_0_C,4_5___5_5,3_5___4_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,1_5___2_5,350___399_MJ_m2,4_5___5_5,0_0___0_5,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5,3_5___4_5,____400_MJ_m2,___6_5,0_5___1_5,___6_5
____17_0_C,15_0___16_9_C,4_5___5_5,0_0___0_5,300___349_MJ_m2,1_5___2_5,0_0___0_5,0_0___0_5
13_0___14_9_C,____17_0_C,3_5___4_5,0_5___1_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5,0_0___0_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
____17_0_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,350___399_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,___6_5,2_5___3_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,___13_0_C,5_5___6_5,0_0___0_5,___300_MJ_m2,0_0___0_5,0_0___0_5,0_0___0_5
15_0___16_9_C,___13_0_C,5_5___6_5,0_0___0_5,350___399_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
13_0___14_9_C,____17_0_C,___6_5,4_5___5_5,____400_MJ_m2,___6_5,1_5___2_5,___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,____400_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,1_5___2_5,___300_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5,0_5___1_5,300___349_MJ_m2,1_5___2_5,0_5___1_5,1_5___2_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,___13_0_C,4_5___5_5,2_5___3_5,___300_MJ_m2,5_5___6_5,0_0___0_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5,0_0___0_5,300___349_MJ_m2,0_0___0_5,0_0___0_5,0_0___0_5
15_0___16_9_C,13_0___14_9_C,___6_5,3_5___4_5,300___349_MJ_m2,___6_5,0_5___1_5,5_5___6_5
____17_0_C,15_0___16_9_C,5_5___6_5,1_5___2_5,350___399_MJ_m2,4_5___5_5,0_0___0_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,____400_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,___6_5,1_5___2_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,___6_5,3_5___4_5,350___399_MJ_m2,___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,3_5___4_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,0_5___1_5,300___349_MJ_m2,3_5___4_5,0_0___0_5,2_5___3_5
____17_0_C,13_0___14_9_C,5_5___6_5,4_5___5_5,300___349_MJ_m2,5_5___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,____400_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
____17_0_C,13_0___14_9_C,4_5___5_5,2_5___3_5,____400_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,3_5___4_5,____400_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,____17_0_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,1_5___2_5,___300_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,___13_0_C,5_5___6_5,1_5___2_5,300___349_MJ_m2,4_5___5_5,0_0___0_5,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5,0_5___1_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,0_5___1_5
15_0___16_9_C,____17_0_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
____17_0_C,13_0___14_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,____17_0_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5,2_5___3_5,____400_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,____17_0_C,5_5___6_5,4_5___5_5,300___349_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,____17_0_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
____17_0_C,13_0___14_9_C,___6_5,2_5___3_5,___300_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
____17_0_C,13_0___14_9_C,2_5___3_5,1_5___2_5,300___349_MJ_m2,1_5___2_5,0_5___1_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,___6_5,4_5___5_5,350___399_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,13_0___14_9_C,___6_5,0_5___1_5,350___399_MJ_m2,___6_5,0_0___0_5,0_5___1_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,___300_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
____17_0_C,13_0___14_9_C,5_5___6_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,____400_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
____17_0_C,____17_0_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,___13_0_C,5_5___6_5,0_5___1_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,1_5___2_5
15_0___16_9_C,15_0___16_9_C,___6_5,3_5___4_5,300___349_MJ_m2,___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,1_5___2_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
15_0___16_9_C,____17_0_C,3_5___4_5,2_5___3_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,____17_0_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,0_0___0_5,350___399_MJ_m2,0_0___0_5,0_0___0_5,0_0___0_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5,0_5___1_5,300___349_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
15_0___16_9_C,____17_0_C,4_5___5_5,4_5___5_5,___300_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
____17_0_C,____17_0_C,3_5___4_5,0_5___1_5,350___399_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
____17_0_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,0_5___1_5,300___349_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,2_5___3_5,___300_MJ_m2,2_5___3_5,0_5___1_5,3_5___4_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,0_0___0_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
13_0___14_9_C,13_0___14_9_C,___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,3_5___4_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5,0_5___1_5,350___399_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
15_0___16_9_C,15_0___16_9_C,___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,___300_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,____17_0_C,5_5___6_5,1_5___2_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
____17_0_C,____17_0_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,____400_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,13_0___14_9_C,___6_5,0_5___1_5,300___349_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,3_5___4_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,0_5___1_5,____400_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
____17_0_C,15_0___16_9_C,5_5___6_5,3_5___4_5,____400_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
____17_0_C,13_0___14_9_C,4_5___5_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,___6_5
15_0___16_9_C,___13_0_C,___6_5,4_5___5_5,350___399_MJ_m2,___6_5,1_5___2_5,___6_5
13_0___14_9_C,13_0___14_9_C,3_5___4_5,1_5___2_5,____400_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
13_0___14_9_C,____17_0_C,3_5___4_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,4_5___5_5,300___349_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,0_0___0_5,350___399_MJ_m2,4_5___5_5,0_0___0_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,4_5___5_5,____400_MJ_m2,4_5___5_5,1_5___2_5,5_5___6_5
15_0___16_9_C,___13_0_C,___6_5,0_0___0_5,350___399_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,___300_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,0_0___0_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,0_0___0_5
13_0___14_9_C,15_0___16_9_C,3_5___4_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,1_5___2_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,0_0___0_5,300___349_MJ_m2,0_0___0_5,0_0___0_5,0_0___0_5
13_0___14_9_C,____17_0_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,1_5___2_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
____17_0_C,15_0___16_9_C,4_5___5_5,3_5___4_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,___13_0_C,5_5___6_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,2_5___3_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,____17_0_C,___6_5,4_5___5_5,300___349_MJ_m2,___6_5,0_5___1_5,___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,___6_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5,3_5___4_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,____17_0_C,4_5___5_5,0_5___1_5,___300_MJ_m2,2_5___3_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,___13_0_C,3_5___4_5,2_5___3_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,___300_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,2_5___3_5,0_5___1_5,300___349_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
____17_0_C,15_0___16_9_C,5_5___6_5,1_5___2_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
____17_0_C,___13_0_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,5_5___6_5,350___399_MJ_m2,5_5___6_5,1_5___2_5,___6_5
15_0___16_9_C,____17_0_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
____17_0_C,15_0___16_9_C,3_5___4_5,2_5___3_5,____400_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,___13_0_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,0_0___0_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,0_5___1_5
13_0___14_9_C,____17_0_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,___13_0_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
____17_0_C,13_0___14_9_C,5_5___6_5,1_5___2_5,____400_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,___6_5,2_5___3_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
____17_0_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,1_5___2_5,___300_MJ_m2,4_5___5_5,0_0___0_5,3_5___4_5
____17_0_C,___13_0_C,3_5___4_5,2_5___3_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
____17_0_C,15_0___16_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,4_5___5_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,5_5___6_5
____17_0_C,13_0___14_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,3_5___4_5
13_0___14_9_C,13_0___14_9_C,___6_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,____17_0_C,4_5___5_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,3_5___4_5,0_0___0_5,350___399_MJ_m2,0_0___0_5,0_0___0_5,0_0___0_5
____17_0_C,___13_0_C,2_5___3_5,1_5___2_5,350___399_MJ_m2,1_5___2_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,0_5___1_5,350___399_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
15_0___16_9_C,____17_0_C,4_5___5_5,1_5___2_5,350___399_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
15_0___16_9_C,15_0___16_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
____17_0_C,13_0___14_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,300___349_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,1_5___2_5,___300_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,0_5___1_5,300___349_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,___6_5,3_5___4_5,350___399_MJ_m2,___6_5,0_5___1_5,___6_5
15_0___16_9_C,15_0___16_9_C,3_5___4_5,1_5___2_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,1_5___2_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
13_0___14_9_C,____17_0_C,5_5___6_5,3_5___4_5,___300_MJ_m2,5_5___6_5,1_5___2_5,5_5___6_5
15_0___16_9_C,13_0___14_9_C,___6_5,1_5___2_5,300___349_MJ_m2,3_5___4_5,0_5___1_5,2_5___3_5
13_0___14_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
____17_0_C,13_0___14_9_C,4_5___5_5,3_5___4_5,____400_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
13_0___14_9_C,13_0___14_9_C,4_5___5_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
____17_0_C,____17_0_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,0_5___1_5,350___399_MJ_m2,0_5___1_5,0_0___0_5,0_5___1_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5,0_5___1_5,300___349_MJ_m2,1_5___2_5,0_0___0_5,1_5___2_5
____17_0_C,13_0___14_9_C,4_5___5_5,0_0___0_5,350___399_MJ_m2,3_5___4_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,4_5___5_5,1_5___2_5,____400_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
____17_0_C,13_0___14_9_C,2_5___3_5,2_5___3_5,300___349_MJ_m2,2_5___3_5,0_5___1_5,3_5___4_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,350___399_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
13_0___14_9_C,____17_0_C,5_5___6_5,0_5___1_5,350___399_MJ_m2,3_5___4_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,0_5___1_5,350___399_MJ_m2,2_5___3_5,0_0___0_5,1_5___2_5
15_0___16_9_C,13_0___14_9_C,2_5___3_5,1_5___2_5,350___399_MJ_m2,2_5___3_5,0_5___1_5,2_5___3_5
15_0___16_9_C,15_0___16_9_C,5_5___6_5,2_5___3_5,350___399_MJ_m2,4_5___5_5,0_5___1_5,4_5___5_5
____17_0_C,13_0___14_9_C,3_5___4_5,0_0___0_5,350___399_MJ_m2,2_5___3_5,0_0___0_5,0_5___1_5
15_0___16_9_C,13_0___14_9_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,4_5___5_5
13_0___14_9_C,13_0___14_9_C,5_5___6_5,2_5___3_5,300___349_MJ_m2,4_5___5_5,0_5___1_5,3_5___4_5
13_0___14_9_C,15_0___16_9_C,5_5___6_5,2_5___3_5,____400_MJ_m2,5_5___6_5,0_5___1_5,3_5___4_5
15_0___16_9_C,___13_0_C,5_5___6_5,3_5___4_5,300___349_MJ_m2,5_5___6_5,0_5___1_5,5_5___6_5
