Order ID,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
405-6430907-0756335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7254571-0957161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7254571-0957161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5975829-7849934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5838926-7371508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0922845-2572325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6837803-1971509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4486288-0232343,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0042920-5405159,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5233173-7401962,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4292110-5565108,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1393004-5472300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0518946-4020301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3141877-9675560,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4020464-5010724,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1884531-4677123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1884531-4677123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1884531-4677123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3828640-2357129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6676914-8274740,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1086004-8574761,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0261929-1651545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2697577-5967501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3040394-1133960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9440533-8401109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1304680-8965140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6199905-7219552,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8717669-7845917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9610504-2885147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6182207-3448349,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2139179-1430705,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7847725-3081156,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0507500-6673152,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9508896-9964354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5668008-5326730,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2473079-6808302,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5899385-8501959,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5302980-2392341,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6530049-4317901,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2889569-8350717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6376243-9188305,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6215698-3873937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9150451-9357165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0501650-6459510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0501650-6459510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0501650-6459510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9547405-1966713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5581693-3107550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2083090-6259519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3862886-6017955,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4898703-5001114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1336574-3209905,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4876732-1063550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9092914-1589123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9092914-1589123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9092914-1589123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7913724-0213127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9496958-3811504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9496206-7650756,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0828089-7550769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1883305-8722702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2373910-1909924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8703238-5574759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5657486-8288320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0575499-6113919,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0575499-6113919,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3162652-0778755,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3490206-2317907,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6400852-9872341,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8605277-4791500,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3556218-4477121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8385339-5549934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3183979-9493141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2237673-3594748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0456447-5465148,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0456447-5465148,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5954754-2725134,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5954754-2725134,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4888723-8198738,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2462845-9862745,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0026772-9737934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5468551-3844300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2727468-5012302,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2370842-6327526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7534706-3527546,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3337107-1516323,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7773065-9937929,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6822681-5025159,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2539300-5929158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4909234-4937958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7434628-1119533,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0615908-1895525,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-2480634-5125146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5062113-9957924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0131777-2549138,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6202202-1427548,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2467637-6665945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4961739-9185135,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7149726-3215547,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5694217-2836356,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4232290-7041948,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4027022-2449926,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0132817-4125142,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9308686-5040316,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4548540-4507563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0630041-9977933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2196637-0693132,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8438191-7858713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2578268-0981913,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4044352-2363527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5841247-1233936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7429541-5475503,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0428191-5841109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9400779-4128320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9400779-4128320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1277020-3089951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9905892-7725943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9393222-4510760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4216295-2353133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8253771-4557925,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3673302-3329918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0230233-6960354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6528596-0773128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5917698-2974746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1831153-8997149,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0848665-6901909,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9131804-3060351,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1282343-2368344,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-9788409-4446748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4905036-2061948,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0749189-3750721,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3315818-9976336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1143811-5794745,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9251089-1513950,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9388566-7320353,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2210519-6645153,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9608947-4685951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4511917-5399513,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1746094-9154733,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1746094-9154733,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3065788-9017918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3065788-9017918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8755454-4276335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8238288-1084366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2780513-6928319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1252387-8522737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0633379-1981136,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7565771-9096312,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7145082-6666766,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8843948-1494760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5540952-2415527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6289209-4751532,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0782382-5209152,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8439835-6849951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9723481-0626732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7941730-7723527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5387574-7067534,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2938914-6338748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3621808-1777968,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6312705-0936329,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9280661-8712367,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8785331-9503504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5707554-0665933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7206763-3277953,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6313345-3585117,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6782331-1744334,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9995034-8593940,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2221542-6895520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8088758-3499525,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9319283-2576311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0753770-4907569,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0862668-4676307,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2791674-0053960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6440956-8671557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4306236-6881966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7896949-5750703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7896949-5750703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0983778-4387568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1957394-2249139,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7704568-8607530,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4028342-6773961,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9792759-5935559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7706233-2549933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2935885-1889902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3047271-1031551,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9628857-8721140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8672529-8493154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8672529-8493154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7024355-3159536,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8444464-0937957,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8446426-9784333,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7565060-1199519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1843885-6990709,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1218926-9757942,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4224689-6650721,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1756211-5227500,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6187674-3241125,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6938538-6605901,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8127783-6669903,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6717786-6945957,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7242655-9084338,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0892146-8315542,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7132473-6156304,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1528361-0595555,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9176545-0264322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4230617-1961164,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5667133-5113913,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1111192-4673133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1111192-4673133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4687316-5585915,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9944283-4537917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0710046-5657945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5420991-1376303,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3938538-4562712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3786632-4477113,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3427993-3382727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3427993-3382727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2372217-5055544,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8918024-9645157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9759258-2025952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9759258-2025952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7159981-5917120,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3089743-4839529,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9541542-0734715,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1626770-1330762,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0582925-5568301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3118609-2925104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0351924-3921938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9043925-5642765,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3277505-2411530,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3771785-4342722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5556997-4613930,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2185374-1404346,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0921542-9617950,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9471848-2769153,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5223337-0776319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4253605-0629941,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3064283-5993961,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3563151-7067567,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1024918-1752347,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6810487-1138743,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1167130-0558722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0595193-9315523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7805767-2933121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6549070-3735514,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4963857-0414735,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2898883-6065918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1841644-8276319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1841644-8276319,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3091666-0857920,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5450909-1814701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4993651-5989959,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6740216-9117949,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7002996-0201153,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0701287-4847538,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5108987-2663500,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5583901-8387568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5583901-8387568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9742448-5220333,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6398324-2047558,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6398324-2047558,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3257022-3442767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4228461-3393157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5609289-1370723,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1512358-6781165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2598678-8161909,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9151286-8463521,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7706716-4925966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7706716-4925966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2569254-2726765,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2353813-6286727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4699976-4004366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4699976-4004366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4699976-4004366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0602173-3979553,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7072876-6027520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7072876-6027520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8623219-2017145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3199301-7878727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0873148-6167545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3307924-6727512,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2406633-9977141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6349596-1427546,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7968183-8976348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4262571-8865161,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9690500-2705124,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9690500-2705124,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8853326-9642703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7240008-6084342,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9532377-5548339,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4379494-5579511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1048620-2224342,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8610251-0576354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6172876-3593938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1017957-1342726,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1017957-1342726,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7173355-7535517,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3289359-5121126,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3731270-7660323,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3693130-2384357,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5002489-8637903,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3137718-0167530,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1853063-8941123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0223041-1268374,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0462119-6681919,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9286470-4649142,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7599257-9045964,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7286181-3353169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3112503-0655531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6042733-5822744,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7687233-4370743,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1997397-7555547,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8806044-5556314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6692217-6806741,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7474331-0692304,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8363835-8825957,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1237187-6629113,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1669335-4322741,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3126781-5053140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6507524-1157908,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6595003-5668352,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5985237-9371509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7028815-7542751,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3882979-4180334,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8591261-8541936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2955696-9959501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0815756-5418701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0159930-2825958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7880329-8049943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5411512-4538737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3638036-0713945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5781927-9979511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5781927-9979511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2727366-8064312,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4002390-5464315,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4030610-0727512,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9822730-7302709,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8703821-4373912,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2986694-1124359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4503080-2136348,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
