Fulfilment,Sales Channel ,ship-service-level,currency,ship-postal-code,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,679327,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,497001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,383001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,628008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,335001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201305,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400705,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,181206,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,281001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,561203,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,571401,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,574111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,248140,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,786602,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,262001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,495001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,522235,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641606,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400097,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700089,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560036,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,462041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,577427,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,711202,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411036,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,572103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410507,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,124507,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,622001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,679522,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,758001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,621804,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110096,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401303,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603204,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,175126,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,202001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,854301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600088,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,302020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,473001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,370201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,370201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400053,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411048,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,737126,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,522503,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226024,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600097,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,670002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,364002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,802160,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,802160,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,140301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,140301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,140301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,325209,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560073,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110074,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,757043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,243006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560079,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,683105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400104,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,141013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,642002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,533201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,562123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560096,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411027,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,135003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,262701,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641402,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,632602,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680671,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400104,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560099,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781035,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,212107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,212107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403521,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600083,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440027,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500045,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,202002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400093,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500089,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,395007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,621006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,683550,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400602,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411038,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,208002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421202,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,686691,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400606,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,744101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,508206,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,753008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,712124,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,585102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,370465,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600127,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122505,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,496001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,415001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700074,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400701,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,576102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600097,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,284128,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,533006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,816109,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,181123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,795001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400080,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400066,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,505001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600095,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,412101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,134109,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,737136,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680571,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,581401,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,208001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,208001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,208001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600093,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,412101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682509,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,302034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600066,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,562110,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,271801,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,442001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201305,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,534202,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,490006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160104,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411027,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,509001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,416007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,416007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,713304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410206,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560079,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,761215,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,851117,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,416112,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600073,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,180004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,180004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673571,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500082,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,626203,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403507,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403602,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,450001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560048,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403802,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,322215,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,322215,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,322215,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,322215,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,305002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,635110,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,695002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,734014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,804408,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,804408,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,799001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,247667,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,686515,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,591108,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,642002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,642003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700053,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,800020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,788806,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,834001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201305,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560046,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,711106,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,121002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500038,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,263139,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,782435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,782435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,222002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,695008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,626125,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,721132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,721132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,721132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,796001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,603210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,202001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410218,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,314031,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,385360,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600083,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,768001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,792111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,250002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,792111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,792111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400601,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110074,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,629160,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,382481,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,302012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,516434,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,531173,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400615,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,843302,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,621218,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
