Fulfilment,Sales Channel ,ship-service-level,currency,ship-city,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,RAJKOT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURGAON,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURGAON,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THURAIYUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUMMIDIPOONDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,UDAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Dilshad Garden,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ZIRAKPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHANDRAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SHRIRAMPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kochi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bengaluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MAPUSA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THRISSUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MEERUT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,UTTARPARA KOTRUNG,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SAMBALPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHANGANACHERRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Dombivli,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JALANDHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAMMU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAMMU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mahilpur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Dera Bassi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MEERUt,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BAREILLY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SANGLI MIRAJ KUPWAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thane,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PALAKKAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KHARGHAR;NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PANAJI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VIZIANAGARAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nagpur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NARASIMHANAICKENPALAYAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DHALIYUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thoppippala,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALPETTA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ALLAHABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUSALGAON MIDC,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mira Road.....,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANJAVUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HUBBALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MANJHANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai maharashtra,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MURSHIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pimpri chinchwad; pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pimpri chinchwad; pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MOHALI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMADNAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NADIAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATIALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AKIVIDU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bengaluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUPATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUVATTUPUZHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAMSHEDPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MURWARA KATNI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VARANASI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHITTOOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DHARMADOM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Rewari,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bengaluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SALUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JORHAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GOSSAIGAON,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chikkbalapura,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MALDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,POCHAMPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAVER,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHANDIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pandharpur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PANCHKULA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVELIM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAMSHEDPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATIALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEVARAPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Haridwar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SITAMARHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI 400 020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUPATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GWALIOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THAIKATTUSSERY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUCHERRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GORAKHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NASHIK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Beawer,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VARANASI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ERANHOLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CUTTACK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KORAPUT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RATNAGIRI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOKAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUCHERRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bengaluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Sirsa,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kolkata,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAd,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DULIAJAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEHRADUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nizampet Village; Ranga Reddy District; Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Trivandrum,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JODHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Lucknow,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nerul East; Navi Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Verna,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Haldwani,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANANTAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SOLAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Guwahati,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Aalo,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KUNDAPURA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI VIRAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MOHALI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KHAMMAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SECUNDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,New Delhi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHITTOOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISNAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISNAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JHARSUGUDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KATIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KATIHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BERHAMPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI- 400054,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bengaluru,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BERHAMPORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMRITSAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMRITSAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,bhopal,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PARAVUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PARAVUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PALAKKAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ERNAKULAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ALLAHABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SECUNDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AGARTALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MYLAVARAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MYLAVARAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NORTH 24 PARGANAS,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THRISSUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AGRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Sivakasi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Guntur district,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHUNAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HOSUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NTPC TANDA COLONY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,sulthan batheri,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Surat,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHITTOOR district,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,kannauj,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PORT BLAIR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHANDIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUCHIRAPPALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HOSHIARPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Nalasopara west,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SILIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JHUNJHUNUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUNTUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NASHIK,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANKLESHWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ghaziabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
