Fulfilment,Sales Channel ,ship-service-level,Style,Category,Size,currency,Amount,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,JNE3787,kurta,XS,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,3XL,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0201,Top,L,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3468,kurta,XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3887,kurta,M,INR,526,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5030,kurta,XL,INR,590,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET343,Set,3XL,INR,850,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,S,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET374,Set,M,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3781,kurta,XL,INR,432,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3602,kurta,XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3484,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0401,Western Dress,XS,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET290,Set,S,INR,832,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3793,kurta,3XL,INR,355,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3476,kurta,XL,INR,405,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET187,Set,XS,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3721,kurta,XXL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3856,kurta,3XL,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3649,Top,XXL,INR,377,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3660,Top,XXL,INR,371,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3878,kurta,3XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0349,Set,XL,INR,888,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET098,Set,S,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3252,kurta,6XL,INR,925,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3607,kurta,6XL,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0297,Top,XXL,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3862,Top,L,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0334,Top,XS,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3793,kurta,S,INR,355,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3365,kurta,M,INR,376,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3697,kurta,XXL,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3905,Western Dress,XXL,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3686,Top,XXL,INR,425,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,M,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0005,Western Dress,S,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW024,Set,3XL,INR,560,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3468,kurta,L,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3291,kurta,6XL,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET239,Set,S,INR,693,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0339,Western Dress,L,INR,825,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET053,Set,XL,INR,633,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW012,Set,M,INR,537,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5011,kurta,XL,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5005,kurta,XL,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5027,kurta,XL,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5029,kurta,XL,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3543,kurta,L,INR,368,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3879,Western Dress,M,INR,661,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3863,Top,XXL,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET304,Set,L,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3160,kurta,XL,INR,749,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0005,Western Dress,3XL,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3709,Western Dress,XL,INR,792,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW020,Set,XL,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET304,Set,M,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3652,Top,M,INR,338,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET327,Set,XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE1951,kurta,XL,INR,389,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0280,Set,S,INR,1556,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW034,Set,XXL,INR,613,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5032,kurta,XXL,INR,811,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET320,Set,M,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3422,kurta,XXL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0345,Set,M,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3822,kurta,XXL,INR,449,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3821,kurta,XXL,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET383,Set,XXL,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3470,kurta,M,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3817,kurta,S,INR,449,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3822,kurta,M,INR,449,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3452,kurta,XXL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0401,Western Dress,M,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0005,Western Dress,XXL,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3371,kurta,XL,INR,353,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3905,Western Dress,L,INR,625,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3904,Western Dress,L,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET364,Set,L,INR,1338,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET291,Set,XXL,INR,605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3880,Western Dress,L,INR,581,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET349,Set,XXL,INR,1152,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3801,kurta,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3722,kurta,S,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,XXL,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3456,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3763,kurta,L,INR,459,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,M,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0003,Set,M,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3675,Top,M,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET100,Set,XL,INR,878,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3706,Western Dress,S,INR,443,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET329,Set,L,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3445,kurta,3XL,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3665,Top,L,INR,545,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET360,Set,L,INR,1338,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0231,Set,3XL,INR,1238,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0106,Western Dress,S,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET293,Set,L,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,PJNE3373,kurta,4XL,INR,836,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0334,Top,L,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3870,Western Dress,3XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,3XL,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0341,Western Dress,S,INR,885,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3721,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0350,Set,M,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,L,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW027,Set,XXL,INR,613,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3703,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,L,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3801,kurta,XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0006,Ethnic Dress,L,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3659,Top,XL,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET366,Set,S,INR,1438,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,L,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2014,kurta,L,INR,359,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET344,Set,L,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET199,Set,XL,INR,587,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,M,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW037,Set,M,INR,450,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3724,kurta,XL,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3629,kurta,XL,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET197,Set,XXL,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET145,Set,L,INR,788,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET333,Set,S,INR,967,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3601,kurta,M,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET199,Set,XXL,INR,587,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3799,kurta,L,INR,666,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3691,Top,XXL,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,M,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET397,Set,M,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0003,Set,L,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,XXL,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5008,kurta,S,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW001,Set,XXL,INR,539,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET280,Set,XXL,INR,814,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET395,Set,XL,INR,962,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0118,Top,XXL,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET183,Set,M,INR,759,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3797,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,M,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3644,Top,XL,INR,315,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET340,Set,S,INR,799,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3703,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3645,Top,XXL,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5009,kurta,L,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3720,kurta,L,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3449,kurta,L,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3458,kurta,3XL,INR,380,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5019,kurta,XXL,INR,655,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0376,Set,M,INR,1063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0148,Set,M,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0339,Western Dress,L,INR,825,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0353,kurta,M,INR,635,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,3XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET239,Set,S,INR,693,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0349,Set,M,INR,888,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,3XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3793,kurta,XL,INR,355,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3475,kurta,XL,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0399,Western Dress,XXL,INR,791,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE2251,kurta,3XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5004,kurta,L,INR,709,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0244,Set,M,INR,1238,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET233,Set,S,INR,545,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,XL,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0006,Ethnic Dress,XL,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0118,Top,3XL,INR,529,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW015,Set,L,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,L,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3793,kurta,S,INR,355,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0301,Top,3XL,INR,518,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3783,kurta,3XL,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,XL,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0041,Set,XS,INR,631,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,XL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3759,kurta,XL,INR,568,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET304,Set,S,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0348,Set,XL,INR,478,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0003,Set,M,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3656,Top,L,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3440,kurta,3XL,INR,435,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0108,Set,3XL,INR,1152,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3822,kurta,XXL,INR,449,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3787,kurta,S,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,S,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET258,Set,L,INR,881,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,XXL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET293,Set,M,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3438,kurta,XL,INR,459,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET224,Set,S,INR,1132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,L,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,XXL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0308,Western Dress,3XL,INR,665,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3487,kurta,L,INR,345,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3905,Western Dress,S,INR,869,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET281,Set,XXL,INR,499,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,L,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0003,Set,XL,INR,696,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3294,kurta,XL,INR,449,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET324,Set,M,INR,635,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET398,Set,L,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3645,Top,L,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3368,kurta,3XL,INR,471,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,M,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,S,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0005,Western Dress,XS,INR,899,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0353,kurta,M,INR,635,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3739,kurta,M,INR,459,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0243,Ethnic Dress,3XL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3798,Western Dress,XXL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3645,Top,XXL,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET347,Set,XL,INR,852,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3710,Western Dress,XXL,INR,699,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,3XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0157,Western Dress,L,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET318,Set,S,INR,1152,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3465,kurta,XL,INR,523,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET340,Set,S,INR,799,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3869,Western Dress,3XL,INR,721,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,S,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3544,kurta,XS,INR,320,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET397,Set,M,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0283,Set,L,INR,1072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0297,Top,M,INR,574,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0122,Top,3XL,INR,330,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3805,kurta,M,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0285,Set,S,INR,1523,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3807,kurta,3XL,INR,736,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0118,Top,S,INR,529,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3654,Top,S,INR,371,IN,Easy Ship,False
Merchant,Amazon.in,Standard,MEN5025,kurta,XL,INR,777,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET365,Set,L,INR,1299,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET383,Set,XXL,INR,599,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3634,kurta,XS,INR,544,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3697,kurta,L,INR,517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3764,kurta,3XL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3800,Western Dress,3XL,INR,771,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,XXL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3468,kurta,XXL,INR,399,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET363,Set,L,INR,1149,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,L,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,M,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0244,Set,M,INR,1238,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3543,kurta,XL,INR,368,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET132,Set,3XL,INR,629,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0073,kurta,3XL,INR,333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,NW024,Set,M,INR,0,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3546,kurta,XXL,INR,487,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET402,Set,3XL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET396,Set,XXL,INR,988,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3659,Top,M,INR,493,IN,Easy Ship,False
Merchant,Amazon.in,Standard,JNE3703,kurta,XL,INR,301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,S,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,S,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0340,Top,S,INR,690,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET393,Set,XXL,INR,1186,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0092,Set,XXL,INR,833,IN,Easy Ship,False
Merchant,Amazon.in,Standard,SET356,Set,XXL,INR,999,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
Merchant,Amazon.in,Standard,J0135,Set,M,INR,591,IN,Easy Ship,False
