index,Order ID,Date,Style,SKU,ASIN,ship-city,ship-state
67647,407-3572858-8514729,05-16-22,JNE3577,JNE3577-KR-L,B08MYV7XSM,Secunderabad,TELANGANA
67649,405-1635642-3525138,05-16-22,JNE3784,JNE3784-KR-XXXL,B09K4182W8,TIRUCHIRAPPALLI,TAMIL NADU
67651,403-2248787-9074743,05-16-22,JNE3639,JNE3639-TP-N-XS,B08ZHQN562,BENGALURU,KARNATAKA
67653,404-2036283-3687557,05-16-22,SET275,SET275-KR-NP-XXXL,B0983BXS78,AHMEDABAD,Gujarat
67657,406-7714714-6557145,05-16-22,SET341,SET341-KR-NP-XL,B09NPX3HG3,AMBALA,HARYANA
67659,406-4947773-4015551,05-16-22,J0025,J0025-DR-XS,B089G1JFVJ,GUWAHATI,ASSAM
67660,402-1057014-8969140,05-16-22,PJNE3291,PJNE3291-KR-6XL,B09PCZW5L1,Chandigarh,CHANDIGARH
67661,405-3193027-2673162,05-16-22,J0006,J0006-SET-XXL,B0894X9QY9,Aligarh,UTTAR PRADESH
67665,406-2806729-8315542,05-16-22,SET246,SET246-KR-PP-M,B08W9JNFXM,HYDERABAD,TELANGANA
67666,406-2806729-8315542,05-16-22,JNE3516,JNE3516-KR-E-M,B08LG54ZYV,HYDERABAD,TELANGANA
67669,403-8611540-2243561,05-16-22,J0416,J0416-DR-L,B09TY1Y3WZ,PANAJI,GOA
67672,405-0838476-1478740,05-16-22,SET058,SET058-KR-NP-XXL,B07R66H6TQ,NEW DELHI,DELHI
67673,404-9859819-2643521,05-16-22,JNE3365,JNE3365-KR-1052-A-XL,B07WV4M3RF,BHIMAVARAM,ANDHRA PRADESH
67674,404-1523922-8590739,05-16-22,J0341,J0341-DR-XXXL,B099NSQP4Z,HYDERABAD,TELANGANA
67676,402-2793611-3418763,05-16-22,JNE3797,JNE3797-KR-XL,B09SDXRYBG,JAMSHEDPUR,JHARKHAND
67678,407-4439132-6758728,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,BENGALURU,KARNATAKA
67680,406-9890585-2662716,05-16-22,JNE3476,JNE3476-KR-XL,B08B3YSLXV,CHENNAI,TAMIL NADU
67683,171-0594537-7186745,05-16-22,JNE3446,JNE3446-KR-XXL,B081WSPN63,MUMBAI,MAHARASHTRA
67686,404-3769274-0137915,05-16-22,SET402,SET402-KR-NP-XXXL,B09VC5Z5Z7,KOLKATA,WEST BENGAL
67690,171-7550460-5681133,05-16-22,J0244,J0244-SKD-L,B0925WM8Z6,BENGALURU,KARNATAKA
67692,408-9627171-5309143,05-16-22,JNE3787,JNE3787-KR-XXL,B09RKBXH45,AHMEDABAD,Gujarat
67694,407-7083133-7663557,05-16-22,JNE3384,JNE3384-KR-XXXL,B084KJFN62,COIMBATORE,TAMIL NADU
67696,403-7472849-8536315,05-16-22,JNE3825,JNE3825-KR-XXXL,B09LTZV48G,Haldia,WEST BENGAL
67699,171-7078587-3090745,05-16-22,SET392,SET392-KR-NP-XXXL,B09RKDXXC4,Piali,WEST BENGAL
67702,404-0719711-2359522,05-16-22,NW015,NW015-TP-PJ-XL,B0922T9X46,Madhurawada,ANDHRA PRADESH
67707,405-2745847-6025154,05-16-22,JNE3817,JNE3817-KR-M,B09LTZB7K3,Alipurduar,WEST BENGAL
67709,404-5206056-4231513,05-16-22,JNE3904,JNE3904-DR-XXXL,B09Y27F7WY,GURUGRAM,HARYANA
67714,405-4385692-1884369,05-16-22,J0006,J0006-SET-XXXL,B0894X7XDM,MUMBAI,MAHARASHTRA
67716,408-4027558-3982747,05-16-22,J0284,J0284-SKD-M,B08QGKP8JT,BHILAI,CHHATTISGARH
67718,408-7228465-8457109,05-16-22,SET282,SET282-KR-PP-XXXL,B09CTFP96V,BAKSAR,UTTAR PRADESH
67720,406-2962525-6233134,05-16-22,J0341,J0341-DR-XXL,B099NR3NXY,BENGALURU,KARNATAKA
67723,403-8928020-6925906,05-16-22,J0373,J0373-KR-L,B09KXQ9FPV,DHEKIAJULI,ASSAM
67724,403-8928020-6925906,05-16-22,JNE3797,JNE3797-KR-A-L,B09TH2ZFSY,DHEKIAJULI,ASSAM
67727,404-6573568-0899558,05-16-22,J0005,J0005-DR-L,B08B3Y3VHQ,BENGALURU,KARNATAKA
67729,407-8219430-0174718,05-16-22,SET394,SET394-KR-NP-XL,B09TH5VMLP,MUMBAI,MAHARASHTRA
67732,406-2825866-3316367,05-16-22,J0401,J0401-DR-XL,B09SDZW3GY,GURUGRAM,HARYANA
67739,403-9045508-2261129,05-16-22,JNE3837,JNE3837-KR-XXXL,B09RKC564X,LONI,UTTAR PRADESH
67745,404-4873383-1639548,05-16-22,MEN5013,MEN5013-KR-L,B08YYR9G96,Bengaluru,KARNATAKA
67746,408-1701338-6605933,05-16-22,JNE3800,JNE3800-KR-A-XXXL,B09TH53Q68,ULLAL,KARNATAKA
67749,406-3013734-1642718,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,Dehradun,UTTARAKHAND
67750,406-3013734-1642718,05-16-22,SET293,SET293-KR-NP-L,B09K39CKVP,Dehradun,UTTARAKHAND
67751,405-9520178-8403524,05-16-22,JNE3518,JNE3518-KR-XS,B08XVTQHLF,PUNE,MAHARASHTRA
67752,405-9387045-7441907,05-16-22,J0153,J0153-DR-S,B08N4RTJCY,PUNE,MAHARASHTRA
67759,402-3527655-2155511,05-16-22,JNE2014,JNE2014-KR-178-XL,B077MM3LFJ,NEW DELHI,DELHI
67761,408-4029583-0761121,05-16-22,JNE3797,JNE3797-KR-A-XXXL,B09TH2YML8,URAN ISLAMPUR,MAHARASHTRA
67762,408-0968796-3619548,05-16-22,SET389,SET389-KR-NP-L,B09KXTJKKG,DIBRUGARH,ASSAM
67763,408-1450988-9328354,05-16-22,SET356,SET356-KR-NP-M,B09QJ4D21Y,Raha town,ASSAM
67764,402-0603541-4663511,05-16-22,J0238,J0238-LCD-XL,B09268MDVS,NAGPUR,MAHARASHTRA
67765,402-2667353-9366762,05-16-22,J0005,J0005-DR-L,B08B3Y3VHQ,KALYAN EAST,MAHARASHTRA
67770,404-0781353-7916309,05-16-22,J0131,J0131-KR-XXL,B08V12MVVT,NEW DELHI,DELHI
67771,403-6077134-3405162,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,AMBARNATH,MAHARASHTRA
67772,403-9888354-4642731,05-16-22,J0201,J0201-TP-XXXL,B0965JCKF8,MUMBAI,MAHARASHTRA
67775,407-6121457-6546751,05-16-22,JNE3371,JNE3371-KR-XXXL,B07WS16LKW,BHOPAL,MADHYA PRADESH
67776,171-8606911-1001949,05-16-22,SET348,SET348-KR-NP-L,B09QJ46T37,NANGAL,PUNJAB
67778,402-3917610-5404302,05-16-22,JNE2205,JNE2205-KR-467-A-XL,B07BL2NS84,JAIPUR,RAJASTHAN
67784,408-1169334-6077935,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,BHUBANESWAR,ODISHA
67787,408-1412089-6537157,05-16-22,J0301,J0301-TP-M,B099S9DTR2,Noida,UTTAR PRADESH
67791,406-4957344-6061916,05-16-22,J0373,J0373-KR-L,B09KXQ9FPV,PADAPPAI,TAMIL NADU
67792,407-0607644-6675514,05-16-22,JNE3905,JNE3905-DR-XL,B09YYPWNT8,GURUGRAM,HARYANA
67793,405-3893823-8300330,05-16-22,SET357,SET357-KR-NP-L,B09Y3G52V3,Hyderabad,TELANGANA
67796,408-2330640-2092360,05-16-22,SET281,SET281-KR-PP-XL,B0983G1FVV,CHENNAI,TAMIL NADU
67797,405-9872602-1131557,05-16-22,J0003,J0003-SET-XL,B0894YFQ5R,ALTO PORVORIM;,GOA
67798,406-9769064-1071508,05-16-22,JNE3668,JNE3668-TP-N-M,B08ZHNDV5P,MUMBAI,MAHARASHTRA
67799,402-2936534-3273954,05-16-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,Naharlagun,ARUNACHAL PRADESH
67800,407-1368416-4803525,05-16-22,JNE3799,JNE3799-KR-XS,B09SDZ78G5,TIRUPATI,ANDHRA PRADESH
67804,403-1120825-9020332,05-16-22,JNE3421,JNE3421-KR-N-L,B08TRHPCDQ,SHILLONG,MEGHALAYA
67806,406-2501034-3183545,05-16-22,JNE1977,JNE1977-KR-237-M,B074SW485J,Nagpur,MAHARASHTRA
67808,408-8876206-6636308,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,KURNOOL,ANDHRA PRADESH
67818,407-0161443-6151549,05-16-22,J0092,J0092-SET-M,B089G1MSHB,VARANASI,UTTAR PRADESH
67823,408-7723706-4636315,05-16-22,JNE3887,JNE3887-KR-XL,B09TZVXQ1J,PATNA,BIHAR
67825,407-7221541-6176325,05-16-22,J0082,J0082-TP-XL,B092D2DFD6,THISAYANVILAI,TAMIL NADU
67830,404-0147206-2711513,05-16-22,SET217,SET217-KR-PP-L,B089B23C54,MUMBAI,MAHARASHTRA
67831,402-2352188-4577942,05-16-22,JNE3797,JNE3797-KR-XXXL,B09SDY4VDC,HYDERABAD,ANDHRA PRADESH
67833,405-9366278-9261939,05-16-22,SET389,SET389-KR-NP-L,B09KXTJKKG,AMRITSAR,PUNJAB
67835,406-6147144-9483535,05-16-22,SET356,SET356-KR-NP-M,B09QJ4D21Y,BAHADURGARH,HARYANA
67839,404-5282794-2353943,05-16-22,SET378,SET378-KR-NP-XXL,B09RKFCS69,KODAD,TELANGANA
67841,405-5413856-1981133,05-16-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,ERNAKULAM,KERALA
67846,403-2300264-5086710,05-16-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,POTHREDDIPALLE,TELANGANA
67847,404-3238219-7466759,05-16-22,JNE3797,JNE3797-KR-L,B09SDXFFQ1,Kozhikode,KERALA
67849,404-2045943-6520348,05-16-22,J0005,J0005-DR-L,B08B3Y3VHQ,Sriganganagar,RAJASTHAN
67850,404-8776664-4417942,05-16-22,J0205,J0205-TP-XL,B0986ZTQV1,CHANDIGARH,CHANDIGARH
67851,405-2206676-5556320,05-16-22,SET386,SET386-KR-NP-S,B09K3YFPSS,BEGOWAL,PUNJAB
67853,404-0721369-0957140,05-16-22,JNE3821,JNE3821-KR-S,B09LTZBQX2,RAJKOT,Gujarat
67854,404-0203831-3893913,05-16-22,JNE3739,JNE3739-KR-XXXL,B099NPSHJ2,GREATER NOIDA WEST,UTTAR PRADESH
67857,408-8721519-0720323,05-16-22,J0373,J0373-KR-XL,B09KXNZ3X4,BENGALURU,KARNATAKA
67860,171-5478004-4874716,05-16-22,JNE3797,JNE3797-KR-XL,B09SDXRYBG,MANGALURU,KARNATAKA
67863,171-5135033-8431512,05-16-22,J0118,J0118-TP-XL,B08N4RDVZP,CUTTACK,ODISHA
67868,403-2925232-3819549,05-16-22,JNE3560,JNE3560-KR-L,B08PCW5HD7,KURUVATTUR,KERALA
67871,402-2894268-7133129,05-16-22,SET223,SET223-KR-NP-XS,B08MXFJJP2,PHUSRO,JHARKHAND
67872,402-2894268-7133129,05-16-22,JNE3563,JNE3563-KR-XS,B09HMXSDF8,PHUSRO,JHARKHAND
67873,408-0430537-9963556,05-16-22,SET397,SET397-KR-NP  -M,B09RKD6KWL,Gonda,UTTAR PRADESH
67875,408-3493599-2143526,05-16-22,SET341,SET341-KR-NP-XXL,B09NPWD7J2,PATNA,BIHAR
67876,405-2675905-2313166,05-16-22,J0005,J0005-DR-L,B08B3Y3VHQ,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH
67879,171-7539463-0185148,05-16-22,J0157,J0157-DR-XXXL,B0982ZYH1C,Pune,MAHARASHTRA
67880,402-8543149-0397154,05-16-22,JNE3504,JNE3504-KR-M,B09811C2Q7,Chennai,TAMIL NADU
67883,408-7453773-8762738,05-16-22,PJNE3568,PJNE3568-KR-N-5XL,B09LD2KBGR,FARIDABAD,HARYANA
67885,402-0741545-3189102,05-16-22,PJNE3373,PJNE3373-KR-N-4XL,B09LD3J684,CHENNAI,TAMIL NADU
67888,171-1344996-0454717,05-16-22,SET204,SET204-KR-DPT-S,B08MYT716W,PUDUPAKKAM,TAMIL NADU
67892,407-1383287-9265111,05-16-22,JNE3800,JNE3800-KR-A-M,B09TH59KYD,HYDERABAD,TELANGANA
67897,406-0758667-2356348,05-16-22,SET286,SET286-KR-NP-XL,B099NGZGRJ,RAE BARELI,UTTAR PRADESH
67898,404-7188698-5501101,05-16-22,SET340,SET340-KR-NP-S,B09RKDRDRJ,NEW DELHI,DELHI
67900,407-2974112-2145910,05-16-22,SET194,SET194-KR-NP-M,B08W8K3QX6,NEW DELHI,DELHI
67912,403-0180459-6152328,05-16-22,SET375,SET375-KR-NP-M,B09RKCVWFR,CHIKNAYAKANHALLI,KARNATAKA
67914,171-8127088-9689950,05-16-22,J0041,J0041-SET-XS,B089G2JV7X,CHENNAI,TAMIL NADU
67916,404-3171638-3022765,05-16-22,JNE3821,JNE3821-KR-XXXL,B09LV231YV,PILLAIARKUPPAM;  manapet post,PUDUCHERRY
67918,407-4279487-1484365,05-16-22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,BENGALURU,KARNATAKA
67921,402-7672269-3746743,05-16-22,JNE3724,JNE3724-KR-M,B098124WJY,HYDERABAD,TELANGANA
67926,405-6260367-6645953,05-16-22,JNE3742,JNE3742-KR-S,B099NP9CTT,HYDERABAD,TELANGANA
67927,405-6260367-6645953,05-16-22,JNE3798,JNE3798-KR-XS,B09SDY7MHD,HYDERABAD,TELANGANA
67928,408-2200393-2764330,05-16-22,JNE3365,JNE3365-KR-1052-A-XXL,B07WS16S4C,CHENNAI,TAMIL NADU
67929,408-2200393-2764330,05-16-22,JNE3365,JNE3365-KR-1052-A-XL,B07WV4M3RF,CHENNAI,TAMIL NADU
67936,408-0655874-6876335,05-16-22,J0338,J0338-DR-XXXL,B0982ZBHYK,BENGALURU,KARNATAKA
67943,406-9024391-5881144,05-16-22,JNE3641,JNE3641-TP-N-XS,B08ZH9LS2B,DULIAJAN,ASSAM
67948,403-6068196-3732344,05-16-22,JNE3405,JNE3405-KR-S,B081WX4G4Q,BENGALURU,KARNATAKA
67951,408-2453824-3911545,05-16-22,JNE3798,JNE3798-KR-S,B09SDXPCRB,LADNU,RAJASTHAN
67955,403-6428982-3303568,05-16-22,JNE3294,JNE3294-KR-XL,B07R3KS3DN,CHANDANNAGAR,WEST BENGAL
67956,407-2126016-1840303,05-16-22,JNE3879,JNE3879-DR-XXXL,B09SDY4TFG,NANDED WAGHALA,MAHARASHTRA
67962,403-1278095-2901120,05-16-22,JNE3869,JNE3869-DR-XXL,B09RK6NS3V,VISAKHAPATNAM,ANDHRA PRADESH
67965,403-5704068-1165961,05-16-22,SET293,SET293-KR-NP-L,B09K39CKVP,HYDERABAD,TELANGANA
67967,405-1601991-9741112,05-16-22,JNE3797,JNE3797-KR-XS,B09SDY9SQ6,MYSURU,KARNATAKA
67969,408-3634199-6625928,05-16-22,PJNE3068,PJNE3068-KR-4XL,B09M75YGQF,GREATER NOIDA,UTTAR PRADESH
67971,402-9323038-3303524,05-16-22,J0341,J0341-DR-S,B099NR7612,MIRYALAGUDA,TELANGANA
67974,406-3373117-6039564,05-16-22,JNE3800,JNE3800-KR-XXXL,B09SDZ64HF,THODUPUZHA,KERALA
67975,404-0717503-4492353,05-16-22,JNE3473,JNE3473-KR-L,B08B3Z2567,Madurai - 625006,TAMIL NADU
67978,403-6158855-4702748,05-16-22,JNE3616,JNE3616-KR-XL,B097ZZLL9G,BENGALURU,KARNATAKA
67979,403-6158855-4702748,05-16-22,JNE3407,JNE3407-KR-XL,B0893DVKH6,BENGALURU,KARNATAKA
67980,403-6158855-4702748,05-16-22,JNE3703,JNE3703-KR-XL,B099NNYQ1K,BENGALURU,KARNATAKA
67982,406-6471412-0236302,05-16-22,SET394,SET394-KR-NP-XL,B09TH5VMLP,Bambolim,GOA
67983,406-6471412-0236302,05-16-22,SET280,SET280-KR-PP-XXL,B09CTB9HTP,Bambolim,GOA
67988,403-3780294-9317151,05-16-22,JNE3865,JNE3865-TP-M,B09TZT28S2,NEW DELHI,DELHI
67989,404-7412556-1003529,05-16-22,JNE3798,JNE3798-KR-L,B09SDX13G7,KALPETTA; WAYANAD,KERALA
67991,407-6662901-4978708,05-16-22,J0097,J0097-KR-L,B08BJR2R7M,BENGALURU,KARNATAKA
67992,171-8994008-4629926,05-16-22,JNE3820,JNE3820-KR-XL,B09LV164SN,SRIDUNGARGARH,RAJASTHAN
67993,407-9020804-8423546,05-16-22,J0148,J0148-SET-L,B0929B5FX5,THALASSERY,KERALA
67995,171-6936008-2544324,05-16-22,J0285,J0285-SKD-S,B08QGJ32WW,BENGALURU,KARNATAKA
67996,406-5356131-9017131,05-16-22,JNE3482,JNE3482-KR-S,B08HK65T65,BENGALURU,KARNATAKA
67997,171-0947045-3242728,05-16-22,NW001,NW001-TP-PJ-XXXL,B0922TKDRM,NEW DELHI,DELHI
67998,171-0947045-3242728,05-16-22,NW015,NW015-TP-PJ-XXXL,B0922TRNSV,NEW DELHI,DELHI
68000,406-3978336-6201105,05-16-22,JNE3739,JNE3739-KR-M,B099NN1G6X,BENGALURU,KARNATAKA
68003,407-0044087-8935501,05-16-22,JNE3793,JNE3793-KR-S,B09NQ5TMFZ,Bengaluru,KARNATAKA
68005,404-6874841-3443533,05-16-22,JNE3798,JNE3798-KR-L,B09SDX13G7,VISAKHAPATNAM,ANDHRA PRADESH
68006,404-6874841-3443533,05-16-22,JNE3798,JNE3798-KR-M,B09SDXTRS9,VISAKHAPATNAM,ANDHRA PRADESH
68007,404-6874841-3443533,05-16-22,JNE3798,JNE3798-KR-S,B09SDXPCRB,VISAKHAPATNAM,ANDHRA PRADESH
68009,404-0049537-2187512,05-16-22,J0148,J0148-SET-XXXL,B0929BNR7R,RADHANPUR,Gujarat
68010,406-1895844-0908319,05-16-22,J0293,J0293-DR-M,B099NTSSVQ,BENGALURU,KARNATAKA
68012,171-2888774-3645117,05-16-22,JNE3543,JNE3543-KR-XL,B08HK4MG14,NAVI MUMBAI,MAHARASHTRA
68015,407-3058465-9478741,05-16-22,JNE3368,JNE3368-KR-XXXL,B0828PD16L,NIZAMABAD,TELANGANA
68018,405-0162101-4735553,05-16-22,JNE3501,JNE3501-KR-L,B08P5DW2X3,SECUNDERABAD,TELANGANA
68022,402-8929178-9269964,05-16-22,SET339,SET339-KR-NP-L,B09RT3BBJZ,SINGTAM,SIKKIM
68023,403-3908571-0819556,05-16-22,JNE3487,JNE3487-KR-XS,B08RP252MK,SIRSI,UTTAR PRADESH
68030,408-4608433-9203547,05-16-22,SET200,SET200-KR-NP-A-XXXL,B08L91ZZXN,KANPUR,UTTAR PRADESH
68032,405-8646094-8659552,05-16-22,JNE3449,JNE3449-KR-XL,B08BFL5B9S,GURUGRAM,HARYANA
68034,405-1321429-5281153,05-16-22,J0118,J0118-TP-XL,B08N4RDVZP,SILIGURI,WEST BENGAL
68037,404-2133692-2605947,05-16-22,SET293,SET293-KR-NP-L,B09K39CKVP,CHENNAI,TAMIL NADU
68038,403-9998026-4157907,05-16-22,SET395,SET395-KR-NP-XL,B09RKDC9ML,CHENNAI,TAMIL NADU
68043,403-7103251-6202766,05-16-22,JNE2049,JNE2049-KR-351-XXXL1,B07G2PJMDS,JALANDHAR,PUNJAB
68045,404-2856569-5973939,05-16-22,SET327,SET327-KR-DPT-M,B09PN41YXK,THIRUVANANTHAPURAM,KERALA
68046,171-8693057-6425116,05-16-22,SET281,SET281-KR-PP-XL,B0983G1FVV,VADODARA,Gujarat
68054,405-3607083-9120361,05-16-22,J0164,J0164-DR-XXXL,B08QGNBZ4C,NOIDA extension,UTTAR PRADESH
68056,403-5803166-7540342,05-16-22,BTM044,BTM044-PP-XL,B08L3RM4X5,MUMBAI,MAHARASHTRA
68057,403-5803166-7540342,05-16-22,BTM046,BTM046-PP-XL,B08L3R41W4,MUMBAI,MAHARASHTRA
68058,403-5803166-7540342,05-16-22,BTM039,BTM039-PP-XL,B08KRSHJZ8,MUMBAI,MAHARASHTRA
68061,406-4086000-2739569,05-16-22,J0345,J0345-SET-XXXL,B099NJW4M1,NEW DELHI,DELHI
68073,407-4636988-9053167,05-16-22,J0285,J0285-SKD-L,B08QGHTFWF,AZAMGARH,UTTAR PRADESH
68078,408-6347766-9153902,05-16-22,JNE3800,JNE3800-KR-XXXL,B09SDZ64HF,CHENNAI,TAMIL NADU
68086,171-1488771-3135563,05-16-22,J0003,J0003-SET-M,B0894XH3LN,TIRUPATI,ANDHRA PRADESH
68088,408-6302307-0911545,05-16-22,J0041,J0041-SET-XS,B089G2JV7X,THIRUVANANTHAPURAM,KERALA
68094,407-6424276-2055512,05-16-22,JNE3761,JNE3761-KR-XXL,B099FB9BP3,NAVI MUMBAI,MAHARASHTRA
68095,407-6424276-2055512,05-16-22,JNE3633,JNE3633-KR-XXL,B094FL7XWR,NAVI MUMBAI,MAHARASHTRA
68096,407-6424276-2055512,05-16-22,JNE3757,JNE3757-KR-XXL,B099NPK5DS,NAVI MUMBAI,MAHARASHTRA
68098,407-6918353-0480352,05-16-22,JNE3722,JNE3722-KR-XXL,B09BQBF3Y2,HUBBALLI,KARNATAKA
68099,402-0355763-6823568,05-16-22,J0285,J0285-SKD-L,B08QGHTFWF,SIKAR,RAJASTHAN
68100,403-0999262-6294747,05-16-22,SET329,SET329-KR-NP-XXXL,B09K36SNZ6,BENGALURU,KARNATAKA
68102,408-7300123-1505118,05-16-22,JNE3821,JNE3821-KR-L,B09LTZ7RP1,HYDERABAD,TELANGANA
68104,404-5579977-6988338,05-16-22,JNE3670,JNE3670-TU-M,B0943LR6T1,KALYAN,MAHARASHTRA
68109,407-7667884-8665153,05-16-22,SET320,SET320-KR-NP-L,B09RKDQBB6,NEW DELHI,DELHI
68113,407-2884976-5398706,05-16-22,JNE3797,JNE3797-KR-XS,B09SDY9SQ6,AHMADNAGAR,MAHARASHTRA
68115,402-3237670-3385109,05-16-22,JNE3487,JNE3487-KR-L,B08RP29G54,BENGALURU,KARNATAKA
68116,407-0080953-1543518,05-16-22,J0005,J0005-DR-XXL,B08B3GTC12,HUBBALLI,KARNATAKA
68120,404-9734249-6069146,05-16-22,JNE3522,JNE3522-KR-XS,B08W9PLWHQ,VISAKHAPATNAM,ANDHRA PRADESH
68121,408-3940113-0692363,05-16-22,SET186,SET186-KR-DH-M,B08B4TP9NR,Mahabubnagar,TELANGANA
68124,403-6109237-0830745,05-16-22,JNE2153,JNE2153-KR-278-A-XXL,B0794XBGCZ,MUMBAI,MAHARASHTRA
68126,405-4949507-3469104,05-16-22,JNE3776,JNE3776-KR-XS,B09K3T5PT5,THANE,MAHARASHTRA
68127,405-4949507-3469104,05-16-22,SET345,SET345-KR-NP-S,B09KXV6T8Q,THANE,MAHARASHTRA
68130,171-8402010-3549122,05-16-22,J0122,J0122-TP-XXXL,B08MYMV3K7,THANE,MAHARASHTRA
68135,171-6778254-2933161,05-16-22,SET098,SET098-KR-PP-M,B07X3K4L82,MUMBAI,MAHARASHTRA
68136,406-0306971-8749107,05-16-22,J0005,J0005-DR-S,B08B3YK5R3,NOIDA,UTTAR PRADESH
68137,408-8951560-4200348,05-16-22,J0005,J0005-DR-XXL,B08B3GTC12,Lucknow,UTTAR PRADESH
68139,406-2693243-7132363,05-16-22,SET363,SET363-KR-NP-XL,B09TH6N96L,NEW DELHI,DELHI
68140,171-7007939-2945156,05-16-22,SET073,SET073-KR-SHA-M,B07V6ZF279,MUMBAI,MAHARASHTRA
68141,408-2318277-0728323,05-16-22,JNE3423,JNE3423-KR-XXL,B081X5N76H,CHAPRA,BIHAR
68142,171-4946576-0296315,05-16-22,JNE3881,JNE3881-DR-XXL,B09VC6XVW6,SURAT,Gujarat
68143,405-3725554-3720301,05-16-22,J0113,J0113-TP-XXL,B08V17688J,NAVI MUMBAI,MAHARASHTRA
68148,408-8494791-3335548,05-16-22,SET393,SET393-KR-NP-M,B09QJ4YB1F,FARIDABAD,HARYANA
68151,406-4626893-6142704,05-16-22,SET329,SET329-KR-NP-L,B09K3S1BWQ,SALEM,TAMIL NADU
68152,402-0539500-2559552,05-16-22,J0117,J0117-TP-XXXL,B08N498WCX,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
68154,407-2636382-8209920,05-16-22,SET341,SET341-KR-NP-XL,B09NPX3HG3,SIKAR,RAJASTHAN
68156,171-7532481-1417903,05-16-22,SET357,SET357-KR-NP-M,B09Y3MWCDM,NEW DELHI,DELHI
68159,406-2076781-5316344,05-16-22,SET280,SET280-KR-PP-XXXL,B09CT8YCQP,BUDAUN,UTTAR PRADESH
68160,403-0660229-4917154,05-16-22,JNE3697,JNE3697-KR-L,B09811Y7WM,NEW DELHI,DELHI
68163,406-7707913-6886769,05-16-22,J0003,J0003-SET-M,B0894XH3LN,ALLAHABAD,UTTAR PRADESH
68166,402-5466523-1418729,05-16-22,J0142,J0142-KR-XL,B08QGKHDCT,PALAKKAD,KERALA
68167,405-5717266-8499535,05-16-22,J0157,J0157-DR-L,B09831FVYR,UTTARKASHI,UTTARAKHAND
68169,408-7831075-6200329,05-16-22,SET383,SET383-KR-NP-M,B09K3CQ75T,PUNE,MAHARASHTRA
68170,406-8622047-5477158,05-16-22,JNE3798,JNE3798-KR-XXL,B09SDZF54G,MUMBAI,MAHARASHTRA
68174,402-6086267-2383541,05-16-22,JNE3466,JNE3466-KR-XL,B082W7Q7FK,PALAKKAD,KERALA
68176,405-4100313-0987506,05-16-22,J0118,J0118-TP-XL,B08N4RDVZP,NEW DELHI,DELHI
68177,405-2734961-2952332,05-16-22,MEN5022,MEN5022-KR-M,B08YYV8NZL,NEW DELHI,DELHI
68180,171-1929941-9901937,05-16-22,J0343,J0343-DR-S,B0982ZDQJK,Bangalore,KARNATAKA
68184,402-8338057-9605163,05-16-22,SET389,SET389-KR-NP-S,B09KXVBD7Z,GHAZIABAD,UTTAR PRADESH
68191,405-5531045-8414717,05-16-22,SET287,SET287-KR-NP-M,B099NL1RPF,THRISSUR,KERALA
68194,171-1309979-0381141,05-16-22,J0341,J0341-DR-XXXL,B099NSQP4Z,PUNE,MAHARASHTRA
68198,171-0636112-4517118,05-16-22,JNE3454,JNE3454-KR-XXL,B08B3YMS62,Ambedkarnager,UTTAR PRADESH
68200,404-4820995-6677121,05-16-22,SET257,SET257-KR-PP-S,B0983FN98F,ITANAGAR,ARUNACHAL PRADESH
68204,406-7400619-9797920,05-16-22,SET302,SET302-KR-PP-M,B09RKCLMD1,UTTARKASHI,UTTARAKHAND
68207,404-5440946-0725124,05-16-22,JNE3451,JNE3451-KR-XL,B08BF1N29N,Kornepadu; GUNTUR,ANDHRA PRADESH
68210,408-2329036-7317149,05-16-22,JNE3549,JNE3549-KR-XL,B08MXB9H3Z,shahzadpur,HARYANA
68211,171-9046424-2741946,05-16-22,J0294,J0294-TP-XS,B099S81YF8,THANJAVUR,TAMIL NADU
68212,171-9046424-2741946,05-16-22,J0204,J0204-TP-S,B0965KGKTK,THANJAVUR,TAMIL NADU
68215,408-6839635-3848367,05-16-22,JNE3654,JNE3654-TP-S,B09B3FL96V,AHMEDABAD,Gujarat
68218,408-2897210-3691557,05-16-22,JNE3697,JNE3697-KR-L,B09811Y7WM,Coimbatore,TAMIL NADU
68220,406-1742199-3037161,05-16-22,J0401,J0401-DR-XL,B09SDZW3GY,NEW DELHI,DELHI
68221,408-3055892-9125954,05-16-22,JNE3776,JNE3776-KR-L,B09K3S91KQ,HODAL,HARYANA
68223,403-2290139-5639548,05-16-22,JNE3870,JNE3870-DR-XXXL,B09RK7CGHJ,SURAT,Gujarat
68230,407-8897713-0839536,05-16-22,NW016,NW016-ST-SR-S,B099NQKVD6,JALANDHAR,PUNJAB
