index,Order ID,Date,SKU,ASIN,ship-city
55357,402-7632302-5123568,05-27-22,SET401-KR-NP-XL,B09VC68QLJ,AHMEDABAD
55359,404-0281233-0601179,05-27-22,SET327-KR-DPT-S,B09PN37FYX,GUMMIDIPOONDI
55361,403-8788028-8670712,05-27-22,PJNE3068-KR-6XL,B09M76SVFW,NOIDA
55363,403-1512533-3636357,05-27-22,JNE3160-KR-XXL,B07K32X6RR,HYDERABAD
55364,402-7716909-0881903,05-27-22,J0185-DR-XS,B091YF6SWP,MUMBAI
55365,404-5978474-1935537,05-27-22,JNE3887-KR-M,B09TZX82WT,THANE
55375,408-3931922-3825901,05-27-22,JNE3674-TU-XXL,B09435Y4V8,UDAIPUR
55389,405-7465099-8216312,05-27-22,JNE3838-KR-XXXL,B09TH5VZF8,CHENNAI
55395,404-6072589-8840344,05-27-22,J0285-SKD-L,B08QGHTFWF,VADODARA
55398,402-2097513-6633129,05-27-22,JNE3797-KR-XXXL,B09SDY4VDC,BENGALURU
55400,408-1815865-6921152,05-27-22,JNE3697-KR-XXL,B098133PV5,KALYAN
55403,408-9554344-4695545,05-27-22,JNE3784-KR-XS,B09K3X66GN,Dilshad Garden
55404,406-7950713-8399505,05-27-22,SET402-KR-NP-XXL,B09VC57SBH,ZIRAKPUR
55407,407-3048683-7613969,05-27-22,J0157-DR-XL,B098316HXL,COIMBATORE
55408,408-4460482-6023559,05-27-22,JNE3461-KR-XS,B08B3Z6T6W,CHENNAI
55410,407-3237541-4236359,05-27-22,J0413-DR-XS,B09TY2KSY6,CHANDRAPUR
55411,404-2425345-3204351,05-27-22,JNE3659-TP-N-L,B08ZHT1PKK,BENGALURU
55424,408-7302426-7531540,05-27-22,SET037-KR-NP-XXXL,B07MY3QM3X,SHRIRAMPUR
55428,404-4463570-6507568,05-27-22,SET182-KR-DH-XXXL,B085HRZN1M,DEHRADUN
55435,403-3747220-4653120,05-27-22,J0413-DR-L,B09TY289H8,Kochi
55452,405-6890659-0982742,05-27-22,J0041-SET-XL,B089G1ZNLX,HYDERABAD
55453,406-5107489-2851503,05-27-22,JNE3820-KR-M,B09LV1CMCQ,MUMBAI
55456,402-9134095-9379568,05-27-22,BTM029-NP-XL,B0845N4D5M,THIRUVANANTHAPURAM
55461,406-0333001-7127528,05-27-22,SET325-KR-NP-XS,B09K3NLG1Z,Bengaluru
55471,407-3081918-7755564,05-27-22,JNE3526-KR-XS,B09B2DSNV3,MAPUSA
55478,402-8761458-0087567,05-27-22,JNE3706-DR-XL,B09832FD39,NOIDA
55487,405-1963311-0877957,05-27-22,SET357-KR-NP-S,B09Y3GBB15,BENGALURU
55505,171-3561965-8610764,05-27-22,MEN5025-KR-XXL,B08YYSX188,CHENNAI
55506,171-3561965-8610764,05-27-22,MEN5030-KR-XXL,B08YYRM6FT,CHENNAI
55507,407-3537349-9025128,05-27-22,J0041-SET-XL,B089G1ZNLX,THRISSUR
55511,406-0861491-4670752,05-27-22,JNE3822-KR-L,B09LTZR8MC,NEW DELHI
55516,406-7334388-5149954,05-27-22,SET204-KR-DPT-M,B08MYTT8X8,MEERUT
55525,406-5133188-6738728,05-27-22,MEN5025-KR-XXL,B08YYSX188,UTTARPARA KOTRUNG
55527,403-7966809-0056308,05-27-22,J0413-DR-S,B09TY2JJ87,SAMBALPUR
55531,403-3876548-5969164,05-27-22,JNE3797-KR-XXXL,B09SDY4VDC,CHANGANACHERRY
55538,404-8541850-5864335,05-27-22,JNE3881-DR-L,B09VC3WSC9,BENGALURU
55552,406-4821981-9469964,05-26-22,JNE3753-KR-L,B09K3YPZ8K,HYDERABAD
55559,407-7191236-5603543,05-26-22,J0096-KR-L,B089G31L36,MUMBAI
55565,405-9633672-8731515,05-26-22,MEN5022-KR-XXXL,B08YYTHKY5,CHENNAI
55567,407-5260777-7855564,05-26-22,JNE3458-KR-L,B08HK6WL3S,Dombivli
55575,407-0108822-5056349,05-26-22,JNE3371-KR-S,B07WS16S49,JALANDHAR
55576,408-5757611-2806755,05-26-22,JNE3567-KR-S,B08KS1W7V8,GHAZIABAD
55580,404-2677689-9931557,05-26-22,JNE3896-KR-XXXL,B09Y262R3Y,BENGALURU
55587,408-5570695-4185950,05-26-22,SET224-KR-NP-XS,B08MXDBRK1,BENGALURU
55600,405-6976411-7860346,05-26-22,NW030-TP-PJ-XXL,B09G2R8XLM,MUMBAI
55603,171-0910292-1440318,05-26-22,J0150-KR-S,B08N19XG53,LUCKNOW
55604,402-6456853-8206706,05-26-22,J0280-SKD-M,B08QGKNC21,HYDERABAD
55628,407-6132784-6063526,05-26-22,JNE3836-KR-XXXL,B09RKCBJB6,THANE
55635,405-1945609-9020327,05-26-22,JNE3160-KR-G-XL,B07K4C1KTB,BENGALURU
55650,404-6270350-3977169,05-26-22,JNE3721-KR-S,B099FC46Q8,MUMBAI
55656,404-7734658-0773937,05-26-22,NW012-TP-PJ-XXXL,B0922TJXMK,JAMMU
55657,404-7734658-0773937,05-26-22,NW005-ST-PJ-XXXL,B0922RYWBL,JAMMU
55662,403-2714610-0445920,05-26-22,NW012-TP-PJ-M,B0922QTZQ5,PUNE
55696,405-8038982-0601927,05-26-22,J0157-DR-S,B098P3LXT1,KOLKATA
55704,404-7788564-0550713,05-26-22,J0150-KR-S,B08N19XG53,Mahilpur
55709,403-3345595-5882740,05-26-22,SET332-KR-PP-XXXL,B09NQ56TWR,Dera Bassi
55712,408-4150129-7429907,05-26-22,SET393-KR-NP-S,B09QJ5LYDH,NEW DELHI
55713,402-5341283-3893104,05-26-22,NW013-ST-SR-XXL,B0928X21RD,HYDERABAD
55716,408-0358104-7353971,05-26-22,JNE3625-DR-XXXL,B09TL1154N,THANE
55717,171-9189773-6556318,05-26-22,JNE3786-KR-XXL,B09M71C67N,MEERUt
55726,402-2076896-4206703,05-26-22,SET145-KR-NP-L,B0822SX9WB,BAREILLY
55727,171-9933718-8905951,05-26-22,J0139-KR-L,B091YNCY8B,PUNE
55744,402-5716886-9516361,05-26-22,SET380-KR-NP-M,B09QJ3WXB4,NAVI MUMBAI
55754,403-8627222-1791568,05-26-22,JNE3468-KR-S,B08RP3YXBX,PUNE
55769,403-4128271-1699540,05-26-22,J0041-SET-XL,B089G1ZNLX,BENGALURU
55773,408-3309725-4549900,05-26-22,JNE3800-KR-A-XL,B09TH33GBM,SANGLI MIRAJ KUPWAD
55776,408-6229778-2538712,05-26-22,SET217-KR-PP-L,B089B23C54,MUMBAI
55778,403-4826526-6964367,05-26-22,JNE3800-KR-XL,B09SDYWXDS,Thane
55792,406-7869253-9996334,05-26-22,SET304-KR-DPT-S,B09K3JVNR1,HYDERABAD
55797,403-6171330-4881104,05-26-22,J0157-DR-S,B098P3LXT1,PALAKKAD
55801,406-7214771-5157138,05-26-22,JNE3869-DR-L,B09RK63SGY,KHARGHAR;NAVI MUMBAI
55811,405-4366759-6646748,05-26-22,J0413-DR-S,B09TY2JJ87,PANAJI
55814,406-5008410-6744344,05-26-22,BL103-S,B085GB379T,THIRUVANANTHAPURAM
55815,406-5008410-6744344,05-26-22,MEN5025-KR-M,B08YYR1BFP,THIRUVANANTHAPURAM
55821,403-0287659-4085115,05-26-22,SET341-KR-NP-XL,B09NPX3HG3,BENGALURU
55822,407-7539586-2544354,05-26-22,J0341-DR-XL,B099NQJZPQ,VIZIANAGARAM
55838,405-8061903-8160329,05-26-22,JNE3669-TU-XXXL,B09B3GNW8K,Nagpur
55859,408-9301607-5239524,05-26-22,J0310-TP-L,B099S8P3Z8,FARIDABAD
55864,402-2846645-8198711,05-26-22,SET397-KR-NP-XXXL,B09RKDPH6J,NOIDA
55870,171-9013374-9539507,05-26-22,J0005-DR-XL,B08B3YB1FR,PUNE
55871,403-2081575-5658727,05-26-22,J0399-DR-L,B09SDYMJZC,PUNE
55874,404-3590899-0694757,05-26-22,SET352-KR-NP-XXXL,B09KXVLVT5,NARASIMHANAICKENPALAYAM
55885,404-4496299-2926722,05-26-22,JNE3501-KR-L,B08P5DW2X3,CHENNAI
55908,408-1275392-8511556,05-26-22,JNE3674-TU-L,B09434VXFX,DHALIYUR
55909,407-7782181-6249907,05-26-22,JNE3487-KR-XXXL,B08RP2HWM6,HYDERABAD
55910,405-2489138-0673114,05-26-22,JNE3739-KR-XS,B099NLY5W8,Thoppippala
55932,405-4205906-6490729,05-26-22,J0041-SET-XL,B089G1ZNLX,KALPETTA
55943,407-3006605-0459565,05-26-22,SET310-KR-NP-XL,B09RKDLZJW,ALLAHABAD
55958,402-5210975-4753156,05-26-22,JNE3776-KR-S,B09K3RBN7T,NEW DELHI
55962,407-1265273-1145967,05-26-22,SET183-KR-DH-M,B08B3Z2YY3,NAGPUR
55968,402-8506117-5669111,05-26-22,J0376-SKD-XS,B09QJ5XYT3,MUSALGAON MIDC
55980,403-0009876-8980362,05-26-22,JNE3334-KR-XL,B07S8WFN2J,BENGALURU
55981,403-0009876-8980362,05-26-22,MEN5028-KR-M,B08YYT6ZG2,BENGALURU
55994,402-1290910-9201965,05-26-22,JNE3797-KR-A-XXXL,B09TH2YML8,Mira Road.....
55995,403-4049726-2847556,05-26-22,JNE3554-KR-XL,B08MXCFKT6,THANJAVUR
56011,408-7652921-1652321,05-26-22,JNE3775-KR-XXXL,B09KXQ119C,HYDERABAD
56012,171-2704911-1190702,05-26-22,JNE3265-KR-XXL,B07R51NJC2,HUBBALLI
56018,171-5066821-0793162,05-26-22,JNE3869-DR-M,B09RK7Q644,MANJHANA
56025,406-0192314-5628349,05-26-22,J0345-SET-XL,B099NHMRVD,Mumbai maharashtra
56030,403-5450298-8889926,05-26-22,J0106-KR-XXL,B08PVV8HQK,JAIPUR
56031,171-7475186-5272364,05-26-22,JNE3869-DR-S,B09RK67Y51,COIMBATORE
56036,403-0569376-2351541,05-26-22,SET324-KR-NP-L,B09NQ44RNV,MURSHIDABAD
56045,405-8665023-2356303,05-26-22,JNE3475-KR-K-XL,B08P1GJQCG,Pimpri chinchwad; pune
56046,405-8665023-2356303,05-26-22,JNE3703-KR-XL,B099NNYQ1K,Pimpri chinchwad; pune
56048,406-7447719-5660368,05-26-22,JNE3405-KR-M,B081WVMMCY,MOHALI
56058,407-3456063-3961961,05-26-22,JNE3771-KR-M,B09K3RBK4N,BENGALURU
56059,402-2814625-3273900,05-26-22,SAR154,B09VZ6LZZZ,AHMADNAGAR
56066,405-1063041-5207501,05-26-22,SET037-KR-NP-XL,B07MY2YYN9,NADIAD
56067,402-7738656-6185125,05-26-22,J0341-DR-XXL,B099NR3NXY,HYDERABAD
56070,404-9731537-0561959,05-26-22,JNE3721-KR-XXL,B099FCT65D,PATIALA
56074,406-3609336-1203569,05-26-22,JNE3721-KR-XXL,B099FCT65D,AKIVIDU
56080,407-4668128-0470716,05-26-22,JNE3745-KR-S,B09K3WHQ6G,Bengaluru
56086,405-5237660-3987519,05-26-22,JNE3449-KR-XL,B08BFL5B9S,TIRUPATI
56089,404-8459083-3620302,05-26-22,JNE3651-TP-N-S,B08ZHFLHG7,NEW DELHI
56102,402-1948707-9024353,05-26-22,JNE3577-KR-XXXL,B09B2F2WSN,HYDERABAD
56106,171-7014092-2761109,05-26-22,NW012-TP-PJ-XXXL,B0922TJXMK,Chennai
56109,404-4446476-9584366,05-26-22,AN211-BLACK-L,B091GKR2J5,MUMBAI
56118,407-6317923-5513902,05-26-22,JNE3885-KR-XL,B09TZWX43X,CHENNAI
56123,406-7573784-6691567,05-26-22,SET319-KR-NP-M,B09KXVG37D,RANCHI
56131,406-0824341-7897164,05-26-22,J0041-SET-XL,B089G1ZNLX,MUVATTUPUZHA
56141,403-1312914-6780351,05-26-22,JNE3603-KR-M,B08RYN2W4K,NEW DELHI
56147,408-8727506-6519558,05-26-22,J0082-TP-XL,B092D2DFD6,KOLKATA
56150,405-4834509-4589926,05-26-22,J0205-TP-S,B0986ZWRKC,DEHRADUN
56152,405-5780563-6531500,05-26-22,J0396-DR-XS,B09SDXRYBD,BENGALURU
56159,408-2744408-4382735,05-26-22,SET219-KR-PP-XS,B08B3YPTVR,JAMSHEDPUR
56161,171-8356451-7925932,05-26-22,J0302-DR-XXL,B099NQR3HL,Chennai
56191,404-5604083-4542713,05-26-22,JNE3399-KR-XXXL,B082W7Y2KY,BENGALURU
56196,402-1334768-3915522,05-26-22,JNE3793-KR-XXXL,B09NQ7PCW9,MURWARA KATNI
56198,406-3050096-5996318,05-26-22,JNE1906-KR-031-XXL,B06Y57CT5J,BENGALURU
56199,402-9500021-3851564,05-26-22,JNE3760-KR-XXXL,B099FC3RRC,PUNE
56225,404-9570562-8104353,05-26-22,JNE3691-TU-XXXL,B0986XZV1N,VARANASI
56228,405-3364710-1551517,05-26-22,JNE3482-KR-XL,B08HHJRCQZ,NAGPUR
56231,404-7680898-3785138,05-26-22,JNE3421-KR-N-L,B08TRHPCDQ,CHITTOOR
56233,408-2819029-4571548,05-26-22,JNE3416-KR-M,B082W7ZBTC,DHARMADOM
56240,404-4267791-0316310,05-26-22,JNE3860-DR-XXXL,B09SDYFGMR,PUNE
56254,404-3962054-7220312,05-26-22,JNE3893-TP-XXL,B09VC3V5WH,Rewari
56266,171-2408722-8309959,05-26-22,SET183-KR-DH-M,B08B3Z2YY3,Bengaluru
56267,404-3599222-3689901,05-26-22,NW034-TP-PJ-S,B09M766H3H,BENGALURU
56272,404-2822718-0986700,05-26-22,JNE2205-KR-467-A-S,B07BL1ZXD9,SALUR
56273,408-7661780-0941152,05-26-22,J0231-SKD-M,B08XNK3MXN,JORHAT
56274,403-0559620-1090724,05-26-22,JNE3869-DR-S,B09RK67Y51,GOSSAIGAON
56284,406-6573056-7468304,05-26-22,J0339-DR-L,B098315N2Z,HYDERABAD
56292,403-9509687-5778736,05-26-22,JNE3771-KR-M,B09K3RBK4N,KANPUR
56293,403-9509687-5778736,05-26-22,JNE3721-KR-XXL,B099FCT65D,KANPUR
56298,408-7794858-3972339,05-26-22,BTM039-PP-XXXL,B08KRYFMQJ,NOIDA
56305,407-6068156-6064329,05-26-22,SET197-KR-NP-XXL,B08B3YH18X,VISAKHAPATNAM
56306,402-9732119-0555539,05-26-22,SET329-KR-NP-M,B09K3BNDTT,Chikkbalapura
56307,405-5657207-4685151,05-26-22,J0238-LCD-L,B0926TKJ7B,THANE
56316,408-2651440-5665907,05-26-22,SET199-KR-NP-L,B08WRBG19P,NEW DELHI
56317,403-5310613-1045922,05-26-22,JNE3279-KR-A-XS,B07XM6GFZ5,Hyderabad
56319,171-5049504-2170730,05-26-22,JNE3797-KR-XS,B09SDY9SQ6,NAGPUR
56321,404-0616875-8428356,05-26-22,JNE3797-KR-A-L,B09TH2ZFSY,MALDA
56326,407-8478044-4528355,05-26-22,J0005-DR-L,B08B3Y3VHQ,GHAZIABAD
56328,405-1553517-1735556,05-26-22,J0041-SET-XL,B089G1ZNLX,POCHAMPALLI
56344,408-5492198-7443505,05-26-22,JNE3869-DR-M,B09RK7Q644,RAVER
56380,404-6606677-9533902,05-26-22,JNE3904-DR-XXL,B09Y268W2D,GURUGRAM
56384,404-7277340-5009937,05-26-22,JNE3670-TU-S,B0943KRMLF,NAGPUR
56394,405-3174304-6726736,05-26-22,J0319-KR-XXL,B08PV2QT9V,CHANDIGARH
56396,406-5871050-2247559,05-26-22,SET342-KR-NP-N-L,B09Q18BBWR,Pandharpur
56397,404-9904341-2453154,05-26-22,JNE2153-KR-278-A-M,B0794YR85H,PANCHKULA
56399,407-7062040-2629154,05-26-22,JNE1951-KR-155-XXXL,B07FVR17HM,NAVELIM
56400,407-3423929-7637101,05-26-22,JNE2205-KR-467-A-XL,B07BL2NS84,JAMSHEDPUR
56415,406-9680412-2772325,05-26-22,JNE3797-KR-A-XXXL,B09TH2YML8,BENGALURU
56429,171-9802312-2321949,05-26-22,J0117-TP-XL,B08N4H7B3Y,PATIALA
56431,403-7833079-0905947,05-26-22,J0285-SKD-M,B08QGNW2H8,INDORE
56433,403-5173061-7613969,05-26-22,SET179-KR-PP-XS,B09HMZ3CFG,DEVARAPALLI
56437,406-3479744-1693117,05-26-22,J0005-DR-S,B08B3YK5R3,BENGALURU
56442,403-6081053-5167507,05-26-22,J0015-DR-S,B0894XC1H5,Haridwar
56444,402-3463973-3025105,05-26-22,JNE3560-KR-L,B08PCW5HD7,SITAMARHI
56446,407-5995330-7624316,05-26-22,JNE3563-KR-M,B08MYRR76T,NAGPUR
56452,403-8783328-5974763,05-26-22,JNE3797-KR-XXXL,B09SDY4VDC,MUMBAI 400 020
56459,405-6947925-6190729,05-26-22,JNE3799-KR-M,B09SDXL8S4,TIRUPATI
56467,402-9386310-4171513,05-26-22,MEN5009-KR-XXL,B08YYVFT61,NEW DELHI
56476,402-0312383-3393152,05-26-22,JNE3869-DR-XL,B09RK65QV5,GWALIOR
56488,403-0221207-9350753,05-26-22,J0041-SET-XL,B089G1ZNLX,THAIKATTUSSERY
56490,404-1460879-7991537,05-26-22,SET343-KR-NP-S,B09NDL8QHB,GHAZIABAD
56511,402-8496366-6373966,05-26-22,JNE3797-KR-XS,B09SDY9SQ6,BENGALURU
56512,405-8746296-1888342,05-26-22,JNE3371-KR-S,B07WS16S49,NEW DELHI
56524,408-9546489-3574710,05-26-22,J0339-DR-XL,B0982ZDB2S,PUDUCHERRY
56528,402-6729250-7610703,05-26-22,JNE3797-KR-XS,B09SDY9SQ6,RANCHI
56529,403-3399835-6120365,05-26-22,J0204-TP-XXL,B0965K1TM6,PUNE
56531,406-8686304-0933942,05-26-22,J0103-SKD-L,B08VW3P7X2,CHENNAI
56544,406-2739230-7121961,05-26-22,J0281-SKD-S,B08QGJR8RG,HYDERABAD
56545,405-6627425-8588359,05-26-22,SET183-KR-DH-M,B08B3Z2YY3,GORAKHPUR
56553,406-7056054-8086766,05-26-22,JNE3371-KR-XXL,B07WP5FFS8,Pune
56564,403-1689536-2937161,05-26-22,J0233-SKD-XL,B08XNFL1ZY,HYDERABAD
56570,171-7819663-5772318,05-26-22,NW030-TP-PJ-XXL,B09G2R8XLM,MUMBAI
56572,402-6574517-6865913,05-26-22,JNE3618-KR-S,B091QB6SSN,Hyderabad
56573,402-6574517-6865913,05-26-22,JNE3613-KR-S,B08XVT2HP4,Hyderabad
56574,402-6574517-6865913,05-26-22,JNE3515-KR-S,B0981199PT,Hyderabad
56575,404-7471699-8888311,05-26-22,JNE3885-KR-XL,B09TZWX43X,NASHIK
56576,408-9501161-1620306,05-26-22,SET240-KR-PP-XL,B08N4RXHV6,Bangalore
56577,402-0476871-5493129,05-26-22,BTM030-NP-XXXL,B0845Z2Z4C,GHAZIABAD
56585,404-8381022-5023504,05-26-22,SET204-KR-DPT-XXL,B08MYVBGLF,Beawer
56589,408-0813321-6933103,05-26-22,JNE3437-KR-XXXL,B085HH6VWN,NEW DELHI
56594,171-5624885-2818758,05-26-22,J0108-SKD-L,B08V1R1244,VARANASI
56599,407-0596706-3161131,05-26-22,J0373-KR-XXXL,B09KXQ3NHZ,ERANHOLI
56606,402-2024682-8980300,05-26-22,SET433-KR-NP-XXL,B09TH748BK,PUNE
56607,407-2686382-6149960,05-26-22,JNE3904-DR-XL,B09Y26SM95,RAIPUR
56610,406-1750931-2900337,05-26-22,JNE3797-KR-XXXL,B09SDY4VDC,MUMBAI
56614,408-2293261-7661919,05-26-22,SET053-KR-NP-XXL,B07MY3X5CK,CUTTACK
56624,404-2840510-1235503,05-26-22,PJNE3373-KR-N-4XL,B09LD3J684,CHENNAI
56625,404-2840510-1235503,05-26-22,PJNE3068-KR-4XL,B09M75YGQF,CHENNAI
56635,404-3082331-9151549,05-26-22,JNE3458-KR-L,B08HK6WL3S,NAGPUR
56638,403-3206322-8121127,05-26-22,JNE3510-KR-L,B08WPR181B,NAVI MUMBAI
56645,408-8848142-5469166,05-26-22,JNE3835-KR-L,B09Q3HTDF5,CHENNAI
56657,407-2219439-7076346,05-26-22,SET209-KR-PP-XXXL,B099WXH67W,KANPUR
56663,405-1189384-9214703,05-26-22,SET435-KR-NP-L,B09Y3GFHGG,HYDERABAD
56669,405-0794270-1951516,05-26-22,JNE3887-KR-XL,B09TZVXQ1J,ERNAKULAM
56678,403-1394434-6689130,05-26-22,SET110-KR-PP-S,B0822T2BM8,GURUGRAM
56679,403-1394434-6689130,05-26-22,SET252-KR-PP-S,B08TH684BJ,GURUGRAM
56680,404-3942161-4011553,05-26-22,JNE3487-KR-XXL,B08RNX8Q22,KORAPUT
56686,405-5950091-9041131,05-26-22,JNE3576-KR-XXXL,B09B2F8N1G,GURUGRAM
56694,406-8873481-2277967,05-26-22,J0230-SKD-L,B08XNDL1DL,PUNE
56696,408-2604753-8634761,05-26-22,J0005-DR-L,B08B3Y3VHQ,BENGALURU
56701,407-2716395-4485100,05-26-22,SET366-KR-NP-S,B09QJ577FG,RATNAGIRI
56705,405-0088620-6016363,05-26-22,JNE3745-KR-XXL,B09K3WDYB6,MUMBAI
56706,405-0088620-6016363,05-26-22,JNE3745-KR-L,B09K3Z8XNG,MUMBAI
56707,405-0088620-6016363,05-26-22,JNE3458-KR-XXL,B08HK57ZZN,MUMBAI
56715,406-7226238-7656359,05-26-22,JNE3407-KR-XXL,B0893FS7QX,BHOKAR
56725,408-7048717-8480357,05-26-22,JNE3399-KR-XXL,B082W891PY,PUDUCHERRY
56727,405-8625515-6043560,05-26-22,JNE3652-TP-N-M,B08ZHVSHYY,Bengaluru
56741,402-4239292-6232302,05-26-22,SET386-KR-NP-S,B09K3YFPSS,Sirsa
56742,402-2468336-2732320,05-26-22,SET323-KR-NP-S,B09NDLSGZM,LUCKNOW
56748,408-3080137-5509115,05-26-22,MEN5023-KR-L,B08YZ1L831,Kolkata
56761,405-7470983-0486724,05-26-22,J0339-DR-XL,B0982ZDB2S,HYDERABAd
56763,408-1175718-2215503,05-26-22,JNE1906-KR-031-XXL,B06Y57CT5J,KANPUR
56767,408-3485936-4092315,05-25-22,SET281-KR-PP-L,B0983DYB2P,VADODARA
56774,171-3415088-8683523,05-25-22,SET327-KR-DPT-L,B09PN4P12Y,DULIAJAN
56782,408-7296655-1675507,05-25-22,SET183-KR-DH-M,B08B3Z2YY3,DEHRADUN
56790,408-3502293-6539512,05-25-22,SET291-KR-PP-L,B099NJKJ54,Nizampet Village; Ranga Reddy District; Hyderabad
56795,405-6195823-6061108,05-25-22,J0339-DR-L,B098315N2Z,Trivandrum
56805,407-0464678-9946746,05-25-22,JNE3798-KR-XXXL,B09SDYHWLW,JODHPUR
56812,402-3837780-8186754,05-25-22,SET217-KR-PP-XXL,B089B1GM9F,Lucknow
56816,402-7009652-7513956,05-25-22,JNE3518-KR-XL,B08XW66LTH,Nerul East; Navi Mumbai
56818,402-4608660-6275501,05-25-22,JNE3461-KR-XL,B08B3YPXKZ,KALKULAM
56821,402-6585024-0401962,05-25-22,JNE3449-KR-XXXL,B08CBC2J5H,MUMBAI
56824,402-4284751-7897913,05-25-22,JNE3484-KR-M,B08W8T2TDB,Verna
56833,171-8207604-4740319,05-25-22,JNE3487-KR-XXXL,B08RP2HWM6,BENGALURU
56834,171-8207604-4740319,05-25-22,JNE3383-KR-A-XXXL,B081X8MCF1,BENGALURU
56837,404-3896668-8320335,05-25-22,SET203-KR-DPT-L,B08MYV6C3Y,Haldwani
56838,408-3321097-6610767,05-25-22,J0285-SKD-XXL,B08QGM18YN,GURUGRAM
56841,407-6969417-7958704,05-25-22,J0152-DR-XL,B08TZXZ1L4,ANANTAPUR
56851,402-8238172-5676343,05-25-22,JNE3404-KR-M,B082W7T8ZY,GURUGRAM
56862,404-4590715-2253119,05-25-22,JNE3797-KR-XS,B09SDY9SQ6,SOLAPUR
56864,406-3079973-6334751,05-25-22,J0280-SKD-M,B08QGKNC21,Guwahati
56868,403-7607896-9494718,05-25-22,SET282-KR-PP-L,B09CT47S1K,Aalo
56873,406-3289068-7447551,05-25-22,SET333-KR-DPT-XS,B09RKDYFFP,KUNDAPURA
56874,403-0263841-2954754,05-25-22,NW030-TP-PJ-XS,B09G2RQSRZ,GHAZIABAD
56876,171-4925709-6199567,05-25-22,SET037-KR-NP-XXXL,B07MY3QM3X,VASAI VIRAR
56884,408-5060997-9367560,05-25-22,JNE3675-TU-XL,B09434LP3S,CHENNAI
56886,404-6247556-7678763,05-25-22,J0124-TP-L,B08MYPMVSL,MUMBAI
56888,406-0360854-5657156,05-25-22,PJNE3068-KR-5XL,B09M768PCX,NEW DELHI
56890,404-5076208-2594766,05-25-22,J0308-DR-M,B099NV5WD8,MOHALI
56892,406-0912076-3160300,05-25-22,J0097-KR-XXL,B08BJRFKHF,KOLKATA
56897,406-0442334-9685113,05-25-22,NW016-ST-SR-XS,B099NP8KTV,KHAMMAM
56898,403-7159620-1485909,05-25-22,JNE3160-KR-G-XXXL,B07K3VQMML,LUCKNOW
56912,403-8661681-9882724,05-25-22,J0341-DR-XXL,B099NR3NXY,SECUNDERABAD
56917,405-5635525-9886705,05-25-22,J0173-DR-XS,B08N4DLL7D,NEW DELHI
56924,403-8993734-8533905,05-25-22,J0297-TP-M,B099S7RJ69,INDORE
56931,403-2211467-7568348,05-25-22,SET183-KR-DH-M,B08B3Z2YY3,New Delhi
56936,408-4103938-9625932,05-25-22,SET327-KR-DPT-L,B09PN4P12Y,CHITTOOR
56965,405-8017877-1305965,05-25-22,JNE2305-KR-533-XXL,B07GRRLW2H,RANCHI
56968,408-0652818-6314729,05-25-22,J0377-SKD-L,B09QJ4FRW9,VISNAGAR
56969,408-0652818-6314729,05-25-22,J0103-SKD-L,B08VW3P7X2,VISNAGAR
56974,405-5101793-1605113,05-25-22,SET302-KR-PP-XL,B09RKD9566,JHARSUGUDA
56984,408-8249346-1625144,05-25-22,JNE3554-KR-L,B08MXBV2CM,chennai
56986,407-0587509-2005926,05-25-22,J0117-TP-XL,B08N4H7B3Y,HYDERABAD
56987,404-0194257-7239573,05-25-22,JNE3797-KR-A-XS,B09TH43SGS,BHOPAL
56989,403-9578083-8881143,05-25-22,JNE3403-KR-S,B08316ZX2Q,KATIHAR
56990,403-9578083-8881143,05-25-22,J0139-KR-L,B091YNCY8B,KATIHAR
56996,408-2365536-8769110,05-25-22,JNE3261-KR-XXL,B07R5WHLJD,PUNE
56997,403-2386870-9533905,05-25-22,J0181-TP-XL,B08QGRKXZ6,CHENNAI
56999,405-8478975-0965953,05-25-22,SET048-KR-NP-XL,B07MY3JHTT,AHMEDABAD
57000,406-1961874-1538765,05-25-22,SET322-KR-SHA-S,B09RKFJ2XF,BERHAMPUR
57001,402-0247836-7099574,05-25-22,J0234-SKD-M,B08WHW7BLW,THANE
57003,405-1062692-1229115,05-25-22,JNE3691-TU-M,B0986YS2YT,HYDERABAD
57010,406-0351304-3237920,05-25-22,SET397-KR-NP-XXXL,B09RKDPH6J,NEW DELHI
57011,171-7198078-8805907,05-25-22,SET389-KR-NP-XS,B09KXV8PXG,MUMBAI
57022,407-1911829-7851524,05-25-22,JNE3869-DR-S,B09RK67Y51,MUMBAI- 400054
57025,404-2063669-6631561,05-25-22,J0103-SKD-XXXL,B08VWRSTXS,Bengaluru
57031,403-5888106-5329126,05-25-22,J0280-SKD-M,B08QGKNC21,NEW DELHI
57034,404-1675243-1038741,05-25-22,J0280-SKD-M,B08QGKNC21,BERHAMPORE
57037,408-6386815-6747548,05-25-22,SET268-KR-NP-L,B08XQ8MCKP,AMRITSAR
57038,408-6386815-6747548,05-25-22,SET264-KR-NP-L,B08YNFKKGY,AMRITSAR
57068,404-0648357-2110742,05-25-22,J0005-DR-L,B08B3Y3VHQ,bhopal
57069,407-8942960-9865154,05-25-22,JNE2205-KR-467-A-M,B07BL1VXZW,PARAVUR
57070,407-8942960-9865154,05-25-22,JNE3475-KR-K-M,B08P1FMXZ5,PARAVUR
