index,Order ID,Style,ship-state,ship-postal-code
63429,402-0537430-1476329,JNE3695,Gujarat,382460
63433,408-0090825-4728344,JNE3797,TELANGANA,500013
63435,402-6151462-4787521,SET198,WEST BENGAL,734014
63438,407-5979081-5503563,SET341,TELANGANA,502300
63440,405-5409015-8757126,JNE3735,KARNATAKA,560083
63444,403-6812208-8260357,NW034,KARNATAKA,570011
63446,402-0553782-2142755,JNE3399,KARNATAKA,560018
63448,403-6446627-6839561,JNE3487,DELHI,110032
63449,403-4203259-6571557,BTM043,UTTAR PRADESH,202001
63450,402-3857301-7137969,SET014,ODISHA,751025
63451,171-4968501-8644360,J0230,MAHARASHTRA,400066
63461,403-8789831-9492339,J0181,TAMIL NADU,600077
63467,403-3974587-7676365,J0041,MAHARASHTRA,400615
63470,407-8155734-2401961,J0204,Gujarat,380008
63471,407-8155734-2401961,JNE3671,Gujarat,380008
63472,404-7953316-9064309,SET396,HARYANA,123029
63479,408-4222415-0329927,SET369,RAJASTHAN,302002
63480,171-9057778-9673924,SET257,KARNATAKA,563122
63486,406-1905726-4861167,JNE3703,TAMIL NADU,632009
63489,407-1149267-8904355,J0234,MAHARASHTRA,400006
63493,402-6606757-7470740,JNE3798,TAMIL NADU,635109
63497,407-6636701-9225161,J0003,KARNATAKA,560061
63498,408-8808938-6538711,SET345,MAHARASHTRA,401107
63499,171-3198529-8402715,JNE3273,JHARKHAND,827012
63500,402-9886782-7934752,NW038,Gujarat,390011
63501,407-0121422-0909118,JNE3904,TELANGANA,500070
63502,407-0121422-0909118,JNE3782,TELANGANA,500070
63504,407-5429776-3686754,JNE3468,MAHARASHTRA,400054
63511,408-2650625-6922752,MEN5032,Gujarat,394327
63514,405-0899373-8601962,JNE3739,MAHARASHTRA,400058
63515,407-7300971-1376326,JNE3484,TAMIL NADU,620020
63516,408-8940722-8999502,SET302,MAHARASHTRA,401208
63519,403-0320126-8749950,JNE3869,KARNATAKA,560049
63520,403-0320126-8749950,JNE3801,KARNATAKA,560049
63521,406-8763066-3965966,JNE3671,Gujarat,390013
63532,408-5158803-8195513,J0282,TELANGANA,500019
63533,408-5158803-8195513,JNE3798,TELANGANA,500019
63539,171-6454013-4181963,JNE3904,ASSAM,781308
63541,407-7202340-4077156,JNE3560,DELHI,110018
63542,407-4891228-6605906,JNE3905,KARNATAKA,560040
63547,407-4954737-7481137,SET245,Gujarat,380055
63550,407-5436632-2440360,MEN5013,WEST BENGAL,700019
63551,406-3123892-7815564,J0339,KARNATAKA,560037
63561,407-5561572-3743500,JNE3399,TAMIL NADU,600096
63573,404-6757852-9573126,SET329,KARNATAKA,580023
63576,403-3201008-8289937,J0003,KARNATAKA,560098
63579,403-4573948-6652339,J0083,GOA,403602
63581,405-1564546-1499552,SET287,KARNATAKA,560043
63583,407-4214923-9394769,J0105,TAMIL NADU,600116
63586,404-2112893-2321153,JNE3799,TELANGANA,500016
63587,405-4322363-3682710,JNE3869,JHARKHAND,826001
63590,404-6387288-4373955,JNE3468,KARNATAKA,580023
63592,404-7653319-7921902,SET389,TELANGANA,500075
63593,407-9840741-3622707,J0094,BIHAR,841428
63594,402-7961540-0281146,JNE3659,ANDAMAN & NICOBAR ,744101
63596,405-2296450-6006743,NW038,DELHI,110053
63597,405-5534713-6694748,SET401,ASSAM,784105
63602,403-2266829-7952323,PJNE3363,KERALA,689653
63609,404-2967916-2654749,J0005,TELANGANA,503125
63611,406-4189922-0521948,J0095,HARYANA,122051
63614,407-6630434-5221960,SET329,KARNATAKA,591307
63616,402-0657276-4397125,BTM043,MAHARASHTRA,440001
63622,404-8320363-0596357,SET376,TELANGANA,500037
63626,402-4315593-9521132,JNE3294,Gujarat,384002
63628,406-0857423-3920353,SET398,UTTAR PRADESH,226003
63629,402-2129176-3709938,NW030,HARYANA,131001
63630,402-2129176-3709938,NW031,HARYANA,131001
63631,403-1612502-7541152,JNE3798,WEST BENGAL,700064
63634,404-9427807-2217927,J0308,TELANGANA,500013
63635,408-6218057-8670750,J0341,MAHARASHTRA,421301
63637,405-7497999-9990700,SET333,ANDHRA PRADESH,521001
63638,405-7497999-9990700,JNE3468,ANDHRA PRADESH,521001
63639,405-1124156-0526732,SET389,HARYANA,122017
63646,406-2873012-5639503,SET397,KERALA,686587
63647,403-0480588-2169134,JNE3793,DELHI,110032
63648,402-7976818-6237920,AN202,UTTAR PRADESH,226002
63650,404-1894916-4735502,J0118,MAHARASHTRA,400080
63655,405-6253428-5029136,JNE3878,MAHARASHTRA,400076
63656,404-1887607-3305104,SET183,Gujarat,361001
63659,408-9997550-1968361,J0081,MAHARASHTRA,400072
63660,404-3543151-0929945,JNE3801,BIHAR,846001
63661,405-3435755-4443561,J0217,TAMIL NADU,637211
63669,404-7300225-2226750,JNE3861,KARNATAKA,560010
63672,403-4725888-0937166,SET385,UTTARAKHAND,263153
63673,408-8465184-7785948,J0280,MANIPUR,795001
63674,402-0362591-5083554,JNE2100,MAHARASHTRA,401202
63675,402-8998852-3993158,NW030,MAHARASHTRA,400010
63680,407-6387212-4250702,J0131,HARYANA,121005
63688,406-2411345-5537108,SET394,DELHI,110030
63689,408-4535261-7490755,SET320,KARNATAKA,573201
63693,402-1001080-6577101,SET279,UTTAR PRADESH,271002
63697,408-2039750-8834728,JNE3833,HARYANA,124507
63700,405-3791478-7187566,JNE3484,TAMIL NADU,635110
63703,407-0855550-6265150,J0117,HARYANA,122001
63704,404-0806770-5145169,J0401,UTTAR PRADESH,201014
63710,405-1704956-5486759,JNE3560,TAMIL NADU,625004
63713,408-9963289-1842742,SET347,JHARKHAND,835223
63714,406-2326571-6249131,MEN5011,DELHI,110077
63716,403-8697437-2088351,SET058,TAMIL NADU,600083
63720,171-2420959-9315518,SET260,TAMIL NADU,600090
63721,404-8601345-1328318,J0003,UTTAR PRADESH,282001
63723,404-1409660-8673927,JNE3862,WEST BENGAL,700048
63728,403-0700938-8627520,JNE1906,CHANDIGARH,160008
63730,404-0592928-0634756,JNE3518,NAGALAND,797112
63731,403-0275443-0016366,JNE3454,PUNJAB,144003
63736,406-9010571-8112318,SET187,JAMMU & KASHMIR,190006
63741,403-6181031-4569961,J0005,ODISHA,751016
63743,404-2574203-5863529,SET356,UTTAR PRADESH,224229
63746,171-9245662-3718767,J0339,TELANGANA,500104
63747,171-9245662-3718767,J0341,TELANGANA,500104
63748,171-2275286-4497937,JNE3797,KARNATAKA,577002
63751,171-1040892-2042757,J0399,MAHARASHTRA,400037
63753,405-1141664-7994759,J0157,Delhi,110075
63754,403-7056825-6968321,SET389,WEST BENGAL,733207
63756,405-2326609-5233162,JNE3838,UTTAR PRADESH,201011
63757,403-5911002-2796318,SET388,RAJASTHAN,305901
63763,408-2737149-5665120,J0338,ANDHRA PRADESH,516390
63766,406-6819016-4882762,JNE3368,MAHARASHTRA,400703
63770,403-6737880-8528311,JNE3836,MAHARASHTRA,411019
63771,403-6737880-8528311,SET401,MAHARASHTRA,411019
63776,403-4464400-6945941,J0010,Gujarat,396445
63779,407-9284814-2006767,J0003,KARNATAKA,591307
63783,402-7739585-1346710,SET394,PUNJAB,140301
63786,407-7407270-6241922,SET240,DELHI,110018
63788,406-1844723-4235506,J0284,ASSAM,785670
63790,408-3702166-6266704,SET396,MADHYA PRADESH,462026
63794,402-9297719-3460358,SET183,HARYANA,121009
63801,171-0762120-3213935,J0181,TELANGANA,500049
63803,402-2407321-6194739,SET183,WEST BENGAL,711102
63804,404-1958727-1984351,J0013,WEST BENGAL,700059
63805,405-6857459-5001132,JNE3679,MAHARASHTRA,400059
63811,171-6011215-7144350,SET295,RAJASTHAN,301001
63812,171-6011215-7144350,SET398,RAJASTHAN,301001
63816,404-0658830-0755537,J0342,TELANGANA,500049
63820,403-7439972-4000353,J0230,MAHARASHTRA,413001
63823,402-5602123-7586707,JNE3905,MAHARASHTRA,411038
63825,408-9817628-7385930,MEN5002,KARNATAKA,560037
63829,404-7947066-4937918,J0243,MAHARASHTRA,400037
63830,404-7947066-4937918,J0005,MAHARASHTRA,400037
63832,171-0630825-7977138,SET310,TELANGANA,509375
63837,406-1625125-0601152,MEN5006,TAMIL NADU,600073
63838,406-1625125-0601152,MEN5007,TAMIL NADU,600073
63839,406-1625125-0601152,JNE3905,TAMIL NADU,600073
63840,406-1625125-0601152,JNE3869,TAMIL NADU,600073
63841,406-1625125-0601152,MEN5003,TAMIL NADU,600073
63842,406-1625125-0601152,MEN5029,TAMIL NADU,600073
63843,406-1625125-0601152,MEN5028,TAMIL NADU,600073
63844,406-1625125-0601152,MEN5027,TAMIL NADU,600073
63846,171-4142495-2134755,SET402,TELANGANA,509375
63848,405-2212235-1661950,J0157,KARNATAKA,560077
63849,408-0494677-1572343,JNE3724,Gujarat,395017
63851,403-6510861-9177954,JNE1906,KERALA,678551
63854,408-8157133-5117168,JNE3487,ANDHRA PRADESH,533105
63857,171-7498468-7468369,JNE3449,KARNATAKA,560016
63858,402-9682822-5284351,JNE3619,MAHARASHTRA,400017
63862,171-0924772-9064305,J0230,TELANGANA,503111
63865,408-2907138-0977160,J0285,PUNJAB,152002
63866,408-6237346-5571531,JNE3800,MAHARASHTRA,411017
63867,405-1311777-3617157,SET357,MAHARASHTRA,400615
63869,408-4485050-3563529,J0283,MAHARASHTRA,411047
63871,406-5089183-3144350,J0204,TELANGANA,500089
63872,402-0874202-6827534,MEN5015,MAHARASHTRA,411038
63877,406-3662371-9244341,J0024,Gujarat,390011
63892,171-6476323-9601144,JNE3642,DELHI,110092
63896,407-9679913-7617925,SET383,UTTAR PRADESH,247001
63897,406-4918416-0805926,JNE3881,DELHI,110070
63903,403-7019151-8420301,JNE3697,HARYANA,122004
63904,171-1505543-0222732,J0354,KARNATAKA,560076
63915,402-6122354-7146732,SET402,UTTAR PRADESH,226003
63916,407-8659957-1076311,SET408,UTTAR PRADESH,221005
63917,408-5466453-5833920,SET323,KERALA,671314
63918,402-2125071-8122727,J0112,TELANGANA,500013
63926,404-5977885-3718715,JNE3865,RAJASTHAN,302004
63928,403-0319813-6359566,JNE3030,MAHARASHTRA,400062
63939,404-0630847-6191507,SET347,MADHYA PRADESH,462044
63940,171-9787265-4809960,JNE3721,TAMIL NADU,600126
63941,403-6138025-2236338,J0154,WEST BENGAL,713301
63942,402-4874669-3825161,JNE3861,DELHI,110063
63943,402-4874669-3825161,J0401,DELHI,110063
63944,404-7599490-4572320,J0285,TELANGANA,500045
63946,405-8667317-1053167,SET396,Gujarat,393002
63947,405-3704654-5341155,JNE3793,TAMIL NADU,626101
63952,408-0266261-4162706,J0094,TELANGANA,500032
63953,403-6864233-6875546,NW012,UTTARAKHAND,263139
63954,403-6864233-6875546,NW009,UTTARAKHAND,263139
63957,406-5979164-6376301,NW034,HARYANA,122103
63958,404-5193371-1514713,JNE3869,Gujarat,380051
63959,404-5193371-1514713,J0157,Gujarat,380051
63960,404-5193371-1514713,JNE3798,Gujarat,380051
63962,403-0658963-7397145,BL110,TAMIL NADU,641041
63965,402-9212263-8982756,JNE3384,GOA,403722
63969,406-9703194-4316345,J0117,TAMIL NADU,627113
63971,404-4004713-6668350,BTM043,TAMIL NADU,600091
63975,408-2420631-1609935,J0236,WEST BENGAL,700016
63979,403-2877359-0976366,JNE3560,MAHARASHTRA,431606
63981,407-4942350-9269961,JNE3865,KARNATAKA,560008
63982,407-5963085-9534747,SET248,DELHI,110058
63990,171-4848700-2652338,SET278,TELANGANA,503235
63997,405-9175955-9031515,J0006,KARNATAKA,587102
63998,171-9420000-3901949,J0117,MAHARASHTRA,400078
63999,171-6208511-0117942,JNE3645,CHHATTISGARH,492001
64003,402-3537909-0546746,JNE3468,WEST BENGAL,711202
64004,407-6667233-6881108,J0341,TELANGANA,500089
64005,408-1219899-9259506,J0295,UTTAR PRADESH,229206
64009,171-9794104-4013958,SET058,JAMMU & KASHMIR,180005
64017,408-6155916-3594752,JNE3904,DELHI,110077
64019,403-4838620-6365121,SET044,ANDHRA PRADESH,516360
64021,402-3394555-5273157,JNE3797,KERALA,682021
64024,404-9363543-1409114,J0416,HARYANA,122017
64026,402-7540202-4601108,JNE3776,UTTARAKHAND,263148
64027,406-7894775-6045165,J0153,JHARKHAND,827012
64030,404-2734516-5983515,JNE3749,TELANGANA,500089
64031,171-5234498-7448364,SET396,UTTAR PRADESH,201010
64032,406-0622444-1014754,JNE3619,UTTARAKHAND,248001
64033,406-6516782-6064356,J0280,TELANGANA,500032
64034,408-3991959-5309900,JNE3648,KERALA,670103
64037,406-2530680-1329158,SET058,BIHAR,848210
64038,405-7137773-0848309,J0164,DELHI,110092
64039,404-6429225-5489919,JNE3739,TAMIL NADU,641018
64040,406-4447217-2529122,JNE3453,MAHARASHTRA,400615
64043,408-2509938-3461944,JNE3376,ASSAM,781005
64045,403-5928451-2637932,SET144,UTTAR PRADESH,208016
64048,171-8851844-3902735,J0281,KARNATAKA,585222
64050,408-8725942-3009119,J0117,KERALA,688562
64051,407-2892258-7656338,JNE3735,BIHAR,800016
64053,405-8507899-9543514,J0376,TELANGANA,505187
64056,406-7731323-9550709,SET145,KERALA,683104
64061,408-5779285-2629922,SET257,TELANGANA,500085
64062,402-4454219-8797129,JNE3797,TELANGANA,500100
64063,404-1660433-2257101,J0041,TAMIL NADU,638107
64065,408-2395367-1284353,JNE3487,KARNATAKA,560054
64070,407-4079006-8325104,J0343,KARNATAKA,560086
64071,407-1159297-5929942,NW024,Gujarat,361005
64075,405-2378690-8175522,SET293,MAHARASHTRA,411018
64076,407-9580319-5590706,JNE3887,GOA,403507
64082,404-8788343-3086713,JNE3458,KARNATAKA,560066
64083,408-4675890-8421131,JNE3773,TAMIL NADU,641668
64085,403-6427631-3099532,JNE3620,TELANGANA,500025
64086,403-6427631-3099532,JNE3468,TELANGANA,500025
64087,403-0786798-8593114,JNE3798,KARNATAKA,560102
64091,171-1211185-6964322,JNE3721,KARNATAKA,560091
64092,408-4132104-2870719,JNE3749,KERALA,673014
64093,402-7980730-4489159,JNE3869,HARYANA,122001
64094,171-0998527-8869149,JNE3856,KERALA,691522
64100,408-6057307-1622744,J0003,PUNJAB,152107
64101,403-2602281-0713939,JNE3398,BIHAR,854106
64104,405-8184434-5406764,SET220,WEST BENGAL,700078
64106,403-9226799-0258732,BL110,TAMIL NADU,620001
64111,407-1016203-5238753,JNE3526,KERALA,688534
64115,404-1846673-3148308,J0167,KARNATAKA,577601
64117,403-8136833-1854710,SET347,DELHI,110014
64119,408-4330675-7605932,J0349,ANDHRA PRADESH,518002
64120,405-7619089-2151514,JNE3801,RAJASTHAN,305901
64121,403-2581408-0053934,JNE3721,UTTAR PRADESH,201002
64122,403-0222366-5703571,J0122,DELHI,110075
64123,402-1144861-4890725,JNE3721,WEST BENGAL,700135
64126,406-8139088-3977908,JNE3797,KARNATAKA,560010
64128,407-5649054-5749102,JNE3861,ANDHRA PRADESH,522601
64136,402-2139162-6094705,J0119,KERALA,678006
64137,403-3622643-4610768,J0401,TELANGANA,500038
64138,408-5639317-0906732,JNE2049,ANDHRA PRADESH,530026
64143,403-0427035-8546766,JNE3881,WEST BENGAL,700124
64150,403-1756787-3975548,SET257,ODISHA,754208
64151,406-0459196-3041969,BTM038,KARNATAKA,560079
64156,402-9002007-5694706,SET288,UTTAR PRADESH,231217
64158,403-9631910-7613930,PJNE3252,ANDHRA PRADESH,517501
64159,171-1491987-2051515,JNE3721,TELANGANA,500090
64161,403-6896183-2727524,SET397,PUNJAB,141002
64163,408-5810620-9987558,J0416,TAMIL NADU,612002
64164,408-2086359-8803562,JNE3797,KERALA,688539
64165,403-5038934-9926714,J0401,Gujarat,380015
64168,407-1623802-7113911,SET324,TAMIL NADU,641008
64171,404-6082073-7216327,J0111,TAMIL NADU,600073
64173,402-1090294-6639556,JNE3797,ASSAM,788006
64175,402-4482660-5353900,SET324,KARNATAKA,560034
64176,402-4482660-5353900,JNE3797,KARNATAKA,560034
64184,405-8673266-8625134,SET396,HARYANA,125201
64185,405-8673266-8625134,J0003,HARYANA,125201
64191,406-4983051-8313138,JNE3706,DELHI,110018
64192,408-6600234-3465138,J0355,KERALA,695581
64195,405-4737026-0428325,SET389,DELHI,110059
64198,405-5611759-3173928,SET268,MAHARASHTRA,400061
64199,405-5611759-3173928,SET197,MAHARASHTRA,400061
64200,405-5611759-3173928,SET058,MAHARASHTRA,400061
64201,405-5611759-3173928,JNE3373,MAHARASHTRA,400061
64202,405-5611759-3173928,SET264,MAHARASHTRA,400061
64206,407-3513706-6135560,JNE3645,DELHI,110068
64208,404-9963574-3263541,J0157,ASSAM,781018
64209,171-6850945-5227539,JNE3801,TELANGANA,503235
64212,171-1668739-5080306,JNE3865,TAMIL NADU,600070
64214,408-5314151-1725914,SET230,PUNJAB,143001
64215,408-9532094-6997902,JNE3881,TELANGANA,500061
64220,406-5269979-7933937,MEN5009,Gujarat,395001
64224,404-2609191-0677923,JNE2153,TAMIL NADU,641016
64230,406-8520052-1665907,JNE3869,MADHYA PRADESH,470661
64239,405-5263292-0128325,BTM038,MADHYA PRADESH,452016
64241,408-8537043-5421167,J0108,HARYANA,125005
64244,171-3114494-4966725,J0003,TAMIL NADU,600005
64245,405-2223002-0786704,JNE2113,TELANGANA,500015
64247,408-7916754-2253118,JNE3905,Gujarat,380015
64252,405-4609464-5057938,J0005,HIMACHAL PRADESH,176061
64253,171-1768754-4932363,J0150,KARNATAKA,560024
64256,402-1744948-4192318,J0335,TELANGANA,502103
64257,408-7077163-4646737,J0236,MAHARASHTRA,400070
64258,171-0702124-5389908,JNE3796,DELHI,110066
64262,404-7565775-2220362,J0285,MAHARASHTRA,400030
64266,402-9196147-0416313,SET197,TAMIL NADU,636009
64268,402-9053641-3233142,SET270,TAMIL NADU,636140
64271,404-4235082-7556306,JNE3652,TAMIL NADU,600056
64276,407-7820553-2533110,JNE3865,KARNATAKA,560016
64281,406-1477562-6417150,PJNE3252,KARNATAKA,560054
64283,402-6848808-6947566,JNE2049,TAMIL NADU,600001
64285,404-5570034-1346740,NW015,UTTAR PRADESH,282002
64286,408-9803050-5767559,J0164,DELHI,110070
64287,408-9803050-5767559,J0395,DELHI,110070
64292,403-2778103-6976324,J0243,PUDUCHERRY,605011
64293,403-1471353-6354763,JNE3800,KERALA,678007
64296,403-1665366-9741115,J0157,TAMIL NADU,641401
64297,403-8632069-4965959,J0334,KARNATAKA,560103
64302,404-8802088-3647508,SET217,BIHAR,845438
64304,405-9786953-9381115,SET291,KARNATAKA,560017
64312,406-1701269-8184356,J0401,WEST BENGAL,700048
64313,406-0771599-6741102,JNE1408,ANDAMAN & NICOBAR ,744105
64314,171-5524850-3519537,J0104,TAMIL NADU,641025
64315,171-5524850-3519537,JNE3573,TAMIL NADU,641025
64316,407-2236469-3468354,JNE3787,KARNATAKA,560048
64320,406-1424451-9171508,SET348,UTTARAKHAND,263139
64322,403-7460021-2723517,PJ0096,TAMIL NADU,600119
64323,404-2728389-7865900,JNE3797,MAHARASHTRA,412207
64324,404-1976571-2440363,JNE3739,ANDHRA PRADESH,523201
64327,406-1281225-6853917,JNE3798,TAMIL NADU,600024
64333,403-5223206-8077966,J0341,ANDHRA PRADESH,532001
64336,402-0110403-9368323,MEN5009,MAHARASHTRA,440001
64337,404-4935854-5509129,SET396,TELANGANA,502032
64339,403-7920451-6101147,J0401,TELANGANA,500087
64340,402-9235272-2010748,JNE2086,TELANGANA,500035
64344,403-4117873-3585913,JNE3799,MADHYA PRADESH,456010
64351,171-3891728-3445149,SET396,PUNJAB,141016
64353,403-4414838-3856321,NW012,Gujarat,380001
64362,171-6882388-8961103,JNE3640,MANIPUR,795001
64366,408-3601041-5730736,JNE3800,MAHARASHTRA,400070
64368,407-2242127-5081165,JNE3797,ANDHRA PRADESH,524311
64370,404-7580978-4249953,PJNE3368,UTTARAKHAND,244713
64374,408-5971877-8012307,J0308,UTTAR PRADESH,201301
64376,408-9108704-2916304,JNE3800,KERALA,676506
64377,406-4419307-9149919,SET310,PUNJAB,140308
64380,405-2603218-3709129,JNE3798,MAHARASHTRA,421501
64382,406-0555025-9196355,JNE3670,UTTAR PRADESH,209859
64385,404-0544699-0022753,JNE3423,KARNATAKA,560078
64386,404-0544699-0022753,JNE3440,KARNATAKA,560078
64388,405-9234508-8126713,SET356,KERALA,683572
64390,408-1486356-8784325,J0010,BIHAR,800020
64391,408-9515487-5783545,SET389,TAMIL NADU,643217
64392,403-7209199-5484322,SET329,KARNATAKA,560091
64396,407-8137595-0391513,SET257,JHARKHAND,815351
64397,404-0652322-5941136,SET217,KERALA,689648
64404,405-9134365-0909931,NW012,TELANGANA,502291
64406,404-5287784-9275556,SET357,UTTAR PRADESH,282007
64409,406-1989849-2764358,J0399,ASSAM,782461
64413,403-7368800-6757933,NW013,UTTAR PRADESH,201002
64414,407-1926232-7265146,J0113,TRIPURA,799014
64415,407-7122294-5647530,JNE3659,MAHARASHTRA,400079
64418,406-0036988-0492363,J0339,MAHARASHTRA,421301
64424,403-3868689-0423501,SET183,UTTARAKHAND,262308
64425,402-0553141-0607518,JNE3800,KARNATAKA,560001
64432,402-1566549-6925142,JNE3869,KARNATAKA,560016
64433,404-9452563-8681911,JNE3721,RAJASTHAN,326519
64437,404-5743415-5190746,SET356,MAHARASHTRA,411004
64445,404-0275140-5095542,JNE3291,MAHARASHTRA,411048
64448,171-3638694-0173900,J0023,WEST BENGAL,712136
64453,406-5733719-6660318,SET058,BIHAR,800020
64456,408-0313225-2997957,SET291,HARYANA,122001
64459,404-6388010-7298707,JNE3905,KARNATAKA,560076
64460,406-5338450-5372342,J0003,MAHARASHTRA,422013
64465,406-3822639-1313961,J0091,WEST BENGAL,711404
64472,406-0988123-0319555,SET408,MAHARASHTRA,411046
64473,171-2070798-4305901,SET217,HARYANA,122001
64476,171-5832528-6113925,JNE3739,TELANGANA,500012
64477,407-2933661-6388319,JNE3454,TELANGANA,500039
64487,403-0412445-3032336,JNE3720,ANDHRA PRADESH,515661
64489,405-7308899-4473905,JNE3674,MAHARASHTRA,400701
64490,407-8900874-7071533,JNE3399,TELANGANA,500085
64491,407-8900874-7071533,JNE3793,TELANGANA,500085
64494,406-8833583-0751519,J0331,MAHARASHTRA,400071
64497,405-1874899-7449124,JNE3793,BIHAR,800006
64498,407-0926237-0208313,JNE3798,ANDHRA PRADESH,521456
64499,406-0071084-7785152,SET320,TELANGANA,500047
64501,407-0925432-4528363,SET291,DELHI,110017
64503,405-0565204-5602725,JNE3620,UTTAR PRADESH,211016
64506,408-9479214-0383547,J0205,KARNATAKA,560036
64509,171-6651928-8267541,JNE3798,MAHARASHTRA,431001
64515,406-2654476-1412332,JNE3817,UTTARAKHAND,249403
64518,407-0387146-6249967,NW030,MAHARASHTRA,400063
64519,407-0387146-6249967,NW034,MAHARASHTRA,400063
64520,406-2978636-0944305,SET246,UTTAR PRADESH,201301
64521,406-2978636-0944305,SET286,UTTAR PRADESH,201301
64522,403-7229406-1505122,JNE3456,KARNATAKA,560002
64525,403-5781708-4836300,J0216,MADHYA PRADESH,484114
64527,408-0193874-3411529,PJNE3068,ASSAM,781011
64528,402-6760348-6146711,J0117,UTTARAKHAND,249405
64532,403-9042065-1217938,JNE3798,KERALA,678013
64533,403-9042065-1217938,JNE3797,KERALA,678013
64536,408-1868685-2056352,MEN5010,Gujarat,382340
64540,171-5071048-8407514,SET396,MADHYA PRADESH,474001
64541,403-9551825-8088347,SET304,KERALA,685509
64545,407-0652466-7098704,PJ0096,ANDHRA PRADESH,530003
64546,407-0652466-7098704,PJNE3068,ANDHRA PRADESH,530003
64548,403-2149854-0033147,J0118,ASSAM,786001
64549,403-2985066-4792344,J0377,MAHARASHTRA,400051
64557,402-8411097-1837922,J0118,MAHARASHTRA,421505
64558,171-7189049-6527546,JNE3797,TELANGANA,505001
64559,171-0891640-9453962,J0117,MAHARASHTRA,411038
64561,406-9962665-8687521,SET357,MADHYA PRADESH,457001
64563,406-9742752-7997922,JNE3862,KARNATAKA,560025
64565,171-5031729-0926759,J0041,KERALA,670304
64566,406-1169093-8255565,J0041,TAMIL NADU,600049
64570,402-3524865-1788357,SET398,ANDHRA PRADESH,530013
64571,408-0767298-4184346,JNE3820,DELHI,110087
64576,406-4339473-3239506,JNE3892,HARYANA,122001
64588,171-1284504-0949903,SET187,WEST BENGAL,723102
64600,402-4009282-1617954,JNE3384,TAMIL NADU,606603
64603,406-1135024-0352355,JNE3468,KERALA,689103
64616,405-3757606-1378762,J0308,MAHARASHTRA,411040
64619,171-0581258-6430705,SET396,HARYANA,125055
64621,404-3017061-5579558,BTM038,RAJASTHAN,302012
64625,406-1963001-8878729,J0234,MAHARASHTRA,421605
64626,407-8190735-6640347,SET323,KERALA,680741
64627,405-2131112-3085941,JNE3428,TELANGANA,502270
64630,408-3280437-2003540,SET363,CHHATTISGARH,495004
64634,406-0528232-5921114,JNE3822,PUNJAB,160062
64635,403-4373302-9856339,J0124,DELHI,110070
64637,408-5448625-1913936,SET288,JAMMU & KASHMIR,194101
64645,403-9746258-4883518,SET145,UTTAR PRADESH,221001
64646,403-9746258-4883518,SET053,UTTAR PRADESH,221001
64647,402-8892311-6951534,BTM042,UTTAR PRADESH,201301
64648,408-8441023-0535512,SET394,RAJASTHAN,302012
64655,405-6629022-9001903,SET396,Gujarat,380005
64661,402-6215527-3845168,J0319,CHHATTISGARH,491001
64662,402-8559620-2955543,SET280,BIHAR,800025
64665,406-3044616-6792308,J0095,Gujarat,380015
64667,405-3408594-0776354,JNE3483,ASSAM,788009
64668,402-8972925-6439532,J0135,CHHATTISGARH,491001
64670,405-8843467-2007506,J0328,MAHARASHTRA,400066
64677,407-9887100-0778758,SET320,MAHARASHTRA,400005
64680,171-1005186-8787533,J0135,KARNATAKA,577501
64681,408-6650172-0740335,JNE3797,UTTAR PRADESH,221001
64682,171-3123705-9647536,SET281,RAJASTHAN,301019
64683,403-8114453-1053149,JNE3625,MAHARASHTRA,400607
64688,403-9650124-7571568,BTM042,TAMIL NADU,626123
64689,407-3777316-3346712,JNE3261,TAMIL NADU,641035
64691,402-7875321-3300354,J0234,MAHARASHTRA,400080
64694,403-2559159-5303517,J0344,ANDHRA PRADESH,533103
64697,407-3983630-5913128,SET398,PUNJAB,151302
64698,405-7032244-1127517,JNE3437,TELANGANA,500072
64701,405-1985683-9397137,MEN5032,MAHARASHTRA,400064
64709,402-6791704-2845949,JNE3476,Delhi,110008
64711,406-6151931-8710722,J0130,MANIPUR,795004
64712,406-6151931-8710722,J0342,MANIPUR,795004
64721,405-3892718-7373162,J0135,Punjab,140603
64723,404-7206372-3164302,JNE3670,MAHARASHTRA,400064
64724,171-0095807-1523530,JNE3482,TAMIL NADU,629702
64729,171-3846312-8342715,JNE3905,ANDHRA PRADESH,533101
64730,402-6530608-6729948,JNE3928,MADHYA PRADESH,456006
64732,171-5162376-8393950,SET239,UTTARAKHAND,249407
64733,171-9562377-7225125,JNE3631,PUDUCHERRY,605004
64738,402-8848038-6330725,SET187,ANDHRA PRADESH,520001
64739,408-3832548-3913965,SET328,KARNATAKA,560050
64757,406-7010575-7160347,JNE3801,MADHYA PRADESH,477557
64759,171-2026166-6232328,JNE3799,WEST BENGAL,741302
64760,405-3136589-4657161,J0111,MAHARASHTRA,400080
64761,407-1717883-3879521,SET396,UTTAR PRADESH,282001
64762,407-0954046-4613901,J0117,MAHARASHTRA,400703
64768,406-4128122-1897162,PJNE3252,TAMIL NADU,600032
64770,171-2639899-8641935,J0003,KARNATAKA,560103
64774,407-7285865-1748358,J0117,KARNATAKA,560037
64778,406-1917064-1341958,J0089,MAHARASHTRA,423107
64779,406-2908811-0828337,JNE3749,DELHI,110029
64780,407-6421156-9737906,J0373,KARNATAKA,580029
64783,407-5713387-5043546,JNE3625,MANIPUR,795001
64786,404-7507422-8873117,SET257,TELANGANA,500056
